year,stco_code,totalpopulation,Crude prevalence,Age-adjusted prevalence
2018,00059,327167434,12.5,11.8
2018,01001,55601,14.1,13.3
2018,01003,218022,12.9,11.6
2018,01005,24881,19.5,18.1
2018,01007,22400,15.9,15.1
2018,01009,57840,16.1,14.8
2018,01011,10138,18.9,17.9
2018,01013,19680,18.6,16.9
2018,01015,114277,16.3,15.2
2018,01017,33615,17.3,15.8
2018,01019,26032,17.6,15.6
2018,01021,44153,16.8,15.7
2018,01023,12841,18.4,16.3
2018,01025,23920,18.7,17
2018,01027,13275,18.2,16.4
2018,01029,14987,17,15.5
2018,01031,51909,14.7,13.8
2018,01033,54762,15.7,14.4
2018,01035,12277,19.6,17.5
2018,01037,10715,18.5,16.1
2018,01039,36986,17.2,15.4
2018,01041,13824,17.3,15.8
2018,01043,83442,16.5,15.2
2018,01045,48956,15.6,14.8
2018,01047,38310,19,17.6
2018,01049,71385,18.8,17.5
2018,01051,81887,13.5,12.8
2018,01053,36748,18.5,17.2
2018,01055,102501,16.2,15
2018,01057,16433,17.7,16
2018,01059,31363,17.6,16.4
2018,01061,26314,19,17.2
2018,01063,8233,22.2,20
2018,01065,14726,18.7,17.3
2018,01067,17209,16.9,15.1
2018,01069,104722,16.2,15.1
2018,01071,51736,18.5,16.8
2018,01073,659300,13.9,13.3
2018,01075,13844,18.2,16.3
2018,01077,92387,14.8,13.8
2018,01079,32957,17.4,15.9
2018,01081,163941,12.8,13.6
2018,01083,96174,14.6,13.6
2018,01085,9974,20.2,18.5
2018,01087,18439,16.9,16.5
2018,01089,366519,12.1,11.5
2018,01091,19066,17.9,16.3
2018,01093,29763,17.8,16
2018,01095,96109,17.1,15.9
2018,01097,413757,15.1,14.4
2018,01099,21067,19.5,17.7
2018,01101,225763,15,14.5
2018,01103,119089,15.1,13.9
2018,01105,9140,21.2,20.5
2018,01107,19938,17.9,16.6
2018,01109,33338,14.8,15.7
2018,01111,22725,17.3,15.6
2018,01113,57781,16.2,15.6
2018,01115,88690,15.2,14.1
2018,01117,215707,11.8,11
2018,01119,12691,17.3,17.3
2018,01121,79828,17.9,16.6
2018,01123,40497,17.2,15.4
2018,01125,208911,13.1,13.6
2018,01127,63711,17.5,15.9
2018,01129,16378,18.2,16.6
2018,01131,10627,20.1,18.6
2018,01133,23660,18.1,16.1
2018,02013,3515,13.3,13.4
2018,02016,5723,11.6,11.9
2018,02020,291538,10.9,10.9
2018,02050,18216,22.2,23.1
2018,02060,877,14.1,13.1
2018,02068,2059,12.2,11.5
2018,02070,5000,18.7,18.8
2018,02090,98971,10.5,11.2
2018,02100,2474,12.7,11
2018,02105,2151,16.3,14.2
2018,02110,32113,10.6,10.2
2018,02122,58533,14.2,13.1
2018,02130,13918,13.3,12.5
2018,02150,13345,11.1,11.1
2018,02158,8303,27.1,29.2
2018,02164,1587,18.8,18.3
2018,02170,107610,12.5,12.1
2018,02180,10008,19.2,19.9
2018,02185,9872,14.3,14.4
2018,02188,7671,20.3,21.3
2018,02195,3221,13,11.8
2018,02198,6422,17.3,15.8
2018,02220,8647,11.9,11.2
2018,02230,1148,10.6,10.1
2018,02240,6918,13.3,12.4
2018,02261,9164,12,11.1
2018,02275,2503,15.4,13.5
2018,02282,604,15.9,14.4
2018,02290,5327,20.6,19.6
2018,04001,71818,22.7,21.9
2018,04003,126770,15.2,13.9
2018,04005,142854,12.9,13.8
2018,04007,53889,18.3,16
2018,04009,38072,14.9,14.9
2018,04011,9483,13.5,13.3
2018,04012,21098,20.5,17.4
2018,04013,4410824,13.5,13.1
2018,04015,209550,18.1,15.5
2018,04017,110445,20.1,18.9
2018,04019,1039073,13.8,13.2
2018,04021,447138,16.2,15.1
2018,04023,46511,16.7,15.6
2018,04025,231993,15.6,13.2
2018,04027,212128,15.5,15.1
2018,05001,17769,18.7,17
2018,05003,20046,19,17.3
2018,05005,41619,17.4,14.7
2018,05007,272608,13.2,12.9
2018,05009,37480,17.1,15.5
2018,05011,10897,18.6,17
2018,05013,5277,18.6,16.7
2018,05015,28223,17.3,15.4
2018,05017,10438,20.5,18.6
2018,05019,22061,14,14.5
2018,05021,14847,19.7,17.8
2018,05023,24965,17.9,15.4
2018,05025,8018,18.4,16.6
2018,05027,23537,16.6,16.6
2018,05029,20891,17.5,15.8
2018,05031,108558,15,14.9
2018,05033,63406,17.4,16.2
2018,05035,48342,18,17.3
2018,05037,16676,18.1,16.7
2018,05039,7182,18.8,16.6
2018,05041,11512,21.3,19.4
2018,05043,18328,16.5,16.1
2018,05045,124806,14,14.5
2018,05047,17810,18.9,17.3
2018,05049,12269,20.6,17.9
2018,05051,99154,17.5,15.6
2018,05053,18188,15.4,14.2
2018,05055,45325,16.1,15.3
2018,05057,21741,19,17.5
2018,05059,33701,17,15.7
2018,05061,13341,18.6,17.1
2018,05063,37678,16.7,15.5
2018,05065,13593,18.2,15.9
2018,05067,16811,19.7,18.5
2018,05069,68114,18.2,17.2
2018,05071,26742,18.6,17.6
2018,05073,6682,19.7,17.4
2018,05075,16434,17.9,16.5
2018,05077,8985,20.7,19.4
2018,05079,13383,17.4,17.2
2018,05081,12326,17.7,16
2018,05083,21737,18.7,17
2018,05085,73657,14.8,14.2
2018,05087,16481,18.9,17.2
2018,05089,16722,19.8,16.7
2018,05091,43592,17.4,16.3
2018,05093,41239,19.7,18.8
2018,05095,6900,21.7,19.1
2018,05097,8924,19.6,16.8
2018,05099,8326,19,17
2018,05101,7805,18.4,15.9
2018,05103,23606,19.7,17.7
2018,05105,10352,18.8,16.9
2018,05107,18029,21.2,19.4
2018,05109,10673,18.3,16.6
2018,05111,23974,19.5,18.1
2018,05113,20049,19.6,17.5
2018,05115,64000,15.9,15.6
2018,05117,8074,18.4,16.2
2018,05119,392680,14.3,13.7
2018,05121,17948,18.9,17.3
2018,05123,25439,19.2,18.4
2018,05125,121421,13.5,12.6
2018,05127,10319,20.8,18.7
2018,05129,7958,20.1,17.5
2018,05131,127753,17.4,16.5
2018,05133,17139,18.2,17.5
2018,05135,17366,20.9,18.2
2018,05137,12457,20.4,17.6
2018,05139,39126,16.9,15.5
2018,05141,16603,19.2,16.6
2018,05143,236961,13.3,13.9
2018,05145,78727,15.7,15.1
2018,05147,6490,20.1,17.9
2018,05149,21535,18.4,16.9
2018,06001,1666753,10.8,10.5
2018,06003,1101,17.7,15.3
2018,06005,39383,14.8,12.8
2018,06007,231256,14.5,14.2
2018,06009,45602,15.1,12.8
2018,06011,21627,15.6,15
2018,06013,1150215,11.8,11
2018,06015,27828,17.2,16
2018,06017,190678,12.6,11
2018,06019,994400,15.4,15.4
2018,06021,28047,16.3,15.5
2018,06023,136373,15.1,14.7
2018,06025,181827,16.4,16.4
2018,06027,17987,14.6,12.8
2018,06029,896764,16.5,16.7
2018,06031,151366,14.9,15.6
2018,06033,64382,17.7,15.6
2018,06035,30802,14.6,14.5
2018,06037,10105518,13.2,13
2018,06039,157672,16.4,16.1
2018,06041,259666,11.1,9.6
2018,06043,17471,15.7,13.4
2018,06045,87606,16.4,14.7
2018,06047,274765,16.4,16.7
2018,06049,8777,17.8,15.4
2018,06051,14250,12.7,12
2018,06053,435594,14.4,14.2
2018,06055,139417,12.4,11.4
2018,06057,99696,13.6,11.6
2018,06059,3185968,12,11.5
2018,06061,393149,11.9,10.8
2018,06063,18804,14.7,12.5
2018,06065,2450758,13.8,13.4
2018,06067,1540975,13,12.6
2018,06069,61537,13.2,12.8
2018,06071,2171603,15.1,15.2
2018,06073,3343364,12.4,12.3
2018,06075,883305,9.4,9.4
2018,06077,752660,14.4,14.1
2018,06079,284010,12.4,11.9
2018,06081,769545,10.3,9.7
2018,06083,446527,12.5,12.7
2018,06085,1937570,10.2,10
2018,06087,274255,12.3,12.1
2018,06089,180040,15.2,13.8
2018,06091,2987,16.1,13.3
2018,06093,43724,16.6,14.5
2018,06095,446610,12.7,12.1
2018,06097,499942,12.9,11.8
2018,06099,549815,15,14.7
2018,06101,96807,15.4,14.7
2018,06103,63916,17.3,15.8
2018,06105,12535,18.2,15.4
2018,06107,465861,16.9,17
2018,06109,54539,15.1,13.3
2018,06111,850967,13.1,12.4
2018,06113,220408,11.7,12.6
2018,06115,78041,15,14.9
2018,08001,511868,11.7,11.8
2018,08003,16683,13.4,14
2018,08005,651215,10.2,10
2018,08007,13765,12.1,10.2
2018,08009,3585,15.5,13.5
2018,08011,5882,14.8,14.2
2018,08013,326078,8.6,8.7
2018,08014,69267,8.5,8.2
2018,08015,20027,12.1,10.6
2018,08017,1876,13,11.5
2018,08019,9605,10.2,8.9
2018,08021,8200,15.6,14.3
2018,08023,3828,18.4,15.7
2018,08025,5858,14.7,14.9
2018,08027,4954,13.4,10.7
2018,08029,30953,15,12.9
2018,08031,716492,9.9,10.4
2018,08033,2074,14.2,12.1
2018,08035,342776,7.9,7.4
2018,08037,54993,9.6,9.3
2018,08039,26282,10.7,9.3
2018,08041,713856,10.4,10.4
2018,08043,48021,13.9,12.6
2018,08045,59770,11.1,10.7
2018,08047,6121,10.3,8.9
2018,08049,15525,11.4,10.3
2018,08051,17246,9.4,9.9
2018,08053,811,11.9,10.1
2018,08055,6889,14.5,11.9
2018,08057,1399,13.9,12
2018,08059,580233,9.7,9.1
2018,08061,1383,14,12.3
2018,08063,7163,13.5,12.2
2018,08065,7824,12.7,12.5
2018,08067,56310,10.5,9.9
2018,08069,350518,9.3,9.3
2018,08071,14503,14.3,12.7
2018,08073,5610,13.1,12.4
2018,08075,21528,12.9,12.4
2018,08077,153207,12.6,11.8
2018,08079,776,11.4,9.4
2018,08081,13188,13,12.1
2018,08083,26158,14.5,12.9
2018,08085,42214,13.9,12.2
2018,08087,28558,13,12.4
2018,08089,18432,15.4,14.1
2018,08091,4833,11,9.1
2018,08093,18556,11.2,9.4
2018,08095,4286,12.6,11.1
2018,08097,17950,8.9,8.1
2018,08099,12164,14.4,13.5
2018,08101,167529,13.8,12.8
2018,08103,6336,12.2,11.5
2018,08105,11250,13.7,12.5
2018,08107,25733,9.8,9.1
2018,08109,6843,16.2,13.9
2018,08111,762,11.9,10.3
2018,08113,8191,9.5,8.8
2018,08115,2303,14.4,12.4
2018,08117,31007,9.4,9.2
2018,08119,25083,11.8,10
2018,08121,4909,13.2,11.9
2018,08123,314305,11.2,11.1
2018,08125,10020,13.1,12
2018,09001,943823,10.6,9.8
2018,09003,892697,11.1,10.3
2018,09005,181111,11.2,9.8
2018,09007,162682,10.7,9.6
2018,09009,857620,11.9,11.1
2018,09011,266784,11.7,10.9
2018,09013,150921,9.6,9.5
2018,09015,117027,12.3,11.4
2018,10001,178550,14.5,13.8
2018,10003,559335,11.7,11.1
2018,10005,229286,15.5,13.3
2018,11001,702455,8.8,9.4
2018,12001,269956,11.8,12.7
2018,12003,28355,15.4,14.8
2018,12005,185287,15.4,14.4
2018,12007,27732,17.8,16.8
2018,12009,596849,14.9,13.1
2018,12011,1951260,13.6,12.7
2018,12013,14587,17.3,16.1
2018,12015,184998,16.5,13.4
2018,12017,147929,17.9,14.8
2018,12019,216072,14.2,13.2
2018,12021,378488,13.9,11.7
2018,12023,70503,16.2,15.1
2018,12027,37489,19.1,17.8
2018,12029,16700,20.4,18.2
2018,12031,950181,13.7,13.3
2018,12033,315534,13.6,13.1
2018,12035,112067,15.2,12.8
2018,12037,11736,17.4,15.6
2018,12039,45894,18.1,16.7
2018,12041,18256,17.5,16.3
2018,12043,13724,18.6,16.7
2018,12045,16164,15.1,13.7
2018,12047,14310,18.2,17.4
2018,12049,27245,19.5,18.8
2018,12051,41556,18.6,18.2
2018,12053,190865,16.1,14
2018,12055,105424,18.3,15.4
2018,12057,1436888,13.3,12.9
2018,12059,19477,19.3,17.7
2018,12061,157413,15.4,12.9
2018,12063,48305,18,16.8
2018,12065,14288,16.4,14.5
2018,12067,8732,17.7,17.3
2018,12069,356495,15.7,13.8
2018,12071,754610,15.3,13.3
2018,12073,292502,11.5,12.4
2018,12075,40770,18.8,16.5
2018,12077,8457,16.8,16.4
2018,12079,18529,19.2,17.6
2018,12081,394855,14.5,12.5
2018,12083,359977,17,14.8
2018,12085,160912,14,11.8
2018,12086,2761581,14.5,13.7
2018,12087,75027,13.5,11.9
2018,12089,85832,14.2,12.6
2018,12091,207269,12.9,12.4
2018,12093,41537,19.3,17.8
2018,12095,1380645,12.4,12.5
2018,12097,367990,14.5,14.3
2018,12099,1485941,14,12.6
2018,12101,539630,15.9,14.2
2018,12103,975280,14.2,12.5
2018,12105,708009,15.6,14.5
2018,12107,74163,20.3,18
2018,12109,254261,11.7,10.4
2018,12111,321128,15.7,14
2018,12113,179349,13.9,13
2018,12115,426718,14.2,11.7
2018,12117,467832,11.8,11.2
2018,12119,128754,15.7,12
2018,12121,44191,17.4,15.8
2018,12123,21623,18.5,17.1
2018,12125,14940,18.3,17.5
2018,12127,547538,15.2,13.6
2018,12129,32461,14.5,13.5
2018,12131,71375,15.4,13.7
2018,12133,24880,18.6,17.5
2018,13001,18507,18.2,16.9
2018,13003,8297,18.8,18
2018,13005,11185,17.6,16.7
2018,13007,3092,16.8,14.8
2018,13009,44823,15,15.2
2018,13011,18988,16,14.7
2018,13013,80809,13.6,13.3
2018,13015,106408,14.3,13.6
2018,13017,16787,17.8,16.5
2018,13019,19252,18,16.6
2018,13021,153095,15.2,14.7
2018,13023,12838,14.8,14.4
2018,13025,18897,18.2,16.9
2018,13027,15513,17.9,16.1
2018,13029,38109,11.8,11.6
2018,13031,77296,13,14.5
2018,13033,22423,17.4,16.2
2018,13035,24193,16.4,15.7
2018,13037,6352,19,18.4
2018,13039,53677,12.3,12.4
2018,13043,10836,19.1,17.7
2018,13045,118121,14.3,14.2
2018,13047,67420,13.1,12
2018,13049,12968,16.8,16.3
2018,13051,289195,12.3,12.2
2018,13053,10684,9.5,13.2
2018,13055,24790,17.7,16.5
2018,13057,254149,11.2,10.5
2018,13059,127330,12.1,14.1
2018,13061,2887,22,19.3
2018,13063,289615,14.6,14.8
2018,13065,6648,20.7,19.6
2018,13067,756865,10.4,10.1
2018,13069,43093,15.9,15.6
2018,13071,45592,17.8,17
2018,13073,154291,10.9,10.5
2018,13075,17162,16.4,15.4
2018,13077,145864,12.4,11.7
2018,13079,12318,16.8,15
2018,13081,22601,19.2,17.7
2018,13083,16226,14.9,13.9
2018,13085,25083,12.4,11.2
2018,13087,26575,16.8,15.9
2018,13089,756558,11.7,11.6
2018,13091,20705,17,15.8
2018,13093,13706,17.4,15.8
2018,13095,91243,16.1,16
2018,13097,145331,12.7,12.3
2018,13099,10247,18.5,16.9
2018,13101,4000,16.8,16.3
2018,13103,62190,12.4,12
2018,13105,19120,17.2,15.6
2018,13107,22612,17.6,16.8
2018,13109,10721,18,16.9
2018,13111,25964,15.7,13.2
2018,13113,113459,10.3,9.2
2018,13115,97927,15.3,14.5
2018,13117,236612,9.5,9
2018,13119,23023,16.7,15.5
2018,13121,1050114,10.2,10.2
2018,13123,30816,15.8,13.7
2018,13125,2995,17.6,16.1
2018,13127,85219,14.1,12.8
2018,13129,57685,16.2,15.3
2018,13131,24748,17,15.6
2018,13133,17698,16.7,14.2
2018,13135,927781,11.4,11.2
2018,13137,45388,15.1,14.2
2018,13139,202148,13.7,13.1
2018,13141,8348,19.8,18
2018,13143,29533,15.3,14.3
2018,13145,34475,11.9,10.7
2018,13147,26099,17.1,15.3
2018,13149,11879,16,14.7
2018,13151,230220,12.4,12
2018,13153,155469,12.7,12.3
2018,13155,9398,17.3,16.4
2018,13157,70422,13,12.3
2018,13159,14040,17.5,15.9
2018,13161,15029,17.9,16.9
2018,13163,15430,18.2,16.8
2018,13165,8683,18.2,17.5
2018,13167,9708,17.2,15.9
2018,13169,28616,14.6,13.4
2018,13171,19000,14.7,14.2
2018,13173,10340,15.6,15
2018,13175,47325,17,15.8
2018,13177,29764,12.3,11.8
2018,13179,61497,12.7,14
2018,13181,7915,16.6,14.6
2018,13183,18998,14.4,14.6
2018,13185,116321,13.8,14.6
2018,13187,32955,13.7,13.7
2018,13189,21531,17.3,16
2018,13191,14340,16.4,14.1
2018,13193,13143,18.3,17.4
2018,13195,29650,15.2,14.1
2018,13197,8351,17.3,15.4
2018,13199,21068,17.5,15.9
2018,13201,5686,16.5,14.8
2018,13205,22192,17.6,16.6
2018,13207,27520,14.1,12.9
2018,13209,9193,15.3,14.7
2018,13211,18853,13.5,12.1
2018,13213,39921,16.6,15.7
2018,13215,194160,13.8,13.7
2018,13217,109541,13.9,13.5
2018,13219,39272,9.9,9.1
2018,13221,15054,16,14.6
2018,13223,164044,12.1,11.8
2018,13225,27297,14.8,14.5
2018,13227,31980,13.7,12.1
2018,13229,19389,15.6,14.5
2018,13231,18634,13.6,12.6
2018,13233,42470,16.2,15.3
2018,13235,11069,17.8,16.1
2018,13237,21809,15.8,13.8
2018,13239,2279,20.2,16.9
2018,13241,16867,16.5,14.3
2018,13243,6833,21,18.9
2018,13245,201554,15.5,15.4
2018,13247,90594,13.6,12.8
2018,13249,5236,16,14.6
2018,13251,13938,16.9,15.5
2018,13253,8315,17.1,15.2
2018,13255,66100,16.4,15.3
2018,13257,26035,15,13.9
2018,13259,6199,18.1,19
2018,13261,29733,16,15.7
2018,13263,6272,18.5,16
2018,13265,1608,19.8,17.3
2018,13267,25391,16.6,16.3
2018,13269,8039,19.1,17.2
2018,13271,15876,18.7,17.6
2018,13273,8611,18.7,17.1
2018,13275,44448,16,14.7
2018,13277,40571,15.6,15.3
2018,13279,26887,17.2,16.2
2018,13281,11852,14.5,12.7
2018,13283,6809,16.7,15.7
2018,13285,70034,14.7,14.1
2018,13287,7912,17.5,16.4
2018,13289,8188,19.3,17
2018,13291,24001,15.1,12.6
2018,13293,26215,16.8,15.4
2018,13295,69410,15.9,14.6
2018,13297,93503,13.5,12.6
2018,13299,35680,16.6,15.7
2018,13301,5251,19.3,17.1
2018,13303,20386,17.1,16
2018,13305,29808,16.4,15.5
2018,13307,2611,18.6,16.3
2018,13309,7879,17.7,17.5
2018,13311,29970,14.4,12.8
2018,13313,104062,15.8,15.3
2018,13315,8812,16.3,15.5
2018,13317,9876,18.5,16.3
2018,13319,9036,17.5,15.8
2018,13321,20299,16.4,14.9
2018,15001,200983,13.1,12
2018,15003,980080,11.2,10.9
2018,15005,88,14.6,10.3
2018,15007,72133,12.2,11.2
2018,15009,167207,11.6,10.7
2018,16001,469966,10.3,9.9
2018,16003,4250,16.2,13.4
2018,16005,87138,12.2,12.1
2018,16007,6050,14,12.6
2018,16009,9226,16.5,14.4
2018,16011,46236,14,13.4
2018,16013,22601,12.7,11.3
2018,16015,7634,13.6,11.3
2018,16017,44727,14.3,12.3
2018,16019,116854,12,11.8
2018,16021,11948,14.8,12.9
2018,16023,2611,14.2,12.3
2018,16025,1127,16.4,14.1
2018,16027,223499,13.9,13.6
2018,16029,7060,12.7,11.7
2018,16031,23864,13.7,13.2
2018,16033,852,17.5,16.6
2018,16035,8758,15.2,13.1
2018,16037,4280,15.7,13.1
2018,16039,27259,13.3,13.5
2018,16041,13726,12.9,12.3
2018,16043,13168,13.7,12.8
2018,16045,17634,15.6,13.8
2018,16047,15196,14.6,13.6
2018,16049,16513,16.1,13.8
2018,16051,29439,12.1,11.9
2018,16053,24015,15,14.5
2018,16055,161505,12.7,11.7
2018,16057,40134,10.4,11.5
2018,16059,7961,15.8,13.3
2018,16061,3861,16.6,14.2
2018,16063,5360,15.2,14.5
2018,16065,39304,10.6,13.9
2018,16067,20825,15,14.2
2018,16069,40408,13.2,12.2
2018,16071,4488,14.5,12.8
2018,16073,11693,16.6,15.3
2018,16075,23551,14.7,13.5
2018,16077,7768,14.8,14
2018,16079,12796,16.6,14.7
2018,16081,11640,10.8,10.3
2018,16083,86081,13.4,12.9
2018,16085,11041,12.1,10.4
2018,16087,10161,16.9,14.7
2018,17001,65691,13.3,12.1
2018,17003,6060,19,16.6
2018,17005,16630,13.6,12.6
2018,17007,53577,12.8,11.9
2018,17009,6556,12.4,12.5
2018,17011,32993,13.6,12.1
2018,17013,4802,14.6,12.6
2018,17015,14312,13.5,11.7
2018,17017,12260,14.8,13.6
2018,17019,209983,10.4,11.5
2018,17021,32661,14.2,12.9
2018,17023,15596,14,12.6
2018,17025,13253,14.5,13
2018,17027,37639,12.3,11.3
2018,17029,50885,13.4,13.4
2018,17031,5180493,11.5,11.1
2018,17033,18807,13.5,12.4
2018,17035,10808,14.4,12.8
2018,17037,104143,11.1,11.7
2018,17039,15769,13.4,12
2018,17041,19479,14.3,13.1
2018,17043,928589,9.5,8.8
2018,17045,17360,13.9,12.3
2018,17047,6392,13.5,12
2018,17049,34208,12.7,11.7
2018,17051,21416,15.7,14.5
2018,17053,13264,14.3,12.9
2018,17055,38701,15.8,14.2
2018,17057,34844,14.6,13.3
2018,17059,5058,16.5,14.6
2018,17061,13044,14.6,13.2
2018,17063,50972,11.3,10.7
2018,17065,8163,13.7,12.2
2018,17067,17844,13.9,12.2
2018,17069,3910,16.8,14.4
2018,17071,6709,14,12
2018,17073,49090,13.2,11.8
2018,17075,27604,14.5,12.8
2018,17077,57419,12.6,13.4
2018,17079,9611,13.7,12.3
2018,17081,37820,14.7,13.5
2018,17083,21847,12.8,11.6
2018,17085,21366,13.4,11.4
2018,17087,12456,14.4,13.2
2018,17089,534216,11.6,11
2018,17091,110024,13.4,12.7
2018,17093,127915,9.8,9.7
2018,17095,50112,14.7,13.5
2018,17097,700832,10.5,9.9
2018,17099,109430,13.8,12.5
2018,17101,15765,14.5,13.7
2018,17103,34223,13.2,11.9
2018,17105,35761,13.9,12.7
2018,17107,28925,12.6,11.9
2018,17109,29955,12,12.5
2018,17111,308570,11,10.2
2018,17113,172828,10.4,10.7
2018,17115,104712,14,12.9
2018,17117,45313,13.9,12.5
2018,17119,264461,13,12.1
2018,17121,37620,15.2,13.7
2018,17123,11534,13.9,12.2
2018,17125,13565,15.1,13.4
2018,17127,14080,15.7,13.9
2018,17129,12288,12.5,11.2
2018,17131,15601,13.4,11.8
2018,17133,34335,10.9,9.8
2018,17135,28601,14.6,13.2
2018,17137,33976,13.7,12.8
2018,17139,14717,13.7,12.5
2018,17141,50923,13.3,12
2018,17143,180621,12.7,12
2018,17145,21174,14.5,13.6
2018,17147,16396,11.6,10.4
2018,17149,15611,15.1,13.6
2018,17151,4212,14.9,12.7
2018,17153,5463,17.6,15.6
2018,17155,5740,13.2,11.5
2018,17157,32106,14.7,13.6
2018,17159,15763,14.5,13
2018,17161,143477,13.3,12.3
2018,17163,261059,13.5,12.6
2018,17165,23906,16.1,14.6
2018,17167,195348,12.6,11.6
2018,17169,6907,14.8,13.1
2018,17171,4926,14.2,12.5
2018,17173,21741,14.2,12.5
2018,17175,5427,14.9,13.2
2018,17177,44753,14.2,12.5
2018,17179,132328,12.2,11.1
2018,17181,16841,14.9,13.4
2018,17183,76806,15.6,14.3
2018,17185,11549,13.7,12.3
2018,17187,17032,13.3,12.5
2018,17189,13995,12.6,11.2
2018,17191,16332,14.6,13
2018,17193,13665,14.8,13.1
2018,17195,55626,13.5,12.1
2018,17197,692310,10.7,10.2
2018,17199,67056,13.5,12.4
2018,17201,284081,13.8,12.8
2018,17203,38463,11.3,10.3
2018,18001,35636,15.4,14.5
2018,18003,375351,13,12.5
2018,18005,82753,12.4,11.8
2018,18007,8653,15.6,14.2
2018,18009,11930,15.6,14
2018,18011,66999,10.2,9.6
2018,18013,15234,14,12
2018,18015,20127,14.1,12.7
2018,18017,37955,15.6,14.4
2018,18019,117360,13.6,12.8
2018,18021,26170,14.5,13.3
2018,18023,32250,14.4,13.4
2018,18025,10558,17.2,15.3
2018,18027,33147,15.9,15.1
2018,18029,49568,13.6,12.3
2018,18031,26794,13.6,12.5
2018,18033,43226,13.7,12.8
2018,18035,114772,14,14.3
2018,18037,42565,13.4,12.2
2018,18039,205560,14.2,13.6
2018,18041,23047,16.8,15.2
2018,18043,77781,12.9,12
2018,18045,16351,14.7,13.3
2018,18047,22736,14.3,12.9
2018,18049,20092,14.7,13.4
2018,18051,33452,13.7,12.6
2018,18053,65936,15.2,14.4
2018,18055,32006,15.4,13.9
2018,18057,330086,9.3,8.9
2018,18059,76351,11.6,10.7
2018,18061,40350,13.8,12.5
2018,18063,167009,10.8,10.3
2018,18065,48271,14.9,13.7
2018,18067,82366,14.8,13.5
2018,18069,36240,13.6,12.6
2018,18071,44111,15,14
2018,18073,33370,13.5,12.5
2018,18075,20764,16.4,15.1
2018,18077,32208,14.3,13.3
2018,18079,27611,15.4,14.2
2018,18081,156225,11.6,11.1
2018,18083,36895,14.5,13.8
2018,18085,79344,13.5,12.7
2018,18087,39330,15.5,15
2018,18089,484411,15.2,14.2
2018,18091,110007,15,14
2018,18093,45668,15,13.5
2018,18095,129641,15.1,14.1
2018,18097,954670,13.6,13.5
2018,18099,46248,14.8,13.5
2018,18101,10217,15.3,13.7
2018,18103,35567,15.7,14.6
2018,18105,146917,11.1,12.5
2018,18107,38346,13.8,12.7
2018,18109,70116,14.1,12.9
2018,18111,14011,16,14.3
2018,18113,47532,14.1,13.1
2018,18115,5844,13.9,12.1
2018,18117,19489,16.6,15
2018,18119,20845,16.2,14.5
2018,18121,16927,15.4,14.1
2018,18123,19102,14.7,13.6
2018,18125,12410,14.9,13.3
2018,18127,169594,12.3,11.5
2018,18129,25540,13.4,12.1
2018,18131,12469,15.4,13.9
2018,18133,37779,13.2,12.8
2018,18135,24851,15.6,14.1
2018,18137,28523,14.1,12.9
2018,18139,16663,15.7,14.3
2018,18141,270771,13.4,12.9
2018,18143,23878,16.1,14.8
2018,18145,44593,14.3,13.1
2018,18147,20327,14.2,12.6
2018,18149,22935,16.4,14.9
2018,18151,34586,13.7,12.4
2018,18153,20690,15.1,14.1
2018,18155,10717,16.8,15.3
2018,18157,193048,10.8,12.1
2018,18159,15128,13.7,12.2
2018,18161,7037,14.8,13.4
2018,18163,180974,13.6,12.9
2018,18165,15479,14.8,13.4
2018,18167,107386,14.2,14.1
2018,18169,31280,14.7,13.4
2018,18171,8263,13.8,12.3
2018,18173,62567,11.9,10.9
2018,18175,27943,15.4,14.1
2018,18177,65936,15.5,14.3
2018,18179,28206,14,12.7
2018,18181,24133,14.2,12.7
2018,18183,34074,12.8,11.7
2018,19001,7063,11.7,10.2
2018,19003,3645,11.8,10.2
2018,19005,13832,12.2,10.7
2018,19007,12437,13.1,11.5
2018,19009,5506,12.1,10.4
2018,19011,25642,10.9,9.7
2018,19013,132408,10.7,10.6
2018,19015,26346,11,10
2018,19017,24947,9.3,8.7
2018,19019,21199,10.7,9.7
2018,19021,19874,11.6,11.1
2018,19023,14539,11.2,9.9
2018,19025,9699,11.8,10.5
2018,19027,20154,10.9,9.7
2018,19029,12930,12.6,11
2018,19031,18627,10.2,9
2018,19033,42647,11.3,10.1
2018,19035,11321,11.7,10.1
2018,19037,11964,11.4,10.1
2018,19039,9423,12.2,11
2018,19041,16134,11.5,10.3
2018,19043,17556,12.5,10.8
2018,19045,46518,11.9,10.7
2018,19047,17158,12.7,11.8
2018,19049,90180,7.8,7.6
2018,19051,9017,12.3,11.2
2018,19053,7890,12.3,11.9
2018,19055,17069,11.8,10.4
2018,19057,39138,12.2,11
2018,19059,17153,10.6,9.1
2018,19061,96854,10.3,9.6
2018,19063,9253,11.9,10.7
2018,19065,19660,12,10.8
2018,19067,15761,12.5,11.1
2018,19069,10124,12.4,10.9
2018,19071,6993,12.1,10.5
2018,19073,8981,11.8,10.4
2018,19075,12304,10.1,9.1
2018,19077,10720,11.6,10.1
2018,19079,14952,10.8,9.6
2018,19081,10712,10.8,9.5
2018,19083,16868,11.4,10.1
2018,19085,14134,11.6,10.3
2018,19087,20067,11.2,10.4
2018,19089,9187,11.8,10.5
2018,19091,9547,11.9,10.5
2018,19093,6841,11.3,10
