YEAR,X.ID.,MEDSCHL,Tot.Res.Exp,Fed.Res.Exp,Ind.Res.Exp,Leg.Fees,Reimb.Leg.Fee,Act.Lic,Excl.Lic.Opt.,Lic.w.Equ,Tot.Lic.Lg.Co,Tot.Lic.Sm.Co,Tot.Lic.St.Ups,Tot.Discl.Lic,Non.Excl.Lic.Opt,Lic.Iss,Opt.Iss,NEWCOMPSUPP,Lic.Inc.Equ,Lic..1mm.,Lic.Gen.Inc,Lic.Gen.Run.Roy,Lic.Inc.Other,Lic.Inc.Pd.Oth,Gross.Lic.Inc,Lic.Inc.Run.Roy,Inv.Dis.Rec,INVDISRES,New.Pat.App.Fld,For..Pat.App.Fld,Pro.Pat.App.Fld,Util.Pat.App.Fld,Tot.Pat.App.Fld,Iss.US.Pat,New.Prod,Cum.Op.St.Ups,St.Ups.Cld,St.Ups.in.Home.St,STRTSBIRSTTR,St.Ups.Formed,St.Ups.w.Equ,add,FIPS.x,FIPS.y,FIPS
2012,95164,No,309831750,88060040,1325700,851205,135667,299,2,0,6,10,0,11,14,16,0,0,0,1,180,113,438289,4424,3270546,2832257,40,NA,11,0,10,1,27,8,0,0,0,0,NA,0,0,NA,NA,NA,NA
2013,95164,No,315814938,85964322,2148701,1214659,248993,326,3,0,2,8,0,12,7,10,0,0,0,1,169,123,620819,4628,4137675,3516856,43,NA,13,0,12,1,26,7,2,0,0,0,NA,0,0,NA,NA,NA,NA
2014,95164,no,323357158,70961324,2027535,1633550,617955,296,3,0,9,15,0,16,19,22,2,0,0,2,159,80,26726290,10761,29555155,2828865,41,NA,18,0,17,1,44,8,NA,0,0,0,0,0,0,NA,NA,NA,NA
2015,95164,no,339670870,74573888,2795539,1379722,341775,253,6,0,11,9,0,20,14,20,0,0,0,3,110,87,1820960,9159,6596346,4775386,35,NA,12,0,12,0,27,9,NA,0,0,0,0,0,0,NA,NA,NA,NA
2016,95164,no,357400000,76177030,3260472,785709,1369727,243,3,0,4,6,0,12,6,9,1,0,0,2,90,50,13468819,46185,15854984,2386165,40,NA,12,0,12,0,36,9,NA,0,0,0,0,0,0,NA,NA,NA,NA
2017,95164,no,368300000,79985095,2618907,1587446,508117,234,5,0,5,10,0,17,10,15,0,0,0,2,188,107,4201398,89238,6579450,2378052,31,NA,11,0,11,0,28,20,NA,0,0,0,0,0,0,NA,NA,NA,NA
2016,95165,yes,990552355,713654120,100302030,10158971,7225105,NA,48,29,NA,NA,32,NA,54,102,39,NA,3963146,7,779,175,12861661,839721,94220370,77395563,472,NA,288,4,275,3,653,264,29,NA,NA,29,NA,32,27,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2017,95165,yes,1032395311,730600666,116616941,10950823,6245015,1440,36,19,NA,NA,22,NA,80,116,41,NA,2522463,5,805,197,13372639,904660,45391705,29496603,477,NA,288,3,270,9,616,231,22,NA,NA,17,NA,22,16,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2006,95165,Yes,699211807,576778689,35534959,5706599,1914430,1293,36,10,42,59,8,91,73,95,14,NA,3288688,7,470,230,20999861,714140,61310739,37022190,518,NA,541,116,123,302,450,118,25,NA,0,7,NA,7,7,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2007,95165,Yes,699922095,567831153,55430977,5943687,1786139,986,24,10,27,56,5,72,42,77,11,NA,478381,3,494,189,7101774,616040,50370600,42790445,401,35,256,1,218,37,536,106,NA,NA,NA,5,NA,6,4,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2008,95165,Yes,694217484,511629325,59969216,8128023,2197365,956,32,14,29,69,9,83,55,87,20,NA,1349186,3,546,190,7790321,765297,62514524,53375017,441,NA,396,0,195,201,458,132,28,NA,NA,8,NA,9,2,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2009,95165,Yes,733266108,516830470,59230681,6266004,2575346,976,31,9,30,37,10,67,31,62,15,NA,165631,3,517,196,8597587,993243,65054187,56290969,443,NA,221,NA,NA,NA,338,128,NA,0,0,8,NA,9,9,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2010,95165,Yes,805973770,618469038,58313971,7059494,2747634,1944,24,10,26,54,10,70,53,77,13,0,1293676,2,553,0,8283715,620473,65466286,55888895,467,NA,376,NA,NA,NA,476,180,NA,NA,NA,NA,NA,NA,NA,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2011,95165,Yes,NA,NA,NA,7547730,3957845,NA,47,8,NA,NA,NA,80,54,101,22,NA,2398737,5,600,200,9357686,655208,66797246,55040823,504,NA,282,NA,NA,NA,595,NA,NA,NA,NA,NA,NA,NA,NA,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2012,95165,Yes,853917196,656648707,68459328,8701816,3187619,NA,33,17,NA,NA,NA,103,82,115,22,0,1230502,4,660,198,13915772,771000,76727029,61580755,504,NA,285,4,264,17,613,201,26,NA,NA,NA,NA,NA,NA,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2013,95165,Yes,873847286,664767726,68174508,9326906,3469974,1200,20,11,NA,NA,NA,103,83,103,20,NA,1004785,6,622,194,20334879,706959,86967392,65627728,502,NA,298,4,283,11,618,199,19,NA,NA,8,NA,9,7,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2014,95165,yes,887196642,657141128,77266464,9806325,4385626,1400,31,20,0,0,0,106,48,79,27,NA,23195942,6,655,186,13498252,573676,108604960,71910766,481,NA,271,1,259,11,590,187,21,NA,NA,22,NA,23,15,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2015,95165,yes,946378322,692367999,88135818,9580062,3777870,1663,43,28,NA,NA,NA,0,38,81,31,NA,3183799,8,695,175,13222508,728689,95110075,78703768,483,NA,286,13,271,14,693,232,20,NA,NA,25,NA,28,28,"Stanford Univ.,CA",60900000000000,60900000000000,6085
2006,95166,No,28432351,23307747,2304638,352000,0,16,8,4,2,6,3,28,0,11,0,NA,4539349,1,4,3,0,0,4551059,11710,15,NA,6,0,3,3,6,3,1,8,1,3,NA,3,3,"Stevens Institution of Technology,NJ",340000000000000,340000000000000,34017
2007,95166,No,29354886,24480496,2230586,260277,0,18,6,3,2,2,3,12,1,6,1,NA,261472,0,5,3,0,0,292472,31000,41,8,21,0,18,3,21,4,NA,10,1,3,NA,3,3,"Stevens Institution of Technology,NJ",340000000000000,340000000000000,34017
2008,95166,No,29134765,24448041,2791507,240200,0,21,4,3,3,3,1,7,3,7,0,NA,84250,0,3,2,0,0,100250,16000,18,3,12,0,11,1,13,3,NA,10,0,2,NA,2,2,"Stevens Institution of Technology,NJ",340000000000000,340000000000000,34017
2009,95166,No,25418052,21853636,1380662,277814,0,24,0,0,0,3,0,2,3,3,0,NA,0,0,0,0,0,0,0,0,40,NA,20,0,16,4,20,5,NA,0,0,0,NA,0,0,"Stevens Institution of Technology,NJ",340000000000000,340000000000000,34017
2012,95166,No,36540055,33008963,1693322,320180,0,13,2,0,0,1,1,1,0,2,0,0,0,0,2,1,450000,0,451000,1000,47,NA,16,0,16,0,16,12,NA,2,0,0,NA,0,0,"Stevens Institution of Technology,NJ",340000000000000,340000000000000,34017
2013,95166,No,28283105,25609717,1536028,274760,74367,12,2,0,2,0,0,7,0,2,0,0,0,0,2,2,331000,0,332000,1000,40,NA,20,0,17,3,20,4,0,2,11,5,NA,5,0,"Stevens Institution of Technology,NJ",340000000000000,340000000000000,34017
2014,95166,no,28208318,24411331,1673680,259314,0,4,4,2,2,2,4,4,0,4,4,4,0,0,4,4,339000,0,342000,3000,49,NA,23,1,22,0,22,6,0,8,0,8,1,8,6,"Stevens Institution of Technology,NJ",340000000000000,340000000000000,34017
2015,95166,no,30391554,21227587,2690308,265128,0,3,2,2,2,8,2,16,0,2,10,11,0,0,0,0,108000,0,113000,5000,66,NA,19,0,19,0,19,8,NA,8,2,9,1,10,4,"Stevens Institution of Technology,NJ",340000000000000,340000000000000,34017
2007,95170,Yes,133576788,84376113,27044832,300000,NA,26,3,0,0,4,0,4,1,4,0,NA,0,0,23,20,525000,0,525000,0,33,6,8,0,8,0,20,7,NA,3,0,0,NA,0,0,"Temple University,PA",421000000000000,421000000000000,42101
2008,95170,Yes,150376036,95032853,3217647,348500,0,26,0,0,0,0,0,0,0,0,0,NA,NA,0,23,16,NA,14000,379901,NA,29,4,5,0,5,0,22,4,NA,2,0,0,NA,0,0,"Temple University,PA",421000000000000,421000000000000,42101
2009,95170,Yes,88836915,NA,NA,335000,0,27,1,1,0,0,1,1,0,1,0,NA,0,0,19,14,185000,14041,340965,155965,35,NA,11,0,11,0,24,1,NA,3,0,1,NA,1,1,"Temple University,PA",421000000000000,421000000000000,42101
2010,95170,Yes,97983104,0,0,324827,12042,32,2,0,2,2,1,11,0,2,3,0,0,0,23,14,233737,11948,378207,144470,30,NA,11,0,11,0,23,4,NA,4,0,1,NA,1,0,"Temple University,PA",421000000000000,421000000000000,42101
2011,95170,Yes,136858186,NA,NA,408000,55400,34,1,0,0,3,2,7,1,2,3,1,0,0,24,13,1166179,0,1245272,79093,44,NA,14,0,14,0,34,2,1,6,0,1,NA,2,0,"Temple University,PA",421000000000000,421000000000000,42101
2012,95170,Yes,130567206,NA,NA,404476,115099,42,4,2,0,4,4,10,0,4,4,1,0,1,22,13,2413500,0,2465879,52379,51,NA,17,0,17,0,34,12,NA,7,1,3,NA,4,2,"Temple University,PA",421000000000000,421000000000000,42101
2013,95170,Yes,136605865,92144866,6014719,651825,140656,38,4,2,0,1,4,5,0,4,1,NA,0,1,22,11,11435086,0,11506822,71736,60,NA,19,0,19,0,47,9,NA,11,1,3,NA,3,2,"Temple University,PA",421000000000000,421000000000000,42101
2014,95170,yes,141424850,93479496,5040670,899579,58435,44,5,1,0,3,4,7,0,5,2,0,0,0,19,12,230000,0,326628,96628,60,NA,20,0,20,0,40,7,NA,13,0,2,0,2,4,"Temple University,PA",421000000000000,421000000000000,42101
2015,95170,yes,248133518,137065578,11382725,807582,71322,201,0,0,11,14,5,18,24,24,6,27,0,0,50,32,658455,29,1262985,604530,127,NA,38,NA,38,NA,71,15,1,13,1,3,0,3,0,"Temple University,PA",421000000000000,421000000000000,42101
2016,20160310,yes,156840621,123431025,5319319,683086,94536,69,6,5,1,8,9,36,1,7,11,0,0,0,26,14,239700,0,314021,74321,90,NA,53,0,53,0,98,10,NA,16,1,4,0,5,1,"Temple University System,PA",421000000000000,421000000000000,42101
2017,20160310,yes,170944216,114540585,7882410,1111083,142677,72,3,3,2,7,7,28,2,5,11,1,0,0,26,11,518983,0,579632,60649,110,NA,51,0,51,0,101,13,2,21,0,6,NA,7,4,"Temple University System,PA",421000000000000,421000000000000,42101
2016,95171,yes,892718000,293551000,44707000,1399506,640276,448,24,2,12,56,12,141,38,62,18,NA,0,1,255,223,640276,122858,6930232,6289956,224,NA,142,5,76,29,151,42,2,83,1,11,NA,12,4,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2017,95171,yes,905474000,307656000,39928000,1904635,797631,476,15,2,6,30,6,58,14,29,13,NA,0,0,224,156,1001030,27516,6147135,5146105,224,NA,151,5,90,32,191,64,6,89,0,6,NA,6,1,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2006,95171,Yes,586242199,241456000,39080000,1200658,642852,490,36,4,17,38,18,145,21,57,16,NA,100000,1,191,178,1131104,165,6418994,5187890,115,NA,54,0,49,5,99,32,18,35,0,1,NA,1,0,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2007,95171,Yes,627359148,296600197,30925763,1828610,791548,483,24,2,16,38,4,108,23,47,11,NA,214510,2,131,114,1140159,2223,7627618,6272949,154,NA,60,0,56,4,101,29,4,36,0,1,NA,1,0,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2008,95171,Yes,582365000,245607000,43421000,1980292,1125060,444,7,1,13,28,0,80,27,34,7,NA,0,2,219,115,749732,77570,11787219,11037487,226,NA,75,0,68,7,123,28,4,37,0,0,NA,1,0,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2009,95171,Yes,630655000,261491000,34622000,2193699,1059549,413,18,2,11,48,4,88,35,53,10,NA,552896,1,235,217,1209906,5696,9897559,8134757,196,NA,63,0,58,5,118,20,11,25,2,6,NA,6,2,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2010,95171,Yes,689624000,288173000,46754000,1901823,1601160,507,18,0,9,40,0,107,24,42,7,0,0,2,219,131,1624564,65519,8620889,6996325,207,NA,38,0,37,1,91,33,9,50,2,7,NA,7,2,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2011,95171,Yes,705720000,291812000,54880000,1787013,1378957,467,20,3,10,48,9,132,30,50,17,0,0,1,218,80,3211577,28333,9264041,6052464,284,NA,52,0,46,6,82,18,NA,54,2,4,NA,4,3,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2012,95171,Yes,693421000,269460000,49392000,1271241,1241225,513,17,0,25,45,1,162,16,33,38,NA,0,2,276,235,636943,27157,13073593,12436650,212,NA,142,39,58,45,103,29,NA,59,2,4,NA,5,0,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2013,95171,Yes,820015000,314104000,52299000,1134769,1170418,413,14,3,19,33,3,76,15,29,26,0,866599,1,230,203,1170418,36139,12826461,10789444,159,NA,158,66,52,40,92,50,1,57,1,3,NA,3,3,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2014,95171,yes,854214000,311920000,70607000,1807561,970249,500,12,6,17,33,8,87,12,24,34,0,0,1,211,192,987290,34,10205586,9218296,219,NA,134,6,75,53,120,31,NA,65,1,9,1,9,7,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2015,95171,yes,866678000,304437000,71559000,1930687,571928,475,34,0,18,53,8,119,12,46,33,0,0,1,225,190,963977,383959,10154487,9190510,258,NA,111,0,83,0,182,32,3,72,1,4,1,8,0,"Texas A&M Univ. System,TX",485000000000000,485000000000000,48463
2013,95172,Yes,192000000,NA,NA,NA,NA,37,9,2,1,3,6,11,0,9,1,NA,NA,0,19,11,NA,NA,462000,NA,83,NA,20,0,20,0,31,1,NA,23,1,5,NA,6,2,"Texas Tech University System,TX",483000000000000,483000000000000,48303
2014,95172,yes,204000000,NA,NA,NA,NA,36,6,2,4,1,10,21,3,9,6,0,80000,0,33,9,257925,0,520114,182189,94,NA,58,5,36,17,73,2,1,20,3,6,0,6,2,"Texas Tech University System,TX",483000000000000,483000000000000,48303
2015,95172,yes,208190000,47060000,NA,NA,NA,51,9,3,1,5,8,17,1,10,4,0,0,0,35,35,22520,41600,368303,345783,102,NA,32,0,32,0,64,4,5,25,2,5,0,6,2,"Texas Tech University System,TX",483000000000000,483000000000000,48303
2016,95172,yes,216640000,41650000,NA,NA,NA,57,11,1,2,7,7,17,1,12,4,NA,0,0,29,18,82500,24960,492459,409959,97,NA,29,0,29,0,83,6,3,28,1,3,0,4,1,"Texas Tech University System,TX",483000000000000,483000000000000,48303
2017,95172,yes,265041000,52203000,NA,594070,298985,52,5,0,0,3,16,20,0,5,14,0,0,0,34,18,191563,34554,692131,500568,128,NA,42,0,42,0,85,8,2,32,3,5,NA,7,0,"Texas Tech University System,TX",483000000000000,483000000000000,48303
2006,96045,No,NA,NA,NA,64087,0,4,1,0,0,0,1,1,0,1,0,NA,0,0,2,2,0,NA,539000,539000,4,NA,1,0,1,0,3,1,NA,2,0,0,NA,1,0,"The Catholic University of America,DC",110000000000000,110000000000000,11001
2013,96045,No,18672246,17738634,50000,142000,0,5,NA,0,0,0,1,6,NA,0,1,0,0,0,1,1,0,0,420025,420025,3,NA,3,0,3,0,3,2,NA,0,0,0,NA,0,0,"The Catholic University of America,DC",110000000000000,110000000000000,11001
2014,96045,no,24123000,19799013,65000,244158,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,434668,434668,0,NA,0,0,0,0,0,2,NA,0,0,0,0,0,0,"The Catholic University of America,DC",110000000000000,110000000000000,11001
2015,96045,no,20795740,18750242,60000,138568,0,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,119958,119958,3,NA,3,0,1,2,3,2,NA,0,0,0,0,0,NA,"The Catholic University of America,DC",110000000000000,110000000000000,11001
2016,96045,no,20990984,19002500,146000,372252,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,NA,4,0,3,1,4,3,NA,1,0,0,0,1,0,"The Catholic University of America,DC",110000000000000,110000000000000,11001
2017,96045,no,21133225,20809225,324000,231819,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18840,0,18840,0,2,NA,2,0,4,6,6,5,1,0,0,0,0,0,0,"The Catholic University of America,DC",110000000000000,110000000000000,11001
2012,20120291,No,16960421,12607341,4353080,228222,0,2,0,0,1,0,1,2,0,0,2,0,0,0,1,0,35000,0,35000,0,10,NA,10,3,5,2,11,2,NA,1,0,0,NA,0,0,NA,NA,NA,NA
2006,95096,No,528621000,326846000,48328000,7310991,5029747,834,19,2,22,19,11,147,36,125,6,NA,0,7,171,67,254751700,17846472,318588460,63836760,339,NA,132,0,121,11,289,56,1,50,2,3,NA,8,2,NA,NA,NA,NA
2007,95096,No,533981000,317553000,46621000,7844433,4865986,811,16,2,31,66,5,101,46,80,22,NA,0,9,263,78,297371830,3851215,346080013,48708183,275,38,129,1,117,11,305,54,10,49,2,2,NA,5,2,NA,NA,NA,NA
2008,95096,No,560685000,324901000,38777000,9154473,5138574,801,28,3,26,59,11,175,51,79,17,NA,11562,6,203,82,9668877,3290057,47693244,38012805,314,62,129,0,124,5,292,56,5,58,2,5,NA,9,2,NA,NA,NA,NA
2009,95096,No,628384000,335578000,50142000,9275328,6589618,509,21,2,94,40,10,56,115,136,8,NA,2830,8,250,83,8384718,5499944,51837315,43449767,285,NA,147,1,142,4,342,50,38,54,0,5,NA,5,1,NA,NA,NA,NA
2010,95096,No,673984000,383098000,44487000,6291081,2565059,739,16,4,86,22,12,28,85,101,19,0,255000,11,212,94,28420278,5884444,77091503,48416225,261,NA,127,1,117,9,328,72,7,76,0,4,NA,6,1,NA,NA,NA,NA
2011,95096,No,742107000,415951000,52497000,7564336,4057893,685,28,5,43,70,14,24,69,97,30,0,62897,11,250,88,27257222,8903045,93289525,65969406,304,NA,182,0,176,6,455,89,3,78,1,6,NA,14,3,NA,NA,NA,NA
2012,95096,No,755675000,414461000,53864000,7315800,5587307,668,55,2,NA,NA,3,11,111,166,30,0,0,11,214,79,18122073,12553105,99684227,81562154,322,NA,146,0,144,2,379,90,NA,NA,0,3,NA,3,NA,NA,NA,NA,NA
2013,95096,No,786214000,465050000,55115000,7519920,3040757,857,32,4,NA,NA,NA,8,46,78,33,NA,12743,9,246,102,9831482,7324808,75897375,66053150,377,NA,217,0,215,2,511,76,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
2014,95096,no,759926000,337532000,58444000,NA,NA,NA,31,NA,NA,NA,NA,NA,43,74,31,NA,21262,NA,NA,NA,13656738,NA,68906000,55228000,366,NA,253,0,253,0,544,86,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
2015,95096,no,800906919,377233128,61198128,8976753,5139067,74,22,2,NA,NA,NA,92,35,57,18,NA,NA,11,238,98,NA,5061903,79690687,NA,318,NA,675,137,381,119,608,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,95096,no,850542683,464617447,62430916,9085970,4262466,70,17,2,NA,NA,NA,105,34,51,20,NA,1426134,11,217,85,9103667,5182558,83639681,73109880,324,NA,1165,581,263,32,584,105,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
2017,95096,no,911963270,496252875,67420246,10176885,4798014,91,21,4,NA,NA,NA,186,53,74,25,NA,918153,9,220,86,9967207,10182034,87793810,76908450,309,NA,935,531,275,26,483,115,NA,NA,NA,12,NA,19,2,NA,NA,NA,NA
2009,20100270,No,55000000,54000000,200000,150000,135000,62,3,2,10,16,3,8,26,29,0,NA,0,0,27,1,1199000,115000,1200000,1000,13,NA,2,0,2,0,7,1,NA,0,0,0,NA,0,0,NA,NA,NA,NA
2010,20100270,No,66100000,52700000,200000,150000,78000,89,0,0,18,9,0,3,27,27,0,0,0,0,64,3,1196000,250000,1200000,4000,10,NA,3,0,3,0,15,3,NA,0,0,0,NA,0,0,NA,NA,NA,NA
2011,20100270,No,69300000,58800000,120000,219000,60421,135,0,0,29,16,0,8,45,45,0,0,0,0,123,3,1368861,368075,1375861,7000,9,NA,2,0,2,0,7,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2012,20100270,No,52565000,46832000,120000,232234,19412,159,0,0,36,4,0,4,40,40,0,0,0,0,164,6,1471097,49250,1495122,24025,8,NA,3,0,3,0,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,20100270,No,66876000,59160000,160000,243625,56759,190,0,0,26,5,1,9,31,31,1,0,0,0,145,5,1754420,14875,1808020,53600,13,NA,21,8,9,4,13,9,2,3,0,1,NA,1,2,NA,NA,NA,NA
2014,20100270,no,72218134,57727272,220820,316475,73008,229,2,0,35,16,2,10,51,53,0,0,0,0,174,7,2140244,25875,2190106,49862,9,NA,15,7,4,4,8,6,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2015,20100270,no,72815396,55437513,0,431362,9175,251,0,0,70,18,0,16,88,88,0,0,0,0,222,NA,2439051,32250,2494773,55722,12,NA,23,5,11,4,15,2,1,0,0,0,0,0,0,NA,NA,NA,NA
2016,20100270,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,95168,Yes,930160728,567504709,88198028,2835846,700417,547,23,1,20,24,11,62,18,41,14,15,0,2,142,75,1382361,13698,10540396,9158035,288,NA,151,0,150,1,240,51,4,75,2,5,NA,10,1,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2013,95168,Yes,983229277,523103353,208793500,3020387,709806,514,9,3,15,16,8,48,16,25,14,20,0,1,143,79,1382921,125332,8819142,7436221,254,NA,131,0,123,8,246,66,1,74,2,3,NA,4,11,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2014,95168,yes,1003875997,497616763,175175286,3080522,839520,383,18,6,6,16,17,66,9,27,12,25,544676,4,140,100,5118244,114747,13200926,7538005,293,NA,148,6,120,22,242,76,5,73,4,10,5,12,6,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2015,95168,yes,899299704,487446830,191923557,3490556,1098665,404,23,5,15,36,20,94,28,51,20,29,1893922,4,150,89,7227990,32308,18270234,9148322,296,NA,127,0,124,7,246,80,2,82,0,8,3,10,10,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2016,95168,yes,920270746,492479739,180144729,2886781,799587,459,29,5,23,26,21,96,12,41,29,27,0,2,170,92,2147215,20130,10741022,8593807,306,NA,116,1,99,8,235,69,7,93,2,10,0,13,7,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2017,95168,yes,939898996,535473225,132469328,3314739,675773,464,19,8,16,19,19,72,22,41,13,103,0,2,145,99,883343,4517,7284350,6401007,259,NA,148,11,133,23,279,59,NA,110,5,17,5,19,9,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2006,95168,Yes,724792510,347526802,31025658,2504337,511462,412,19,0,10,24,10,65,20,39,5,NA,0,1,219,125,623657,34448,10837438,10213781,288,NA,130,1,95,34,207,34,6,63,0,8,NA,12,1,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2007,95168,Yes,781857438,503619436,46009755,2558781,884657,439,24,0,25,13,19,95,26,50,7,NA,0,1,180,102,684399,40574,10189593,9505194,268,16,136,7,96,33,203,41,18,64,1,7,NA,9,0,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2008,95168,Yes,784324279,508762128,43029110,3163147,1012857,469,27,7,9,25,22,73,19,42,14,NA,786292,2,179,100,9840114,36021,19059357,8432951,290,31,126,0,121,5,219,44,26,70,5,8,NA,10,5,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2009,95168,Yes,849961108,509311105,52134665,4116251,1732283,435,15,3,17,25,7,67,28,43,6,NA,0,2,144,101,7706986,2978309,16205537,8498551,321,NA,140,0,136,4,211,56,17,70,3,4,NA,5,0,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2010,95168,Yes,891199555,558956174,81784585,2594677,628197,554,11,1,11,24,15,80,24,35,15,23,841498,2,165,108,2133293,57798,13124377,10149586,260,NA,114,2,112,0,189,55,8,59,4,5,NA,5,1,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2016,95152,no,97218000,44238170,3575235,887252,680900,181,1,0,21,12,0,17,31,32,1,0,0,1,120,71,3502111,36145,4354435,852324,48,NA,71,8,24,17,63,10,NA,28,0,0,0,0,2,NA,NA,NA,NA
2006,95152,No,79265000,61792000,571930,1510535,934026,251,2,1,10,11,1,5,16,18,4,NA,10184,0,156,75,3593034,357850,4287311,684093,29,NA,6,0,6,0,40,17,3,16,1,1,NA,1,1,NA,NA,NA,NA
2007,95152,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,95152,No,78233285,56570358,21662927,3126650,1775522,231,3,0,5,10,0,9,12,13,2,NA,23646,3,86,57,6038507,949174,8588814,2526661,26,8,14,0,14,0,36,14,7,0,0,0,NA,0,0,NA,NA,NA,NA
2009,95152,No,77728186,54919175,2333284,2180666,1069083,238,6,3,10,5,4,16,11,17,2,NA,7417,1,219,130,15844376,3031113,16812796,961003,51,NA,14,0,14,0,51,9,NA,NA,NA,2,NA,4,3,NA,NA,NA,NA
2010,95152,No,90744175,56979156,6411147,1061500,584526,241,2,1,6,8,1,5,11,13,2,0,0,0,114,53,2371793,149528,2813107,441314,33,NA,28,0,28,0,73,8,NA,4,0,1,NA,1,1,NA,NA,NA,NA
2011,95152,No,104123250,63581751,8066158,906545,508177,218,2,0,6,5,1,5,9,11,1,0,0,0,105,43,2371986,97165,2941728,569742,36,NA,29,0,29,0,63,11,NA,9,0,1,NA,1,0,NA,NA,NA,NA
2012,95152,No,106220828,60374968,10686078,1240073,412339,214,1,0,2,2,1,4,4,5,0,0,0,1,78,52,3091733,183843,3611491,519758,32,NA,9,0,9,0,52,12,NA,9,0,0,NA,1,0,NA,NA,NA,NA
2013,95152,No,99477617,52211842,5944700,869209,255424,139,2,0,6,11,1,7,12,14,4,0,0,0,96,35,2075368,101554,2993719,918351,34,NA,23,0,23,0,45,13,1,0,0,0,NA,0,0,NA,NA,NA,NA
2014,95152,no,98621098,54618711,3555313,952456,335511,157,2,0,8,14,4,12,21,23,3,0,0,0,96,44,3210505,130506,3712937,502432,60,NA,46,8,27,7,47,1,1,21,0,1,0,2,1,NA,NA,NA,NA
2015,95152,no,99178000,44538760,4625500,664829,438015,179,5,3,22,11,5,30,30,35,3,0,0,0,112,51,8066491,135783,8443889,377398,51,NA,110,19,30,16,50,17,1,28,0,2,0,5,2,NA,NA,NA,NA
2011,95156,No,400767000,298658000,40096000,NA,NA,426,5,1,6,12,1,64,12,17,2,0,834340,1,68,52,2230961,149297,3191588,126287,96,NA,73,0,62,11,105,30,NA,23,0,2,NA,4,4,NA,NA,NA,NA
