year,cbsa_code,cbsa_2013_name,cbsa_exports_nominal,cbsa_exports_real,cbsa_pct_exports_gdp
2017,21580,"Espa�ola, NM",68.5263290405273,68.5263290405273,0.0673828423023224
2017,21660,"Eugene, OR",1482.36218261719,1482.36218261719,0.0850125998258591
2017,21700,"Eureka-Arcata-Fortuna, CA",368.260070800781,368.260070800781,0.0534267760813236
2017,21740,"Evanston, WY",82.3939971923828,82.3939971923828,0.07462278008461
2017,21780,"Evansville, IN-KY",3288.92944335938,3288.92944335938,0.173254102468491
2017,21820,"Fairbanks, AK",346.870239257812,346.870239257812,0.0516494177281857
2017,21840,"Fairfield, IA",134.035171508789,134.035171508789,0.158215209841728
2017,21900,"Fairmont, WV",362.684631347656,362.684631347656,0.150430381298065
2017,21980,"Fallon, NV",53.5643463134766,53.5643463134766,0.0489901378750801
2017,22020,"Fargo, ND-MN",1321.93579101562,1321.93579101562,0.0806095749139786
2017,22060,"Faribault-Northfield, MN",381.417053222656,381.417053222656,0.14924581348896
2017,22100,"Farmington, MO",162.131713867188,162.131713867188,0.0710779801011086
2017,22140,"Farmington, NM",703.19677734375,703.19677734375,0.110347956418991
2017,22180,"Fayetteville, NC",1508.23107910156,1508.23107910156,0.0899235010147095
2017,22220,"Fayetteville-Springdale-Rogers, AR-MO",1953.92492675781,1953.92492675781,0.0752926543354988
2017,22260,"Fergus Falls, MN",378.532958984375,378.532958984375,0.130891487002373
2017,22280,"Fernley, NV",292.441619873047,292.441619873047,0.165489584207535
2017,22300,"Findlay, OH",1103.45532226562,1103.45532226562,0.20020817220211
2017,22340,"Fitzgerald, GA",108.169715881348,108.169715881348,0.143164962530136
2017,22380,"Flagstaff, AZ",567.20947265625,567.20947265625,0.0831336826086044
2017,22420,"Flint, MI",2012.69018554688,2012.69018554688,0.13039468228817
2017,22500,"Florence, SC",1069.57800292969,1069.57800292969,0.123006023466587
2017,22520,"Florence-Muscle Shoals, AL",1422.29895019531,1422.29895019531,0.242586880922318
2017,22540,"Fond du Lac, WI",1186.80383300781,1186.80383300781,0.22552390396595
2017,22580,"Forest City, NC",274.553436279297,274.553436279297,0.115987740457058
2017,22620,"Forrest City, AR",71.9978103637695,71.9978103637695,0.0825237110257149
2017,22660,"Fort Collins, CO",1480.13720703125,1480.13720703125,0.0767947807908058
2017,22700,"Fort Dodge, IA",412.927154541016,412.927154541016,0.181032180786133
2017,22780,"Fort Leonard Wood, MO",34.4101638793945,34.4101638793945,0.0208112578839064
2017,22800,"Fort Madison-Keokuk, IA-IL-MO",579.676086425781,579.676086425781,0.201885581016541
2017,22820,"Fort Morgan, CO",257.607696533203,257.607696533203,0.138909518718719
2017,22860,"Fort Polk South, LA",162.281463623047,162.281463623047,0.0911985635757446
