cbsa_code,age_017,age_1834,age_35plus,female,male,total,race
41700,392138,348800,567973,666037,642874,1308911,latino
41740,485379,607450,1232605,1149127,1176307,2325434,white non-hispanic
41740,37020,51256,76295,75769,88802,164571,black
41740,70228,106060,207866,204557,179597,384154,asian
41740,334144,327812,433502,552233,543225,1095458,latino
41760,7843,6044,25991,19956,19922,39878,white non-hispanic
41760,41,1,40,14,68,82,black
41760,83,53,165,214,87,301,asian
41760,420,208,582,612,598,1210,latino
41780,12039,11879,40943,33240,31621,64861,white non-hispanic
41780,1669,1499,3221,3255,3134,6389,black
41780,88,119,238,244,201,445,asian
41780,1122,884,1141,1493,1654,3147,latino
41820,10056,8572,24579,22107,21100,43207,white non-hispanic
41820,2905,2581,5922,6001,5407,11408,black
41820,175,79,367,425,196,621,asian
41820,4616,2998,3925,5525,6014,11539,latino
41860,417167,523847,1422157,1176225,1186946,2363171,white non-hispanic
41860,69626,85662,191493,180614,166167,346781,black
41860,202160,288651,681671,620606,551876,1172482,asian
41860,295883,287252,431294,499659,514770,1014429,latino
41900,14883,15534,43862,38713,35566,74279,white non-hispanic
41900,419,529,1838,1508,1278,2786,black
41900,10,0,0,10,0,10,asian
41900,26458,26952,76385,67689,62106,129795,latino
41940,187750,200105,529911,452310,465456,917766,white non-hispanic
41940,10749,13543,24464,23454,25302,48756,black
41940,139635,168119,365406,340861,332299,673160,asian
41940,166120,147907,218787,263180,269634,532814,latino
41980,318331,335854,869105,809601,713689,1523290,white non-hispanic
41980,47855,57846,152411,133886,124226,258112,black
41980,1004,1116,2995,3489,1626,5115,asian
41980,457080,491865,1221070,1144764,1025251,2170015,latino
42020,41634,62226,136724,120128,120456,240584,white non-hispanic
42020,663,2009,2721,1578,3815,5393,black
42020,1314,4375,4587,5405,4871,10276,asian
42020,18889,19484,23801,29553,32621,62174,latino
42100,38360,53354,119402,106763,104353,211116,white non-hispanic
42100,358,935,1131,969,1455,2424,black
42100,1067,5366,6114,6866,5681,12547,asian
42100,28487,28233,34376,45241,45855,91096,latino
42140,22140,21251,78879,63075,59195,122270,white non-hispanic
42140,169,342,607,346,772,1118,black
42140,282,528,1045,1009,846,1855,asian
42140,20087,17503,37924,37975,37539,75514,latino
42180,3112,2822,6605,7088,5451,12539,white non-hispanic
42180,1154,1278,3863,2696,3599,6295,black
42180,0,0,0,0,0,0,asian
42180,5478,5032,11884,11580,10814,22394,latino
42200,69895,89740,171192,166241,164586,330827,white non-hispanic
42200,1451,2646,4210,3740,4567,8307,black
42200,3251,10151,10525,12375,11552,23927,asian
42200,64726,60352,73478,97064,101492,198556,latino
42220,64757,75045,237599,194666,182735,377401,white non-hispanic
42220,1556,2121,4171,3625,4223,7848,black
42220,2892,4694,12019,11036,8569,19605,asian
42220,43899,37313,50806,64054,67964,132018,latino
42300,4356,6076,16625,12734,14323,27057,white non-hispanic
42300,124,967,1402,189,2304,2493,black
42300,110,83,179,162,210,372,asian
42300,199,239,234,307,365,672,latino
42340,45835,56337,122854,113537,111489,225026,white non-hispanic
42340,33177,36532,56711,67419,59001,126420,black
42340,1359,2825,4161,4358,3987,8345,asian
42340,7378,7380,7631,10458,11931,22389,latino
42380,12990,10672,36016,30163,29515,59678,white non-hispanic
42380,94,123,145,161,201,362,black
42380,68,92,205,256,109,365,asian
42380,325,192,364,456,425,881,latino
42420,8472,7208,19922,18336,17266,35602,white non-hispanic
42420,112,78,96,123,163,286,black
42420,64,37,130,130,101,231,asian
42420,3335,2148,3167,4292,4358,8650,latino
42460,9891,8785,28952,24197,23431,47628,white non-hispanic
42460,336,391,972,852,847,1699,black
42460,63,46,129,169,69,238,asian
42460,603,417,473,716,777,1493,latino
42540,93479,103266,309339,260281,245803,506084,white non-hispanic
42540,6176,6596,7203,8431,11544,19975,black
42540,2232,2665,4380,4943,4334,9277,asian
42540,18049,13888,14924,22969,23892,46861,latino
42620,16222,17314,38176,36856,34856,71712,white non-hispanic
42620,820,1061,1319,1580,1620,3200,black
42620,78,270,183,273,258,531,asian
42620,1309,1096,901,1535,1771,3306,latino
42660,507742,611661,1503289,1308512,1314180,2622692,white non-hispanic
42660,52734,57557,98264,98515,110040,208555,black
42660,91080,137181,251076,254875,224462,479337,asian
42660,131027,108856,124127,174750,189260,364010,latino
42680,19234,18082,89979,66599,60696,127295,white non-hispanic
42680,3912,3136,6399,6833,6614,13447,black
42680,321,373,1128,895,927,1822,asian
42680,5599,4365,7908,8797,9075,17872,latino
42700,11420,11662,58340,41893,39529,81422,white non-hispanic
42700,2598,1896,4976,4860,4610,9470,black
42700,370,225,957,903,649,1552,asian
42700,5667,4810,8416,8951,9942,18893,latino
42740,9184,8177,21021,19599,18783,38382,white non-hispanic
42740,232,354,617,577,626,1203,black
42740,34,45,157,134,102,236,asian
42740,1543,849,1234,1780,1846,3626,latino
42780,8382,8867,21948,19913,19284,39197,white non-hispanic
42780,68,233,60,79,282,361,black
42780,40,93,164,127,170,297,asian
42780,284,300,300,504,380,884,latino
42820,1960,1862,7675,5987,5510,11497,white non-hispanic
42820,8029,6550,14098,15634,13043,28677,black
42820,56,64,63,106,77,183,asian
42820,54,143,212,171,238,409,latino
42860,12812,12133,41849,33826,32968,66794,white non-hispanic
42860,1138,1297,3014,2623,2826,5449,black
42860,75,168,300,330,213,543,asian
42860,1521,1158,1226,1867,2038,3905,latino
42900,6531,6530,18872,15912,16021,31933,white non-hispanic
42900,123,772,822,173,1544,1717,black
42900,69,87,95,141,110,251,asian
42900,302,376,461,385,754,1139,latino
42940,18481,17600,54035,46080,44036,90116,white non-hispanic
42940,140,313,209,253,409,662,black
42940,187,167,380,444,290,734,asian
42940,2070,1480,1849,2485,2914,5399,latino
42980,9380,8177,22707,20307,19957,40264,white non-hispanic
42980,215,86,171,225,247,472,black
42980,178,157,477,364,448,812,asian
42980,1235,735,849,1233,1586,2819,latino
43020,7474,6092,23661,18542,18685,37227,white non-hispanic
43020,29,36,76,50,91,141,black
43020,50,45,74,90,79,169,asian
43020,637,313,399,627,722,1349,latino
43060,11563,11575,31330,28400,26068,54468,white non-hispanic
43060,676,738,869,1183,1100,2283,black
43060,122,111,285,295,223,518,asian
43060,1456,1009,1062,1778,1749,3527,latino
43100,21251,18891,62772,51506,51408,102914,white non-hispanic
43100,377,905,598,562,1318,1880,black
43100,2413,2044,1719,3132,3044,6176,asian
43100,2981,1872,2232,3364,3721,7085,latino
43140,14699,14325,43957,37658,35323,72981,white non-hispanic
43140,5267,4580,10350,10813,9384,20197,black
43140,193,189,557,425,514,939,asian
43140,1344,751,1121,1572,1644,3216,latino
43180,9408,8120,21897,20039,19386,39425,white non-hispanic
43180,593,819,1764,1659,1517,3176,black
43180,0,22,153,135,40,175,asian
43180,2411,1599,1518,2586,2942,5528,latino
43220,8721,8774,34370,25140,26725,51865,white non-hispanic
43220,170,436,343,559,390,949,black
43220,188,204,549,532,409,941,asian
43220,2362,1620,1712,2445,3249,5694,latino
43260,5907,5425,16943,14217,14058,28275,white non-hispanic
43260,118,98,83,82,217,299,black
43260,36,80,113,181,48,229,asian
43260,386,315,561,710,552,1262,latino
43300,24707,22065,63024,56049,53747,109796,white non-hispanic
43300,1757,1673,3625,3764,3291,7055,black
43300,458,518,701,860,817,1677,asian
43300,6350,4360,5289,7712,8287,15999,latino
43320,11578,8457,31613,25542,26106,51648,white non-hispanic
43320,133,349,407,273,616,889,black
43320,157,118,388,357,306,663,asian
43320,4097,3189,4768,5485,6569,12054,latino
43340,52504,54225,143404,126704,123429,250133,white non-hispanic
43340,48529,43893,80794,92998,80218,173216,black
43340,991,1401,2750,2822,2320,5142,asian
43340,5870,4958,5844,7838,8834,16672,latino
43380,11571,8865,25667,22975,23128,46103,white non-hispanic
43380,511,293,580,551,833,1384,black
43380,61,229,181,266,205,471,asian
43380,283,234,212,301,428,729,latino
43420,22320,22163,62299,52287,54495,106782,white non-hispanic
43420,901,1555,2330,2045,2741,4786,black
43420,175,631,1492,1443,855,2298,asian
43420,13847,11472,18956,22184,22091,44275,latino
43460,7424,6582,19186,16950,16242,33192,white non-hispanic
43460,1354,1135,1952,2393,2048,4441,black
43460,30,60,57,93,54,147,asian
43460,346,217,275,389,449,838,latino
43500,5542,4618,16356,13521,12995,26516,white non-hispanic
43500,110,76,91,85,192,277,black
43500,0,4,73,17,60,77,asian
43500,3909,3077,7204,7210,6980,14190,latino
43580,35544,30351,80537,74075,72357,146432,white non-hispanic
43580,1498,1591,1352,2173,2268,4441,black
43580,1057,860,1902,2090,1729,3819,asian
43580,10966,7270,8086,12764,13558,26322,latino
43620,53250,51894,117006,111488,110662,222150,white non-hispanic
43620,3673,2937,2872,4272,5210,9482,black
43620,1064,1325,1700,2049,2040,4089,asian
43620,4213,2830,2861,4661,5243,9904,latino
43660,4067,3342,7842,7147,8104,15251,white non-hispanic
43660,66,254,464,263,521,784,black
43660,0,30,8,4,34,38,asian
43660,2371,1815,2705,3068,3823,6891,latino
43700,13628,11638,36150,31450,29966,61416,white non-hispanic
43700,118,132,382,215,417,632,black
43700,78,232,154,290,174,464,asian
43700,662,431,448,665,876,1541,latino
43740,13427,12700,45971,35595,36503,72098,white non-hispanic
43740,54,946,1080,171,1909,2080,black
43740,46,111,135,191,101,292,asian
43740,227,346,504,320,757,1077,latino
43760,7607,8230,31344,23323,23858,47181,white non-hispanic
43760,46,451,478,97,878,975,black
43760,135,119,355,339,270,609,asian
43760,1656,1895,2834,2659,3726,6385,latino
43780,53781,57508,146680,131318,126651,257969,white non-hispanic
43780,11873,9335,16096,19465,17839,37304,black
43780,1176,2254,2806,3425,2811,6236,asian
43780,9818,6926,7555,11570,12729,24299,latino
43900,51419,48976,136186,120574,116007,236581,white non-hispanic
43900,17225,17867,34556,37389,32259,69648,black
43900,1770,1671,3271,3664,3048,6712,asian
43900,7565,5499,6627,9081,10610,19691,latino
43940,4069,5430,13830,11789,11540,23329,white non-hispanic
43940,71,138,30,99,140,239,black
43940,26,159,49,98,136,234,asian
43940,232,351,207,412,378,790,latino
43980,3469,2811,9453,8055,7678,15733,white non-hispanic
43980,7,26,44,5,72,77,black
43980,11,0,68,32,47,79,asian
43980,239,110,193,215,327,542,latino
44020,3102,2700,10733,8295,8240,16535,white non-hispanic
44020,15,54,22,15,76,91,black
44020,11,39,22,71,1,72,asian
44020,114,123,84,123,198,321,latino
44060,101703,110743,273153,245243,240356,485599,white non-hispanic
44060,2021,3073,3483,3629,4948,8577,black
44060,2321,3328,5853,6711,4791,11502,asian
44060,10017,9277,9100,13821,14573,28394,latino
44100,35119,34669,105078,90619,84247,174866,white non-hispanic
44100,8482,6728,10126,13384,11952,25336,black
44100,808,1180,1881,1992,1877,3869,asian
44100,1582,1344,1613,2249,2290,4539,latino
44140,97777,128334,292999,270553,248557,519110,white non-hispanic
44140,11484,13944,20289,23633,22084,45717,black
44140,3182,8317,7436,10243,8692,18935,asian
44140,41102,36623,43211,63052,57884,120936,latino
44180,91992,103866,224464,215200,205122,420322,white non-hispanic
44180,2974,3623,3995,4562,6030,10592,black
44180,1383,2400,2282,3515,2550,6065,asian
44180,5136,4799,4229,6924,7240,14164,latino
44220,24798,23344,69185,60615,56712,117327,white non-hispanic
44220,2637,2520,5904,5681,5380,11061,black
44220,185,215,458,523,335,858,asian
44220,1816,1158,1326,2053,2247,4300,latino
44260,3751,14387,10358,13507,14989,28496,white non-hispanic
44260,4455,6736,7137,9911,8417,18328,black
44260,249,822,378,652,797,1449,asian
44260,0,536,277,281,532,813,latino
44300,21553,51153,68280,68022,72964,140986,white non-hispanic
44300,522,3782,2093,2305,4092,6397,black
44300,1452,6075,2134,4539,5122,9661,asian
44300,642,2678,1239,2036,2523,4559,latino
44340,8464,18292,21659,24044,24371,48415,white non-hispanic
44340,4911,8723,7479,11195,9918,21113,black
44340,196,314,571,561,520,1081,asian
44340,937,1115,685,1218,1519,2737,latino
44420,20863,20740,65564,55121,52046,107167,white non-hispanic
44420,1891,2204,4565,3898,4762,8660,black
44420,136,279,430,474,371,845,asian
44420,1452,1253,1420,1859,2266,4125,latino
44460,4219,5339,13520,11035,12043,23078,white non-hispanic
44460,14,29,150,39,154,193,black
44460,47,119,96,159,103,262,asian
44460,542,515,625,901,781,1682,latino
44500,7514,12771,17301,19038,18548,37586,white non-hispanic
44500,153,480,57,408,282,690,black
44500,159,84,71,162,152,314,asian
44500,2900,2859,2680,3926,4513,8439,latino
44540,3938,4952,11207,9317,10780,20097,white non-hispanic
44540,2,177,75,18,236,254,black
44540,109,7,93,96,113,209,asian
44540,873,1147,1382,1431,1971,3402,latino
44580,11489,9633,31891,26907,26106,53013,white non-hispanic
44580,328,271,381,454,526,980,black
44580,50,81,195,195,131,326,asian
44580,2381,1623,2687,3258,3433,6691,latino
44620,12240,18326,35284,32784,33066,65850,white non-hispanic
44620,125,281,98,181,323,504,black
44620,634,637,599,922,948,1870,asian
44620,804,661,677,1050,1092,2142,latino
44660,12081,25377,27938,32174,33222,65396,white non-hispanic
44660,707,1693,827,1355,1872,3227,black
44660,355,2495,720,1638,1932,3570,asian
44660,1134,1723,842,1632,2067,3699,latino
44700,98865,90435,215506,202014,202792,404806,white non-hispanic
44700,13250,12502,24681,25846,24587,50433,black
44700,27564,27391,54404,57197,52162,109359,asian
44700,105063,79583,110960,145388,150218,295606,latino
44740,3525,3650,8724,7951,7948,15899,white non-hispanic
44740,170,219,154,291,252,543,black
44740,640,602,607,856,993,1849,asian
44740,1974,1398,1726,2398,2700,5098,latino
44780,13047,10716,31575,27926,27412,55338,white non-hispanic
44780,464,479,595,714,824,1538,black
44780,61,87,186,152,182,334,asian
44780,2085,1129,1350,2152,2412,4564,latino
44860,7158,5801,17213,15467,14705,30172,white non-hispanic
44860,562,469,1391,1327,1095,2422,black
44860,91,43,120,150,104,254,asian
44860,2303,1522,2034,2762,3097,5859,latino
44900,4953,4193,12492,10874,10764,21638,white non-hispanic
44900,404,847,1315,884,1682,2566,black
44900,27,31,52,70,40,110,asian
44900,506,283,390,459,720,1179,latino
44920,9604,7382,20739,18199,19526,37725,white non-hispanic
44920,18,184,63,168,97,265,black
44920,177,48,429,309,345,654,asian
44920,1809,1222,1491,2065,2457,4522,latino
44940,11374,12138,28311,25917,25906,51823,white non-hispanic
44940,13114,12303,25063,27210,23270,50480,black
44940,144,367,766,794,483,1277,asian
44940,1527,1334,1230,1988,2103,4091,latino
44980,17048,16653,54833,44681,43853,88534,white non-hispanic
44980,521,1011,997,558,1971,2529,black
44980,26,37,260,175,148,323,asian
44980,1117,878,945,1360,1580,2940,latino
45000,4363,7289,13963,9488,16127,25615,white non-hispanic
45000,20,1652,1076,230,2518,2748,black
45000,19,250,194,98,365,463,asian
45000,876,3340,1613,658,5171,5829,latino
45020,3304,2639,7177,6457,6663,13120,white non-hispanic
45020,125,185,444,360,394,754,black
45020,9,0,33,30,12,42,asian
45020,1809,1297,2350,2664,2792,5456,latino
45060,107899,124554,323651,284681,271423,556104,white non-hispanic
45060,16650,16405,22100,28657,26498,55155,black
45060,4905,7260,7376,10174,9367,19541,asian
45060,9294,8756,8235,13256,13029,26285,latino
45140,4070,6109,14685,12731,12133,24864,white non-hispanic
45140,116,369,187,264,408,672,black
45140,55,114,167,151,185,336,asian
45140,1461,970,891,1506,1816,3322,latino
45180,11544,10969,36632,30286,28859,59145,white non-hispanic
45180,6738,7455,15451,15535,14109,29644,black
45180,79,83,307,187,282,469,asian
45180,578,501,728,757,1050,1807,latino
45220,38262,71749,121122,117089,114044,231133,white non-hispanic
45220,28645,44194,51616,66464,57991,124455,black
45220,2039,3658,4284,5006,4975,9981,asian
45220,5664,10036,8140,11780,12060,23840,latino
45300,420012,457742,1457878,1201020,1134612,2335632,white non-hispanic
45300,97020,95340,165306,189397,168269,357666,black
45300,20481,23632,55104,54098,45119,99217,asian
45300,156833,143635,249009,277703,271774,549477,latino
45340,4961,4435,17499,13682,13213,26895,white non-hispanic
45340,6,0,156,41,121,162,black
45340,0,5,96,101,0,101,asian
45340,4417,3654,10553,9295,9329,18624,latino
45380,6715,6291,19406,16091,16321,32412,white non-hispanic
45380,89,219,251,111,448,559,black
45380,48,9,157,142,72,214,asian
45380,154,77,292,212,311,523,latino
45460,32279,37107,85303,77586,77103,154689,white non-hispanic
45460,1175,2927,3520,2882,4740,7622,black
45460,434,804,1056,1248,1046,2294,asian
45460,1030,1305,1322,1607,2050,3657,latino
45500,22557,21261,61166,52778,52206,104984,white non-hispanic
45500,9986,8816,17359,18237,17924,36161,black
45500,228,40,838,768,338,1106,asian
45500,2802,2588,3292,3320,5362,8682,latino
45520,4837,4226,13385,11272,11176,22448,white non-hispanic
45520,72,32,46,50,100,150,black
45520,44,88,94,157,69,226,asian
45520,1757,1193,1513,2062,2401,4463,latino
45540,6419,6966,90165,53117,50433,103550,white non-hispanic
45540,1068,2541,5211,2767,6053,8820,black
45540,69,148,675,504,388,892,asian
45540,1340,1657,3611,2423,4185,6608,latino
45580,3816,3547,10937,9471,8829,18300,white non-hispanic
45580,1989,1496,3985,3912,3558,7470,black
45580,43,34,52,61,68,129,asian
45580,211,283,110,299,305,604,latino
45620,5962,4929,16067,14028,12930,26958,white non-hispanic
45620,4347,3545,8204,8782,7314,16096,black
45620,22,316,37,207,168,375,asian
45620,629,388,553,817,753,1570,latino
45660,11364,11060,29686,26247,25863,52110,white non-hispanic
45660,279,678,516,621,852,1473,black
45660,49,132,126,190,117,307,asian
45660,994,769,956,1279,1440,2719,latino
45700,5678,5909,14195,13170,12612,25782,white non-hispanic
45700,3380,3313,5239,6313,5619,11932,black
45700,78,125,284,220,267,487,asian
45700,1901,1245,1472,2272,2346,4618,latino
45740,4433,4428,12667,11470,10058,21528,white non-hispanic
45740,854,678,1474,1662,1344,3006,black
45740,53,54,0,35,72,107,asian
45740,339,209,261,385,424,809,latino
45780,96103,110663,266300,241925,231141,473066,white non-hispanic
45780,23445,23642,39083,45497,40673,86170,black
45780,2216,3378,4488,5224,4858,10082,asian
45780,14937,11651,13465,20095,19958,40053,latino
45820,44623,39089,115734,102177,97269,199446,white non-hispanic
45820,3790,3568,7074,7449,6983,14432,black
45820,451,689,1225,1382,983,2365,asian
45820,9241,5870,7979,11524,11566,23090,latino
45860,31371,28954,111282,86884,84723,171607,white non-hispanic
45860,832,1012,1716,1669,1891,3560,black
45860,947,779,1820,1806,1740,3546,asian
45860,3513,2768,4229,5107,5403,10510,latino
45900,27150,25823,86907,70980,68900,139880,white non-hispanic
45900,249,407,691,386,961,1347,black
45900,227,185,478,501,389,890,asian
45900,1595,1117,1413,2030,2095,4125,latino
45940,45230,54826,136770,119841,116985,236826,white non-hispanic
45940,19110,19543,37906,40552,36007,76559,black
45940,9280,9734,20998,20452,19560,40012,asian
45940,19504,18232,25421,29687,33470,63157,latino
45980,3111,6348,9536,9650,9345,18995,white non-hispanic
45980,2825,4633,5190,6801,5847,12648,black
45980,200,335,196,370,361,731,asian
45980,72,137,73,76,206,282,latino
46020,15243,14268,61505,46262,44754,91016,white non-hispanic
46020,107,224,251,171,411,582,black
46020,125,234,764,686,437,1123,asian
46020,2878,2267,3964,4372,4737,9109,latino
46060,150939,176115,447445,396467,378032,774499,white non-hispanic
46060,8373,10261,16238,15839,19033,34872,black
46060,4185,9905,13879,14701,13268,27969,asian
46060,114743,105164,148705,188192,180420,368612,latino
46100,19854,18629,53928,47458,44953,92411,white non-hispanic
46100,587,788,1956,1711,1620,3331,black
46100,250,201,441,591,301,892,asian
46100,1497,982,1053,1697,1835,3532,latino
46140,151511,147484,399601,355476,343120,698596,white non-hispanic
46140,22187,20078,35464,40045,37684,77729,black
46140,5785,6687,9821,11542,10751,22293,asian
46140,37163,25735,29149,44198,47849,92047,latino
46180,24235,21142,58423,53244,50556,103800,white non-hispanic
46180,9262,8142,13638,16327,14715,31042,black
46180,265,292,411,492,476,968,asian
46180,1851,1069,1534,2060,2394,4454,latino
46220,27144,46120,76250,75686,73828,149514,white non-hispanic
46220,20575,24110,36271,43923,37033,80956,black
46220,681,1356,1137,1635,1539,3174,asian
46220,2747,2841,2562,4063,4087,8150,latino
46300,27394,21870,48830,49363,48731,98094,white non-hispanic
46300,267,149,140,301,255,556,black
46300,588,336,668,896,696,1592,asian
46300,8360,5943,6504,10014,10793,20807,latino
46340,40961,38501,91455,88075,82842,170917,white non-hispanic
46340,9795,10913,18430,20966,18172,39138,black
46340,937,739,1840,1883,1633,3516,asian
46340,16476,11918,13734,20662,21466,42128,latino
46380,14271,12955,45152,36482,35896,72378,white non-hispanic
46380,58,247,315,189,431,620,black
46380,203,379,927,928,581,1509,asian
46380,7961,5645,7796,10145,11257,21402,latino
46460,6119,5619,18846,15787,14797,30584,white non-hispanic
46460,1196,1081,2420,2431,2266,4697,black
46460,24,31,58,77,36,113,asian
46460,520,318,420,740,518,1258,latino
46500,8282,7082,21485,18605,18244,36849,white non-hispanic
46500,42,163,408,252,361,613,black
46500,16,69,106,104,87,191,asian
46500,226,167,193,283,303,586,latino
46520,35146,68469,105607,91287,117935,209222,white non-hispanic
46520,4618,9960,8670,8896,14352,23248,black
46520,60054,78698,285806,228301,196257,424558,asian
46520,35387,30980,28703,45702,49368,95070,latino
46540,50411,52967,155880,131735,127523,259258,white non-hispanic
46540,4437,5072,5913,6513,8909,15422,black
46540,3270,2767,3616,5100,4553,9653,asian
46540,5015,4175,4633,6420,7403,13823,latino
46620,6490,5541,12001,12055,11977,24032,white non-hispanic
46620,22,6,34,27,35,62,black
46620,103,102,77,226,56,282,asian
46620,6007,4884,8267,9727,9431,19158,latino
46660,18473,24981,42758,43328,42884,86212,white non-hispanic
46660,13236,15843,20234,25897,23416,49313,black
46660,463,836,1001,1212,1088,2300,asian
46660,3075,2779,2836,4205,4485,8690,latino
46700,46282,51681,131388,115466,113885,229351,white non-hispanic
46700,13624,14815,33313,30871,30881,61752,black
46700,12097,14455,39880,36110,30322,66432,asian
46700,37177,31530,43391,54743,57355,112098,latino
46740,3733,3597,12222,10069,9483,19552,white non-hispanic
46740,3136,3061,7138,7155,6180,13335,black
46740,26,112,201,112,227,339,asian
46740,375,175,180,251,479,730,latino
46780,6225,5168,15861,13991,13263,27254,white non-hispanic
46780,106,92,141,126,213,339,black
46780,9,14,68,55,36,91,asian
46780,325,161,370,441,415,856,latino
46820,2001,5640,4832,6281,6192,12473,white non-hispanic
46820,0,191,30,68,153,221,black
46820,20,191,131,117,225,342,asian
46820,74,266,41,162,219,381,latino
46860,10592,7729,13782,15770,16333,32103,white non-hispanic
46860,97,70,22,52,137,189,black
46860,33,67,82,104,78,182,asian
46860,1289,823,886,1392,1606,2998,latino
46900,2335,2267,5931,5376,5157,10533,white non-hispanic
46900,223,283,586,566,526,1092,black
46900,41,68,10,50,69,119,asian
46900,1225,1041,1444,1824,1886,3710,latino
46980,4619,4253,15034,12209,11697,23906,white non-hispanic
46980,8762,8284,14719,17005,14760,31765,black
46980,0,47,221,157,111,268,asian
46980,95,72,148,152,163,315,latino
47020,21641,19536,44483,43416,42244,85660,white non-hispanic
47020,1516,1497,3090,3243,2860,6103,black
47020,196,161,651,550,458,1008,asian
47020,14320,11655,18839,22531,22283,44814,latino
47080,5068,4548,13490,11961,11145,23106,white non-hispanic
47080,2658,2458,4161,5102,4175,9277,black
47080,75,95,105,148,127,275,asian
47080,1486,1021,1220,1744,1983,3727,latino
47180,7500,8518,19539,17570,17987,35557,white non-hispanic
47180,194,646,348,413,775,1188,black
47180,49,112,148,162,147,309,asian
47180,257,218,210,268,417,685,latino
47220,22820,21451,58357,51989,50639,102628,white non-hispanic
47220,6663,8423,14646,13575,16157,29732,black
47220,512,601,968,987,1094,2081,asian
47220,15901,12695,17370,21823,24143,45966,latino
47240,2570,2596,10058,7735,7489,15224,white non-hispanic
47240,170,130,372,459,213,672,black
47240,21,7,25,47,6,53,asian
47240,72,124,84,91,189,280,latino
47260,200044,261952,560953,506799,516150,1022949,white non-hispanic
47260,129790,146001,249872,278670,246993,525663,black
47260,11480,17195,36356,35654,29377,65031,asian
47260,34795,39830,35680,52451,57854,110305,latino
47300,112175,87668,162068,181044,180867,361911,white non-hispanic
47300,2029,1868,3280,3455,3722,7177,black
47300,4241,4094,7746,8314,7767,16081,asian
47300,108575,79485,103807,143503,148364,291867,latino
47340,6400,6184,17909,15646,14847,30493,white non-hispanic
47340,96,118,65,108,171,279,black
47340,21,15,30,37,29,66,asian
47340,290,300,217,340,467,807,latino
47380,46799,54482,100784,102723,99342,202065,white non-hispanic
47380,10642,11236,17881,21653,18106,39759,black
47380,772,1615,1473,1974,1886,3860,asian
47380,23981,19857,23111,33084,33865,66949,latino
47420,4397,4752,12082,10279,10952,21231,white non-hispanic
47420,8,59,44,32,79,111,black
47420,14,15,36,47,18,65,asian
47420,225,127,139,227,264,491,latino
47460,11108,12792,30583,26956,27527,54483,white non-hispanic
47460,71,333,523,191,736,927,black
47460,147,357,523,587,440,1027,asian
47460,4778,3825,4325,6225,6703,12928,latino
47540,10642,8418,25345,22362,22043,44405,white non-hispanic
47540,36,71,56,65,98,163,black
47540,74,55,147,99,177,276,asian
47540,303,189,220,321,391,712,latino
47580,25373,24315,63479,57101,56066,113167,white non-hispanic
47580,15966,17548,27403,33192,27725,60917,black
47580,1147,1155,2553,2673,2182,4855,asian
47580,4390,3541,4399,5864,6466,12330,latino
47620,7649,6839,25000,19708,19780,39488,white non-hispanic
47620,34,73,78,109,76,185,black
47620,58,47,104,110,99,209,asian
47620,144,86,178,187,221,408,latino
47660,10194,16175,21695,23346,24718,48064,white non-hispanic
47660,425,1344,676,1130,1315,2445,black
47660,81,419,304,362,442,804,asian
47660,687,1021,495,900,1303,2203,latino
47700,17456,16053,40433,37440,36502,73942,white non-hispanic
47700,228,154,255,236,401,637,black
47700,102,407,310,383,436,819,asian
47700,2519,1580,2102,2918,3283,6201,latino
47780,8835,6569,15811,15631,15584,31215,white non-hispanic
47780,204,251,148,282,321,603,black
47780,0,0,68,54,14,68,asian
47780,773,383,406,585,977,1562,latino
47820,6023,5419,22242,17354,16330,33684,white non-hispanic
47820,3217,2504,6805,6934,5592,12526,black
47820,42,0,38,34,46,80,asian
47820,1483,901,1191,1758,1817,3575,latino
47900,701036,780178,1841411,1672707,1649918,3322625,white non-hispanic
47900,359242,376622,812010,824033,723841,1547874,black
47900,126093,146454,333144,321629,284062,605691,asian
47900,292673,256737,380751,451335,478826,930161,latino
47920,6217,5293,15431,13747,13194,26941,white non-hispanic
47920,72,78,417,274,293,567,black
47920,94,31,113,158,80,238,asian
47920,222,159,185,263,303,566,latino
47940,29341,39744,79454,75796,72743,148539,white non-hispanic
47940,3832,3427,4870,6433,5696,12129,black
47940,882,1013,1146,1420,1621,3041,asian
47940,2479,1760,1865,3075,3029,6104,latino
47980,6273,5565,14650,13169,13319,26488,white non-hispanic
47980,0,71,70,32,109,141,black
47980,43,29,108,143,37,180,asian
47980,266,155,167,201,387,588,latino
48020,16893,16766,46080,40027,39712,79739,white non-hispanic
48020,161,372,202,301,434,735,black
48020,136,169,265,361,209,570,asian
48020,2376,1525,1990,2829,3062,5891,latino
48060,23456,28104,48841,48578,51823,100401,white non-hispanic
48060,1375,3485,1893,2276,4477,6753,black
48060,516,273,1003,1007,785,1792,asian
48060,2813,3924,1728,3452,5013,8465,latino
48100,5396,5072,11707,10527,11648,22175,white non-hispanic
48100,672,372,1162,817,1389,2206,black
48100,46,0,118,76,88,164,asian
48100,4273,3376,4152,5296,6505,11801,latino
48140,26484,23483,73451,61588,61830,123418,white non-hispanic
48140,404,235,297,383,553,936,black
48140,3073,2519,2106,3773,3925,7698,asian
48140,1547,1080,997,1748,1876,3624,latino
48180,8954,7751,23223,20182,19746,39928,white non-hispanic
48180,3260,3116,5930,6057,6249,12306,black
48180,122,0,312,216,218,434,asian
