cbsa_code,age_017,age_1834,age_35plus,female,male,total,race
22580,38,72,196,200,106,306,asian
22580,1095,677,967,1270,1469,2739,latino
22620,1860,2085,7071,4914,6102,11016,white non-hispanic
22620,3820,3866,7140,6916,7910,14826,black
22620,59,48,33,28,112,140,asian
22620,113,217,374,132,572,704,latino
22660,58319,85158,158531,151435,150573,302008,white non-hispanic
22660,498,1481,1074,1195,1858,3053,black
22660,1241,2529,3027,3704,3093,6797,asian
22660,12411,11984,12598,18101,18892,36993,latino
22700,7034,7612,19313,16735,17224,33959,white non-hispanic
22700,547,585,595,680,1047,1727,black
22700,147,103,237,230,257,487,asian
22700,650,486,531,738,929,1667,latino
22780,8417,15636,15789,17212,22630,39842,white non-hispanic
22780,1366,3221,2033,2930,3690,6620,black
22780,59,684,641,732,652,1384,asian
22780,1552,3013,1205,2302,3468,5770,latino
22800,12107,10197,34713,28618,28399,57017,white non-hispanic
22800,210,219,582,319,692,1011,black
22800,74,55,168,112,185,297,asian
22800,540,319,667,676,850,1526,latino
22820,6131,5240,13230,12463,12138,24601,white non-hispanic
22820,235,234,398,363,504,867,black
22820,21,46,85,84,68,152,asian
22820,3663,2687,3705,4867,5188,10055,latino
22840,13777,11901,35737,31331,30084,61415,white non-hispanic
22840,225,214,601,612,428,1040,black
22840,5,147,56,90,118,208,asian
22840,4586,2739,2853,4798,5380,10178,latino
22860,9832,12179,17527,18572,20966,39538,white non-hispanic
22860,2023,2755,2825,3588,4015,7603,black
22860,165,314,483,543,419,962,asian
22860,1502,2175,1180,2103,2754,4857,latino
22900,48257,45135,125853,111914,107331,219245,white non-hispanic
22900,3333,2746,5300,5683,5696,11379,black
22900,1537,1855,3742,3796,3338,7134,asian
22900,10848,7393,8798,13003,14036,27039,latino
23060,82853,76043,192639,179287,172248,351535,white non-hispanic
23060,13050,10884,18531,22268,20197,42465,black
23060,4095,3669,5459,6815,6408,13223,asian
23060,11335,7369,9249,13793,14160,27953,latino
23140,7979,5925,16907,15661,15150,30811,white non-hispanic
23140,96,93,107,107,189,296,black
23140,8,33,49,63,27,90,asian
23140,2208,1258,1466,2312,2620,4932,latino
23180,13136,11709,37493,32387,29951,62338,white non-hispanic
23180,849,2299,2356,2795,2709,5504,black
23180,349,348,377,470,604,1074,asian
23180,748,548,591,894,993,1887,latino
23240,4607,3249,16175,12301,11730,24031,white non-hispanic
23240,0,15,19,1,33,34,black
23240,0,1,30,5,26,31,asian
23240,2013,1335,2501,2785,3064,5849,latino
23300,7623,6708,25030,20212,19149,39361,white non-hispanic
23300,1306,1047,2018,2202,2169,4371,black
23300,108,84,162,239,115,354,asian
23300,707,368,592,811,856,1667,latino
23340,7837,6851,19755,17647,16796,34443,white non-hispanic
23340,93,220,52,222,143,365,black
23340,71,13,141,157,68,225,asian
23340,1868,1113,1319,1942,2358,4300,latino
23380,11374,10095,32055,27042,26482,53524,white non-hispanic
23380,390,517,788,791,904,1695,black
23380,41,48,102,143,48,191,asian
23380,2120,1317,2340,2869,2908,5777,latino
23420,166875,147103,303344,312790,304532,617322,white non-hispanic
23420,14020,13337,20358,23228,24487,47715,black
23420,27199,29383,41384,50030,47936,97966,asian
23420,178090,142084,189268,251383,258059,509442,latino
23460,17254,16054,50128,42826,40610,83436,white non-hispanic
23460,4076,3968,7995,8608,7431,16039,black
23460,110,100,496,399,307,706,asian
23460,1617,1024,1153,1754,2040,3794,latino
23500,9225,8779,24365,21469,20900,42369,white non-hispanic
23500,2931,2978,5343,6262,4990,11252,black
23500,91,81,184,262,94,356,asian
23500,936,640,747,960,1363,2323,latino
23540,29709,70920,95856,100626,95859,196485,white non-hispanic
23540,13813,18109,21488,28342,25068,53410,black
23540,2421,7050,5811,7541,7741,15282,asian
23540,4976,12270,7760,12781,12225,25006,latino
23580,40879,34528,86807,81715,80499,162214,white non-hispanic
23580,3677,3863,6881,7413,7008,14421,black
23580,692,701,1935,1770,1558,3328,asian
23580,21138,14738,17768,25440,28204,53644,latino
23620,8274,7333,20220,18018,17809,35827,white non-hispanic
23620,254,220,508,525,457,982,black
23620,27,143,167,217,120,337,asian
23620,2743,1829,2202,3216,3558,6774,latino
23660,8062,8730,27484,22648,21628,44276,white non-hispanic
23660,1150,1771,1648,1560,3009,4569,black
23660,136,213,189,223,315,538,asian
23660,886,847,1110,1125,1718,2843,latino
23700,2718,2269,6854,6032,5809,11841,white non-hispanic
23700,128,75,194,180,217,397,black
23700,126,196,391,396,317,713,asian
23700,3889,2226,4182,5001,5296,10297,latino
23780,9096,7324,15409,16053,15776,31829,white non-hispanic
23780,151,375,315,183,658,841,black
23780,457,381,635,755,718,1473,asian
23780,7608,5091,6678,9404,9973,19377,latino
23820,6783,6402,28850,20863,21172,42035,white non-hispanic
23820,21,45,222,137,151,288,black
23820,122,192,394,491,217,708,asian
23820,1874,1396,2576,2709,3137,5846,latino
23860,6217,5266,27650,20337,18796,39133,white non-hispanic
23860,4543,4090,10571,10292,8912,19204,black
23860,61,24,145,140,90,230,asian
23860,715,552,571,837,1001,1838,latino
23900,17916,18482,57451,47840,46009,93849,white non-hispanic
23900,363,352,754,648,821,1469,black
23900,168,162,397,379,348,727,asian
23900,2791,1861,2239,3157,3734,6891,latino
23940,12628,11289,21610,21844,23683,45527,white non-hispanic
23940,50,49,44,70,73,143,black
23940,0,75,154,107,122,229,asian
23940,1683,1193,1176,1790,2262,4052,latino
23980,11581,9735,28723,25728,24311,50039,white non-hispanic
23980,406,346,1013,870,895,1765,black
23980,80,64,112,149,107,256,asian
23980,568,424,475,586,881,1467,latino
24020,22877,22714,74837,60793,59635,120428,white non-hispanic
24020,333,1272,1244,453,2396,2849,black
24020,242,257,488,615,372,987,asian
24020,885,1012,1255,1244,1908,3152,latino
24060,14740,14247,38142,32389,34740,67129,white non-hispanic
24060,136,232,139,75,432,507,black
24060,165,247,301,534,179,713,asian
24060,6704,5055,6259,8643,9375,18018,latino
24100,10256,9785,31069,25907,25203,51110,white non-hispanic
24100,260,280,458,349,649,998,black
24100,76,111,201,201,187,388,asian
24100,548,411,569,685,843,1528,latino
24140,16420,17464,42037,37899,38022,75921,white non-hispanic
24140,8517,8984,20386,20005,17882,37887,black
24140,216,388,875,852,627,1479,asian
24140,5738,4005,4266,6652,7357,14009,latino
24220,18272,28617,43947,44517,46319,90836,white non-hispanic
24220,829,1387,754,931,2039,2970,black
24220,368,842,842,1002,1050,2052,asian
24220,1791,1761,1200,2233,2519,4752,latino
24260,19393,15116,42537,38663,38383,77046,white non-hispanic
24260,555,512,428,668,827,1495,black
24260,198,132,455,373,412,785,asian
24260,6852,4681,5624,7977,9180,17157,latino
24300,30553,31805,77555,70755,69158,139913,white non-hispanic
24300,210,459,427,464,632,1096,black
24300,164,234,669,671,396,1067,asian
24300,7304,6088,7785,10417,10760,21177,latino
24330,8369,6853,26843,20818,21247,42065,white non-hispanic
24330,86,68,38,75,117,192,black
24330,55,40,94,95,94,189,asian
24330,255,90,253,270,328,598,latino
24340,199232,209872,471093,446066,434131,880197,white non-hispanic
24340,20295,19111,27900,33894,33412,67306,black
24340,6448,7935,12001,13937,12447,26384,asian
24340,38221,26353,31041,46671,48944,95615,latino
24380,2393,2721,7216,6023,6307,12330,white non-hispanic
24380,69,123,131,127,196,323,black
24380,0,15,115,123,7,130,asian
24380,2518,2640,5111,4658,5611,10269,latino
24420,14382,12551,50947,39940,37940,77880,white non-hispanic
24420,29,103,202,77,257,334,black
24420,43,122,382,413,134,547,asian
24420,2026,1459,2546,2871,3160,6031,latino
24460,5918,5096,14077,12668,12423,25091,white non-hispanic
24460,57,123,193,165,208,373,black
24460,0,9,39,38,10,48,asian
24460,1673,1053,1189,1791,2124,3915,latino
24500,15261,16570,40544,35799,36576,72375,white non-hispanic
24500,246,592,259,384,713,1097,black
24500,88,229,417,418,316,734,asian
24500,1234,1307,920,1602,1859,3461,latino
24540,65532,60475,127735,126467,127275,253742,white non-hispanic
24540,937,1312,950,1188,2011,3199,black
24540,1053,1110,1717,2022,1858,3880,asian
24540,29969,22827,30124,40450,42470,82920,latino
24580,58641,57649,159416,138791,136915,275706,white non-hispanic
24580,1823,2041,2262,2479,3647,6126,black
24580,2745,2750,2721,4202,4014,8216,asian
24580,9842,5978,6851,10853,11818,22671,latino
24620,12417,11944,40513,33052,31822,64874,white non-hispanic
24620,443,367,825,823,812,1635,black
24620,34,66,152,143,109,252,asian
24620,748,509,599,939,917,1856,latino
24640,11287,12350,42719,34063,32293,66356,white non-hispanic
24640,341,303,379,455,568,1023,black
24640,232,376,525,585,548,1133,asian
24640,947,790,932,1163,1506,2669,latino
24660,94434,95901,290424,247576,233183,480759,white non-hispanic
24660,49573,55674,95208,108339,92116,200455,black
24660,7381,7449,12040,13811,13059,26870,asian
24660,24619,16011,20608,29565,31673,61238,latino
24700,6265,5070,14101,12788,12648,25436,white non-hispanic
24700,46,59,72,64,113,177,black
24700,43,184,192,203,216,419,asian
24700,210,98,189,208,289,497,latino
24740,2327,2212,7903,6332,6110,12442,white non-hispanic
24740,10046,8152,16294,18689,15803,34492,black
24740,44,31,236,120,191,311,asian
24740,282,111,304,270,427,697,latino
24780,17337,34721,49789,52442,49405,101847,white non-hispanic
24780,16106,17430,27569,33641,27464,61105,black
24780,583,1030,1443,1530,1526,3056,asian
24780,4094,3078,3499,5125,5546,10671,latino
24820,12092,9061,29455,25697,24911,50608,white non-hispanic
24820,176,82,149,183,224,407,black
24820,54,30,96,96,84,180,asian
24820,315,137,310,359,403,762,latino
24860,143306,150743,384231,347069,331211,678280,white non-hispanic
24860,37020,37053,71336,77189,68220,145409,black
24860,3506,4412,7239,8155,7002,15157,asian
24860,20689,15741,20987,27250,30167,57417,latino
24900,2745,2462,8780,7142,6845,13987,white non-hispanic
24900,7407,6747,11323,13588,11889,25477,black
24900,114,0,171,95,190,285,asian
24900,333,270,220,470,353,823,latino
24940,12703,12311,37011,32336,29689,62025,white non-hispanic
24940,6985,7039,14950,15685,13289,28974,black
24940,140,155,424,387,332,719,asian
24940,1883,1134,1399,2281,2135,4416,latino
24980,2556,2073,7213,6242,5600,11842,white non-hispanic
24980,2355,2197,4698,4860,4390,9250,black
24980,0,0,0,0,0,0,asian
24980,32,33,27,43,49,92,latino
25020,11574,11545,26481,25207,24393,49600,white non-hispanic
25020,3639,4105,11822,10041,9525,19566,black
25020,0,31,64,92,3,95,asian
25020,17202,18126,43009,40218,38119,78337,latino
25060,60278,60277,158687,140397,138845,279242,white non-hispanic
25060,24243,21269,38350,44308,39554,83862,black
25060,1833,2373,4934,4884,4256,9140,asian
25060,6839,6167,7794,9712,11088,20800,latino
25100,3060,2982,7090,6377,6755,13132,white non-hispanic
25100,97,482,285,131,733,864,black
25100,170,135,332,252,385,637,asian
25100,3502,2733,3414,4466,5183,9649,latino
25180,47488,44456,129470,112424,108990,221414,white non-hispanic
25180,5412,7214,11421,9616,14431,24047,black
25180,1074,814,1970,2254,1604,3858,asian
25180,4174,2932,4078,5317,5867,11184,latino
25200,6327,4453,15228,12827,13181,26008,white non-hispanic
25200,0,58,6,6,58,64,black
25200,37,44,175,162,94,256,asian
25200,2434,1613,2147,2988,3206,6194,latino
25220,18494,20978,47083,43784,42771,86555,white non-hispanic
25220,11625,10714,15656,20377,17618,37995,black
25220,236,308,417,589,372,961,asian
25220,1747,1617,1910,2210,3064,5274,latino
25260,27549,26281,45287,46893,52224,99117,white non-hispanic
25260,1721,3069,4807,2876,6721,9597,black
25260,1130,1459,3105,2994,2700,5694,asian
25260,27260,23771,29684,36796,43919,80715,latino
25300,7907,7177,20966,18415,17635,36050,white non-hispanic
25300,452,453,749,874,780,1654,black
25300,74,37,143,125,129,254,asian
25300,193,211,188,310,282,592,latino
25420,88130,95700,274052,234159,223723,457882,white non-hispanic
25420,17527,16073,27105,30383,30322,60705,black
25420,4921,6007,9658,10652,9934,20586,asian
25420,12160,9604,11058,16100,16722,32822,latino
25460,9526,8034,25828,21933,21455,43388,white non-hispanic
25460,4,91,49,100,44,144,black
25460,126,11,94,203,28,231,asian
25460,355,223,396,539,435,974,latino
25500,22260,36114,58634,60870,56138,117008,white non-hispanic
25500,1192,2306,2225,2686,3037,5723,black
25500,459,1241,1024,1373,1351,2724,asian
25500,5143,4661,5217,7359,7662,15021,latino
25540,170532,193180,560623,475305,449030,924335,white non-hispanic
25540,33106,36209,65735,68830,66220,135050,black
25540,12987,18133,26000,29026,28094,57120,asian
25540,54624,50066,67759,87446,85003,172449,latino
25580,6702,6777,15966,14730,14715,29445,white non-hispanic
25580,99,89,39,76,151,227,black
25580,130,155,157,184,258,442,asian
25580,1248,813,911,1314,1658,2972,latino
25620,21883,25198,53606,51603,49084,100687,white non-hispanic
25620,12003,13425,16958,23239,19147,42386,black
25620,236,742,535,834,679,1513,asian
25620,1514,1321,1188,1959,2064,4023,latino
25700,5833,8433,13088,13679,13675,27354,white non-hispanic
25700,95,133,41,94,175,269,black
25700,0,359,45,270,134,404,asian
25700,639,731,239,695,914,1609,latino
25720,8999,5542,13481,13826,14196,28022,white non-hispanic
25720,6,20,0,0,26,26,black
25720,100,146,136,267,115,382,asian
25720,1717,884,1359,1924,2036,3960,latino
25740,15264,14311,43628,36866,36337,73203,white non-hispanic
25740,36,41,149,61,165,226,black
25740,79,207,178,261,203,464,asian
25740,828,667,815,1142,1168,2310,latino
25760,1391,1246,4436,3529,3544,7073,white non-hispanic
25760,3710,2612,5928,6670,5580,12250,black
25760,0,0,10,5,5,10,asian
25760,127,157,54,160,178,338,latino
25780,3839,3425,12286,10055,9495,19550,white non-hispanic
25780,5526,5111,11573,12230,9980,22210,black
25780,75,0,163,158,80,238,asian
25780,1468,878,903,1404,1845,3249,latino
25820,5300,3588,7656,8140,8404,16544,white non-hispanic
25820,48,68,105,60,161,221,black
25820,40,0,54,34,60,94,asian
25820,4987,3436,5151,6731,6843,13574,latino
25840,18761,16066,40299,36379,38747,75126,white non-hispanic
25840,74,236,320,129,501,630,black
25840,77,139,456,409,263,672,asian
25840,9222,6730,7899,11042,12809,23851,latino
25860,58042,54997,190922,155315,148646,303961,white non-hispanic
25860,5130,5806,13214,11759,12391,24150,black
25860,3405,3394,3798,5235,5362,10597,asian
25860,10409,6626,8626,12150,13511,25661,latino
25880,9705,8917,25890,22353,22159,44512,white non-hispanic
25880,124,80,142,80,266,346,black
25880,28,83,59,112,58,170,asian
25880,412,277,319,492,516,1008,latino
25900,8083,10310,48099,32454,34038,66492,white non-hispanic
25900,85,467,660,400,812,1212,black
25900,6226,6839,30577,23555,20087,43642,asian
25900,9862,6027,8634,12225,12298,24523,latino
25940,25009,29317,93717,74123,73920,148043,white non-hispanic
25940,11012,11734,22403,23728,21421,45149,black
25940,321,764,1319,1273,1131,2404,asian
25940,8614,7179,8031,10923,12901,23824,latino
25980,10764,13157,16706,19872,20755,40627,white non-hispanic
25980,8346,8893,12575,14893,14921,29814,black
25980,311,496,729,804,732,1536,asian
25980,3298,3806,2662,4586,5180,9766,latino
26020,18455,15037,27791,29701,31582,61283,white non-hispanic
26020,512,817,1295,1151,1473,2624,black
26020,0,0,31,13,18,31,asian
26020,14571,10785,14145,18909,20592,39501,latino
26090,25920,20561,61232,53949,53764,107713,white non-hispanic
26090,576,322,695,857,736,1593,black
26090,193,174,267,354,280,634,asian
26090,3349,2082,2794,4007,4218,8225,latino
26140,18801,17142,95656,68068,63531,131599,white non-hispanic
26140,896,792,2477,1934,2231,4165,black
26140,422,318,1614,1378,976,2354,asian
26140,1988,1452,4088,3759,3769,7528,latino
26220,4814,3945,11290,9973,10076,20049,white non-hispanic
26220,14,0,13,27,0,27,black
26220,69,115,245,224,205,429,asian
26220,2633,1960,2543,3338,3798,7136,latino
26260,4072,3156,11413,9362,9279,18641,white non-hispanic
26260,2583,1918,4914,5109,4306,9415,black
26260,40,52,49,77,64,141,asian
26260,1268,598,932,1445,1353,2798,latino
26300,15553,14798,53604,43575,40380,83955,white non-hispanic
26300,2166,1902,3933,3995,4006,8001,black
26300,165,130,203,325,173,498,asian
26300,2057,1380,1826,2501,2762,5263,latino
26340,7305,10526,18210,16729,19312,36041,white non-hispanic
26340,20,159,135,61,253,314,black
26340,104,659,298,333,728,1061,asian
26340,146,246,165,242,315,557,latino
26380,34901,35150,87574,79852,77773,157625,white non-hispanic
26380,10441,9473,14704,18313,16305,34618,black
26380,448,451,886,907,878,1785,asian
26380,3580,2862,3537,4272,5707,9979,latino
26420,1153292,1021371,2184448,2171843,2187268,4359111,white non-hispanic
26420,306847,302626,532224,601748,539949,1141697,black
26420,112275,122307,261317,254007,241892,495899,asian
26420,824104,663299,945248,1191933,1240718,2432651,latino
26460,9186,9310,36614,27716,27394,55110,white non-hispanic
26460,631,688,1460,1141,1638,2779,black
26460,239,269,557,557,508,1065,asian
26460,985,720,1080,1264,1521,2785,latino
26500,8206,8412,25348,20837,21129,41966,white non-hispanic
26500,154,1135,1157,249,2197,2446,black
26500,33,83,119,144,91,235,asian
26500,172,336,341,215,634,849,latino
26540,7652,7662,19933,17879,17368,35247,white non-hispanic
26540,134,66,118,189,129,318,black
26540,104,22,174,193,107,300,asian
26540,264,282,254,387,413,800,latino
26580,71690,69564,200845,175134,166965,342099,white non-hispanic
26580,1769,2576,3976,3547,4774,8321,black
26580,293,744,1274,1127,1184,2311,asian
26580,1271,1513,1323,1682,2425,4107,latino
26620,67031,65590,184287,159228,157680,316908,white non-hispanic
26620,23283,28440,45651,50780,46594,97374,black
26620,1787,2701,5711,5626,4573,10199,asian
26620,8342,6236,7479,10519,11538,22057,latino
26660,9922,19343,34997,28608,35654,64262,white non-hispanic
26660,2766,5900,8938,6704,10900,17604,black
26660,111,491,325,402,525,927,asian
26660,3434,4997,5500,5712,8219,13931,latino
26700,3821,3007,8743,7719,7852,15571,white non-hispanic
26700,21,1,50,10,62,72,black
26700,759,525,403,875,812,1687,asian
26700,750,646,248,722,922,1644,latino
26740,13123,11839,33432,29464,28930,58394,white non-hispanic
26740,314,674,803,385,1406,1791,black
26740,69,115,171,212,143,355,asian
26740,2116,1608,2012,2731,3005,5736,latino
26780,7803,6651,19675,17176,16953,34129,white non-hispanic
26780,35,62,21,28,90,118,black
26780,38,119,57,116,98,214,asian
26780,899,583,578,1019,1041,2060,latino
26820,38794,26809,60367,63141,62829,125970,white non-hispanic
26820,204,242,188,260,374,634,black
26820,144,258,634,508,528,1036,asian
26820,7234,4660,5017,8142,8769,16911,latino
26860,14832,21339,45715,41266,40620,81886,white non-hispanic
26860,125,1324,552,669,1332,2001,black
26860,167,344,430,467,474,941,asian
26860,297,494,307,395,703,1098,latino
26900,353239,339717,845121,782551,755526,1538077,white non-hispanic
26900,84607,76927,135117,156489,140162,296651,black
26900,15791,15982,25693,29840,27626,57466,asian
26900,52298,34807,42549,62709,66945,129654,latino
26940,1048,1471,4196,3085,3630,6715,white non-hispanic
26940,5166,5660,9085,9525,10386,19911,black
26940,9,8,20,14,23,37,asian
26940,144,145,145,292,142,434,latino
26960,13884,12360,32409,28547,30106,58653,white non-hispanic
26960,432,1139,1616,538,2649,3187,black
26960,30,121,97,175,73,248,asian
26960,1114,859,1027,1231,1769,3000,latino
26980,27164,47633,66384,71321,69860,141181,white non-hispanic
26980,3250,3281,2899,4448,4982,9430,black
26980,1705,4543,2859,4844,4263,9107,asian
26980,3071,3459,2639,4590,4579,9169,latino
27020,5533,4953,18652,14516,14622,29138,white non-hispanic
27020,38,75,52,32,133,165,black
27020,20,54,73,101,46,147,asian
27020,168,135,99,212,190,402,latino
27060,12320,30101,41537,43134,40824,83958,white non-hispanic
27060,571,2092,1519,2071,2111,4182,black
27060,1335,7013,2448,5064,5732,10796,asian
27060,1003,2954,1068,2568,2457,5025,latino
27100,28804,28098,82145,69309,69738,139047,white non-hispanic
27100,3512,3820,5875,5341,7866,13207,black
27100,294,284,611,670,519,1189,asian
27100,1959,1558,1887,2605,2799,5404,latino
27140,58839,56007,161078,141279,134645,275924,white non-hispanic
27140,78460,77014,129025,151270,133229,284499,black
27140,1481,2019,3014,3518,2996,6514,asian
27140,4663,3802,4606,6096,6975,13071,latino
27160,7510,6342,17750,16134,15468,31602,white non-hispanic
27160,33,36,198,140,127,267,black
27160,0,0,35,23,12,35,asian
27160,119,99,113,152,179,331,latino
27180,17012,18214,49315,43806,40735,84541,white non-hispanic
27180,10550,10676,18785,21813,18198,40011,black
27180,273,365,512,501,649,1150,asian
27180,2372,1458,1632,2622,2840,5462,latino
27220,6226,6881,17186,14439,15854,30293,white non-hispanic
27220,95,14,57,39,127,166,black
27220,136,266,115,231,286,517,asian
27220,1921,1422,1928,2447,2824,5271,latino
27260,202750,223327,587280,512823,500534,1013357,white non-hispanic
27260,86836,81669,143111,165515,146101,311616,black
27260,11393,13243,30637,29999,25274,55273,asian
27260,35157,34165,49318,58969,59671,118640,latino
27300,6985,7657,21664,18431,17875,36306,white non-hispanic
27300,382,990,789,717,1444,2161,black
27300,39,106,102,134,113,247,asian
27300,297,324,242,264,599,863,latino
27340,32791,61265,49797,62425,81428,143853,white non-hispanic
27340,6123,10318,11177,12705,14913,27618,black
27340,797,1451,1832,2455,1625,4080,asian
27340,7239,11843,4392,9790,13684,23474,latino
27380,10707,8275,22925,20750,21157,41907,white non-hispanic
27380,1584,1760,3710,3317,3737,7054,black
27380,68,77,172,194,123,317,asian
27380,4688,3080,3837,5291,6314,11605,latino
27420,3904,4340,11465,9772,9937,19709,white non-hispanic
27420,37,99,99,68,167,235,black
27420,0,85,33,62,56,118,asian
27420,177,282,20,157,322,479,latino
27460,24074,25315,71970,61815,59544,121359,white non-hispanic
27460,736,1320,1403,1489,1970,3459,black
27460,143,347,291,467,314,781,asian
27460,3423,2849,3155,4574,4853,9427,latino
27500,31246,29358,82675,72794,70485,143279,white non-hispanic
27500,1943,1951,3226,3566,3554,7120,black
27500,440,556,903,1151,748,1899,asian
27500,5702,3621,4250,6508,7065,13573,latino
27540,11915,9666,30480,26206,25855,52061,white non-hispanic
27540,155,39,168,118,244,362,black
27540,185,17,194,160,236,396,asian
27540,1338,771,954,1338,1725,3063,latino
27580,3346,2816,6745,6643,6264,12907,white non-hispanic
27580,30,32,54,34,82,116,black
27580,0,4,0,4,0,4,asian
27580,3614,3660,8004,7569,7709,15278,latino
27600,13727,11044,31197,28410,27558,55968,white non-hispanic
27600,1053,1061,2319,2201,2232,4433,black
27600,271,271,560,592,510,1102,asian
27600,1697,1099,1720,2253,2263,4516,latino
27620,28965,28084,76039,66054,67034,133088,white non-hispanic
27620,2621,4209,4687,4561,6956,11517,black
27620,345,435,660,845,595,1440,asian
27620,1461,1064,1322,1802,2045,3847,latino
27660,6117,5236,13876,12847,12382,25229,white non-hispanic
27660,1348,1220,2547,2590,2525,5115,black
27660,56,19,64,81,58,139,asian
27660,257,232,220,276,433,709,latino
27700,5164,4532,12598,11029,11265,22294,white non-hispanic
27700,1633,1463,2870,2739,3227,5966,black
27700,19,33,86,63,75,138,asian
27700,607,551,699,833,1024,1857,latino
27740,35219,41469,110997,96206,91479,187685,white non-hispanic
27740,1263,1883,2782,2650,3278,5928,black
27740,587,756,964,1264,1043,2307,asian
27740,2201,1848,1841,2826,3064,5890,latino
27780,23140,24394,79871,65220,62185,127405,white non-hispanic
27780,1191,1223,2107,1926,2595,4521,black
27780,114,205,356,351,324,675,asian
27780,666,569,861,940,1156,2096,latino
27860,22817,24669,57182,53516,51152,104668,white non-hispanic
27860,4885,5672,4772,8077,7252,15329,black
27860,183,656,368,535,672,1207,asian
27860,2425,1407,1947,2613,3166,5779,latino
27900,38347,35041,86628,81834,78182,160016,white non-hispanic
27900,976,977,1177,1637,1493,3130,black
27900,522,629,948,1244,855,2099,asian
27900,5139,3301,3668,5969,6139,12108,latino
27920,7439,9108,8418,11739,13226,24965,white non-hispanic
27920,1755,2435,2005,2845,3350,6195,black
27920,136,338,645,662,457,1119,asian
27920,2134,2164,1304,2666,2936,5602,latino
27940,4048,5193,13119,10760,11600,22360,white non-hispanic
27940,32,123,188,127,216,343,black
27940,576,498,1307,1259,1122,2381,asian
27940,715,667,685,912,1155,2067,latino
27980,8529,10027,39737,28626,29667,58293,white non-hispanic
27980,131,260,542,336,597,933,black
27980,7371,8390,31857,24621,22997,47618,asian
27980,6771,4446,6917,8985,9149,18134,latino
28020,55811,71790,148921,140605,135917,276522,white non-hispanic
28020,8441,9330,12998,16172,14597,30769,black
28020,1257,2560,2888,3370,3335,6705,asian
28020,7900,6475,6268,10003,10640,20643,latino
28060,19885,16983,54199,45609,45458,91067,white non-hispanic
28060,33,45,181,25,234,259,black
28060,135,73,232,288,152,440,asian
28060,833,820,871,1260,1264,2524,latino
28100,19171,19153,50144,44993,43475,88468,white non-hispanic
28100,5110,4220,7506,8652,8184,16836,black
28100,266,226,589,545,536,1081,asian
28100,4296,3145,3701,5254,5888,11142,latino
28140,375249,350377,915438,834401,806663,1641064,white non-hispanic
28140,72234,63908,123982,136160,123964,260124,black
28140,14214,17149,25739,29221,27881,57102,asian
28140,69744,48669,65765,89799,94379,184178,latino
28180,3386,3753,16162,11764,11537,23301,white non-hispanic
28180,61,131,299,183,308,491,black
28180,4052,4575,16111,12867,11871,24738,asian
28180,3030,1806,2818,3834,3820,7654,latino
28260,11922,14238,25643,26223,25580,51803,white non-hispanic
28260,76,441,94,209,402,611,black
28260,47,276,318,274,367,641,asian
28260,1801,1458,1352,2242,2369,4611,latino
28300,12870,17182,42637,37257,35432,72689,white non-hispanic
28300,70,390,122,251,331,582,black
28300,231,349,390,493,477,970,asian
28300,430,511,361,644,658,1302,latino
28340,11603,9264,25166,22992,23041,46033,white non-hispanic
28340,48,55,80,33,150,183,black
28340,86,56,169,180,131,311,asian
28340,1987,1227,1611,2309,2516,4825,latino
28380,6057,4849,15212,13588,12530,26118,white non-hispanic
28380,955,797,1251,1574,1429,3003,black
28380,84,23,18,79,46,125,asian
28380,931,423,612,962,1004,1966,latino
28420,57093,47851,112015,107903,109056,216959,white non-hispanic
28420,1731,1234,2089,1979,3075,5054,black
28420,1537,1232,4038,3444,3363,6807,asian
28420,35779,24596,26118,42224,44269,86493,latino
28500,8722,8089,29163,24108,21866,45974,white non-hispanic
28500,201,186,362,332,417,749,black
28500,125,141,246,328,184,512,asian
28500,4314,3480,5469,6646,6617,13263,latino
28540,1713,1923,5598,4427,4807,9234,white non-hispanic
28540,8,23,44,12,63,75,black
28540,213,253,637,540,563,1103,asian
28540,231,135,289,316,339,655,latino
28580,9488,12514,46023,32293,35732,68025,white non-hispanic
28580,1263,1476,2790,2502,3027,5529,black
28580,159,237,541,560,377,937,asian
28580,4137,4377,9507,8693,9328,18021,latino
28620,6091,5755,22825,17407,17264,34671,white non-hispanic
28620,411,519,1288,804,1414,2218,black
28620,9,62,158,152,77,229,asian
28620,1062,691,1078,1323,1508,2831,latino
28660,71649,82129,134792,143248,145322,288570,white non-hispanic
28660,25565,27572,34726,43476,44387,87863,black
28660,2055,3358,5987,6669,4731,11400,asian
28660,34154,31246,32840,48314,49926,98240,latino
28700,55747,53151,182797,149835,141860,291695,white non-hispanic
28700,1319,1548,3143,2930,3080,6010,black
28700,354,301,884,937,602,1539,asian
28700,1924,1069,1757,2211,2539,4750,latino
28740,25828,31449,96785,78962,75100,154062,white non-hispanic
28740,1931,2991,5390,4355,5957,10312,black
28740,833,1280,1740,2140,1713,3853,asian
28740,5284,5303,7127,8329,9385,17714,latino
28780,7032,9324,11786,13956,14186,28142,white non-hispanic
28780,221,534,437,476,716,1192,black
28780,52,321,260,219,414,633,asian
28780,6357,7895,9066,11645,11673,23318,latino
28820,6389,6117,19388,16297,15597,31894,white non-hispanic
28820,5459,4404,12928,12339,10452,22791,black
28820,64,22,233,211,108,319,asian
28820,1684,1359,1321,1915,2449,4364,latino
