year,stco_code,frominstate_edu_baplus,frominstate_total,fromdiffstate_edu_baplus,fromdiffstate_total,fromabroad_edu_baplus,fromabroad_total,movein_edu_baplus,movein_total,pct_newcomer,newcomer_pct_edu_baplus
2014,16007,37,64,23,120,0,0,23,120,0.0306122448979592,0.191666666666667
2014,16009,30,90,19,162,0,5,19,167,0.0260855982505467,0.11377245508982
2014,16011,126,718,123,645,0,7,123,652,0.0241714243345444,0.188650306748466
2014,16013,44,167,215,416,68,76,283,492,0.0329471639991964,0.57520325203252
2014,16015,44,325,48,172,0,4,48,176,0.0341548612458762,0.272727272727273
2014,16017,148,611,234,871,13,37,247,908,0.0304228372311197,0.272026431718062
2014,16019,383,1702,566,1531,108,239,674,1770,0.0275220798606792,0.380790960451977
2014,16021,9,110,77,273,7,24,84,297,0.0391562294001318,0.282828282828283
2014,16023,7,48,11,33,0,1,11,34,0.0183189655172414,0.323529411764706
2014,16025,0,19,0,5,0,0,0,5,0.00614250614250614,0
2014,16027,700,4894,779,3554,37,310,816,3864,0.0330044843049327,0.211180124223602
2014,16029,10,63,24,77,0,28,24,105,0.0236433235757712,0.228571428571429
2014,16031,147,658,73,342,2,59,75,401,0.02939236238364,0.187032418952618
2014,16033,0,4,4,15,0,0,4,15,0.0314465408805031,0.266666666666667
2014,16035,62,355,38,153,0,0,38,153,0.0229007633587786,0.248366013071895
2014,16037,18,114,2,26,3,3,5,29,0.0089589125733704,0.172413793103448
2014,16039,68,333,95,626,73,447,168,1073,0.0681140100298356,0.156570363466915
2014,16041,16,57,46,287,3,28,49,315,0.042315959161741,0.155555555555556
2014,16043,40,191,112,201,0,0,112,201,0.0245481191988276,0.557213930348259
2014,16045,83,680,120,377,0,13,120,390,0.0334965215150734,0.307692307692308
2014,16047,17,236,12,101,5,20,17,121,0.012660876844198,0.140495867768595
2014,16049,131,528,55,342,0,5,55,347,0.0291890982503365,0.15850144092219
2014,16051,77,385,66,149,21,80,87,229,0.0151304922365378,0.379912663755459
2014,16053,44,466,18,167,0,105,18,272,0.020211026898499,0.0661764705882353
2014,16055,160,1308,1027,4112,3,97,1030,4209,0.0437985827115787,0.244713708719411
2014,16057,156,491,419,1143,124,158,543,1301,0.0613852977257714,0.417371252882398
2014,16059,7,42,32,222,0,8,32,230,0.0380794701986755,0.139130434782609
2014,16061,25,134,12,53,0,0,12,53,0.0190784737221022,0.226415094339623
2014,16063,61,155,8,55,0,0,8,55,0.0176,0.145454545454545
2014,16065,97,605,338,921,51,127,389,1048,0.0682069638789457,0.37118320610687
2014,16067,40,469,0,154,0,90,0,244,0.0194051216796564,0
2014,16069,94,564,194,843,0,4,194,847,0.0309949866432466,0.229043683589138
2014,16071,14,41,3,126,0,0,3,126,0.0450966356478167,0.0238095238095238
2014,16073,71,447,10,205,0,0,10,205,0.0281709495671293,0.0487804878048781
2014,16075,63,395,115,775,0,66,115,841,0.057916121479237,0.136741973840666
2014,16077,8,109,3,84,0,15,3,99,0.0210952482420626,0.0303030303030303
2014,16079,36,236,46,165,0,2,46,167,0.018126560295235,0.275449101796407
2014,16081,66,110,246,430,57,57,303,487,0.0740797079403712,0.62217659137577
2014,16083,271,1773,281,1323,10,216,291,1539,0.0308423014489268,0.189083820662768
2014,16085,28,349,133,298,0,0,133,298,0.0420132525024672,0.446308724832215
2014,16087,18,217,12,85,0,0,12,85,0.0121759060306546,0.141176470588235
2014,17001,90,383,145,583,7,50,152,633,0.0137803417873082,0.240126382306477
2014,17003,9,133,30,129,0,0,30,129,0.0244735344336938,0.232558139534884
2014,17005,66,415,178,332,0,0,178,332,0.0273498640744707,0.536144578313253
2014,17007,162,1079,97,404,23,23,120,427,0.0123642681337773,0.281030444964871
2014,17009,20,663,0,38,27,27,27,65,0.01272762874486,0.415384615384615
2014,17011,158,490,65,281,0,11,65,292,0.0121006174630144,0.222602739726027
2014,17013,0,56,12,32,0,9,12,41,0.0113259668508287,0.292682926829268
2014,17015,24,196,17,68,6,31,23,99,0.00903449534586603,0.232323232323232
2014,17017,66,403,34,162,43,93,77,255,0.0282266991365951,0.301960784313725
2014,17019,924,2298,2126,3567,1246,1640,3372,5207,0.0446351269105154,0.647589782984444
2014,17021,121,938,41,175,44,54,85,229,0.00945031363486299,0.37117903930131
2014,17023,19,130,25,272,13,29,38,301,0.0267531774953337,0.12624584717608
2014,17025,8,105,13,33,0,0,13,33,0.00352338244714926,0.393939393939394
2014,17027,112,1059,88,237,0,7,88,244,0.00921833087763044,0.360655737704918
2014,17029,251,896,163,585,14,16,177,601,0.0188667399152409,0.29450915141431
2014,17031,14063,29052,32587,52360,14182,23743,46769,76103,0.0216607597646044,0.614548703730471
2014,17033,41,538,8,104,0,3,8,107,0.00769507371449119,0.0747663551401869
2014,17035,51,307,36,171,0,0,36,171,0.0226460071513707,0.210526315789474
2014,17037,768,2354,263,551,110,204,373,755,0.0126018159967953,0.494039735099338
2014,17039,64,373,18,80,0,6,18,86,0.00739466895958727,0.209302325581395
2014,17041,12,292,58,133,0,13,58,146,0.0110698309197058,0.397260273972603
2014,17043,11110,22486,5149,8252,2287,4274,7436,12526,0.0200866906030658,0.593645217946671
2014,17045,71,348,77,303,0,15,77,318,0.0246473414974423,0.242138364779874
2014,17047,9,94,13,31,0,2,13,33,0.00712435233160622,0.393939393939394
2014,17049,95,407,90,279,32,52,122,331,0.014387551073633,0.368580060422961
2014,17051,73,749,48,154,0,0,48,154,0.0101603219634492,0.311688311688312
2014,17053,87,393,3,41,15,22,18,63,0.00649149922720247,0.285714285714286
2014,17055,117,546,5,221,9,53,14,274,0.00992322178762857,0.0510948905109489
2014,17057,64,1118,34,249,14,45,48,294,0.0112286598174388,0.163265306122449
2014,17059,22,63,2,53,0,0,2,53,0.0135549872122762,0.0377358490566038
2014,17061,32,186,9,80,0,0,9,80,0.00835247442054709,0.1125
2014,17063,115,994,61,221,40,40,101,261,0.00794520547945205,0.386973180076628
2014,17065,25,154,9,19,0,6,9,25,0.00426839679016561,0.36
2014,17067,20,150,115,326,0,21,115,347,0.0257075122240332,0.331412103746398
2014,17069,18,96,8,30,0,0,8,30,0.00974342318934719,0.266666666666667
2014,17071,43,136,55,165,0,1,55,166,0.0317278287461774,0.331325301204819
2014,17073,160,795,64,328,32,40,96,368,0.0106669758543726,0.260869565217391
2014,17075,123,528,28,139,15,29,43,168,0.00824094967134308,0.255952380952381
2014,17077,306,1256,387,924,119,222,506,1146,0.0329803154138368,0.441535776614311
2014,17079,33,136,22,93,0,11,22,104,0.0153098778153982,0.211538461538462
2014,17081,144,1001,68,344,14,37,82,381,0.0141357177308648,0.215223097112861
2014,17083,74,429,68,116,3,21,71,137,0.00880349569464079,0.518248175182482
2014,17085,94,268,78,276,0,23,78,299,0.0181410023055454,0.260869565217391
2014,17087,11,841,40,109,9,9,49,118,0.0127857839419222,0.415254237288136
2014,17089,3784,10888,1329,3572,300,1254,1629,4826,0.01458746433235,0.337546622461666
2014,17091,323,1940,180,606,50,201,230,807,0.0110383126564445,0.285006195786865
2014,17093,1002,3257,212,1207,62,107,274,1314,0.0178646690141803,0.208523592085236
2014,17095,169,1355,71,316,8,111,79,427,0.0116851841716381,0.185011709601874
2014,17097,4492,9268,3986,9067,1427,2606,5413,11673,0.0258898886821286,0.463719695022702
2014,17099,444,2246,187,602,0,61,187,663,0.00851900393184797,0.282051282051282
2014,17101,16,1204,34,201,0,60,34,261,0.0211644502108336,0.130268199233716
2014,17103,161,1500,83,275,9,84,92,359,0.0143830128205128,0.256267409470752
2014,17105,134,1625,51,252,8,41,59,293,0.010829791166143,0.201365187713311
2014,17107,114,2397,29,125,1,36,30,161,0.00765245496458957,0.186335403726708
2014,17109,199,578,155,258,11,30,166,288,0.0159203980099502,0.576388888888889
2014,17111,1484,4724,980,2940,103,286,1083,3226,0.0159415706350932,0.335709857408555
2014,17113,971,2132,1340,2249,654,755,1994,3004,0.0291746790202591,0.663781624500666
2014,17115,520,2004,412,1035,32,133,444,1168,0.0156335747078743,0.38013698630137
2014,17117,69,932,88,265,9,82,97,347,0.0105397442517389,0.279538904899135
2014,17119,858,3399,932,2655,148,232,1080,2887,0.0158432250594052,0.374090751645307
2014,17121,70,476,62,314,0,57,62,371,0.0138914891227019,0.16711590296496
2014,17123,73,286,58,80,2,10,60,90,0.0101902173913043,0.666666666666667
2014,17125,16,313,20,135,0,45,20,180,0.0175867122618466,0.111111111111111
2014,17127,18,164,11,294,6,16,17,310,0.029037092544024,0.0548387096774194
2014,17129,42,306,8,95,0,0,8,95,0.0107856494096276,0.0842105263157895
2014,17131,43,228,34,104,0,5,34,109,0.00952880496546901,0.311926605504587
2014,17133,145,721,246,572,16,41,262,613,0.0264178589898293,0.427406199021207
2014,17135,48,2172,58,284,0,6,58,290,0.0136734405205337,0.2
2014,17137,285,1149,20,368,52,71,72,439,0.0181788065758417,0.164009111617312
2014,17139,53,295,34,72,0,18,34,90,0.00887049083382614,0.377777777777778
2014,17141,142,852,70,272,2,104,72,376,0.0104709125845888,0.191489361702128
2014,17143,997,2885,1063,2281,402,590,1465,2871,0.023229095028116,0.510275165447579
2014,17145,119,895,10,44,0,6,10,50,0.00322643092211396,0.2
2014,17147,103,431,46,83,0,2,46,85,0.00734404700190081,0.541176470588235
2014,17149,19,348,29,143,0,48,29,191,0.0169371286689722,0.151832460732984
2014,17151,13,60,16,54,0,0,16,54,0.0169385194479297,0.296296296296296
2014,17153,0,54,0,43,0,0,0,43,0.0104141438604989,0
2014,17155,2,108,3,22,16,27,19,49,0.0116306669831474,0.387755102040816
2014,17157,33,920,57,247,0,30,57,277,0.011573977353445,0.205776173285199
2014,17159,188,407,50,131,0,0,50,131,0.0116465149359886,0.381679389312977
2014,17161,274,1628,370,1650,65,387,435,2037,0.0202139483189775,0.213549337260677
2014,17163,502,2533,1469,3998,296,715,1765,4713,0.0265462799722878,0.374496074687036
2014,17165,23,457,11,116,11,33,22,149,0.00870022188485344,0.147651006711409
2014,17167,1219,3226,917,1861,242,842,1159,2703,0.0199176178440634,0.428782833888272
2014,17169,15,94,0,23,0,0,0,23,0.0042287185144328,0
2014,17171,8,163,5,16,0,4,5,20,0.00547045951859956,0.25
2014,17173,51,505,26,73,0,2,26,75,0.00476856561546287,0.346666666666667
2014,17175,2,81,48,63,0,0,48,63,0.0150753768844221,0.761904761904762
2014,17177,218,853,112,364,0,27,112,391,0.011869706444856,0.286445012787724
2014,17179,535,2601,416,1163,33,125,449,1288,0.0136890211499628,0.34860248447205
2014,17181,69,317,41,179,0,0,41,179,0.0143429487179487,0.229050279329609
2014,17183,81,975,101,763,14,117,115,880,0.0161928420277854,0.130681818181818
2014,17185,26,80,20,50,0,16,20,66,0.00800873680378595,0.303030303030303
2014,17187,57,332,45,168,0,15,45,183,0.0158978368517071,0.245901639344262
2014,17189,30,284,8,91,9,11,17,102,0.00987415295256534,0.166666666666667
2014,17191,11,223,15,136,0,19,15,155,0.0133207287727741,0.0967741935483871
2014,17193,11,293,42,141,0,0,42,141,0.0135498750720738,0.297872340425532
2014,17195,107,673,42,242,16,60,58,302,0.00757252827160803,0.19205298013245
2014,17197,4481,12790,2165,4138,582,1442,2747,5580,0.012875298808458,0.492293906810036
2014,17199,363,1620,258,722,5,52,263,774,0.0166172871312637,0.339793281653747
2014,17201,932,3138,757,2649,257,558,1014,3207,0.0163759472211442,0.316183348924228
2014,17203,313,1141,90,195,20,37,110,232,0.00899957329609372,0.474137931034483
2014,18001,47,467,20,132,0,44,20,176,0.0084327535815246,0.113636363636364
2014,18003,795,3067,1055,3626,144,518,1199,4144,0.0179414133192481,0.289333976833977
2014,18005,301,1227,389,961,366,573,755,1534,0.0290222491297109,0.492177314211213
2014,18007,48,520,25,72,0,16,25,88,0.0148272957034541,0.284090909090909
2014,18009,9,213,6,43,0,7,6,50,0.00568310979768129,0.12
2014,18011,610,1452,383,731,17,64,400,795,0.0204249415512679,0.50314465408805
2014,18013,134,465,25,167,15,15,40,182,0.0164067429910755,0.21978021978022
2014,18015,81,582,32,126,5,20,37,146,0.0106081522923781,0.253424657534247
2014,18017,138,707,28,127,30,149,58,276,0.0106399383191982,0.210144927536232
2014,18019,356,1588,325,1683,19,23,344,1706,0.022226854626469,0.201641266119578
2014,18021,91,539,37,195,0,8,37,203,0.0110874433338795,0.182266009852217
2014,18023,143,720,6,137,0,44,6,181,0.00840336134453781,0.0331491712707182
2014,18025,10,206,6,94,0,4,6,98,0.01339896089691,0.0612244897959184
2014,18027,117,433,59,147,5,9,64,156,0.00783368484483278,0.41025641025641
2014,18029,68,409,169,944,25,50,194,994,0.0293310513736021,0.195171026156942
2014,18031,6,295,74,207,0,11,74,218,0.0124599908550526,0.339449541284404
2014,18033,128,792,30,421,56,75,86,496,0.0176997466366913,0.173387096774194
2014,18035,605,2377,287,1105,29,134,316,1239,0.017404374271306,0.255044390637611
2014,18037,124,470,173,373,0,69,173,442,0.0154135862742363,0.391402714932127
2014,18039,391,2615,586,1776,86,200,672,1976,0.0157467765328403,0.340080971659919
2014,18041,46,455,44,107,5,36,49,143,0.00857828434313137,0.342657342657343
2014,18043,246,1454,354,1250,18,97,372,1347,0.0263574992662166,0.276169265033408
2014,18045,79,367,5,99,0,13,5,112,0.00958575830195139,0.0446428571428571
2014,18047,142,480,48,218,0,33,48,251,0.0161612259352263,0.191235059760956
2014,18049,76,585,24,220,0,10,24,230,0.0163085868254981,0.104347826086957
2014,18051,99,488,47,242,0,12,47,254,0.0111320506639786,0.18503937007874
2014,18053,243,852,62,709,22,106,84,815,0.0180090597724008,0.103067484662577
2014,18055,17,763,39,195,37,41,76,236,0.0103481539945628,0.322033898305085
2014,18057,4227,7831,2892,4529,436,889,3328,5418,0.0291016516718142,0.614248800295312
2014,18059,371,1754,217,613,35,58,252,671,0.0140650219045423,0.375558867362146
2014,18061,94,447,66,530,0,20,66,550,0.0203079422515969,0.12
2014,18063,1160,5148,668,1327,227,360,895,1687,0.0170098207263708,0.530527563722584
2014,18065,142,1850,22,309,0,17,22,326,0.00937482026801633,0.0674846625766871
2014,18067,177,1205,194,839,18,148,212,987,0.0173535410366411,0.214792299898683
2014,18069,95,695,53,245,9,38,62,283,0.0114181964898124,0.219081272084806
2014,18071,133,575,73,283,9,31,82,314,0.0107715001200645,0.261146496815287
2014,18073,138,573,22,339,0,26,22,365,0.0166567790809109,0.0602739726027397
2014,18075,36,259,10,113,0,0,10,113,0.00811606693959635,0.0884955752212389
2014,18077,138,995,80,370,27,83,107,453,0.0206849315068493,0.236203090507726
2014,18079,66,631,0,342,12,78,12,420,0.0225297714837464,0.0285714285714286
2014,18081,850,4537,403,1936,208,334,611,2270,0.0240708339960766,0.269162995594714
2014,18083,132,585,48,466,41,80,89,546,0.0218557361300136,0.163003663003663
2014,18085,387,1585,402,913,97,181,499,1094,0.0214236757074317,0.456124314442413
2014,18087,113,750,33,236,0,30,33,266,0.0124368804937348,0.12406015037594
2014,18089,444,2342,1501,7908,324,871,1825,8779,0.0269626135215403,0.207882446747921
2014,18091,354,3622,355,1341,25,107,380,1448,0.0188159467747804,0.262430939226519
2014,18093,219,956,30,136,11,29,41,165,0.00515383414024676,0.248484848484848
2014,18095,415,2525,141,1078,78,142,219,1220,0.013639971825632,0.179508196721311
2014,18097,4469,13697,3841,10073,1132,2577,4973,12650,0.0211899541191428,0.393122529644269
2014,18099,163,891,136,312,2,28,138,340,0.0110053732116269,0.405882352941176
2014,18101,59,284,28,156,0,11,28,167,0.023422159887798,0.167664670658683
2014,18103,111,1485,27,303,0,5,27,308,0.0122528543581175,0.0876623376623377
2014,18105,815,2530,1660,2401,870,1057,2530,3458,0.0443862554070879,0.731636784268363
2014,18107,88,576,111,280,0,13,111,293,0.0115281712307208,0.378839590443686
2014,18109,357,2681,102,400,12,34,114,434,0.00923306031273269,0.262672811059908
2014,18111,30,280,32,191,15,15,47,206,0.0210418794688458,0.228155339805825
2014,18113,131,1204,108,274,7,55,115,329,0.0105645109498427,0.349544072948328
2014,18115,12,73,18,154,0,24,18,178,0.040695016003658,0.101123595505618
2014,18117,26,361,22,69,0,3,22,72,0.00537795040334628,0.305555555555556
2014,18119,25,713,5,87,0,0,5,87,0.0058295363173412,0.0574712643678161
2014,18121,130,760,0,136,0,2,0,138,0.0113870781417609,0
2014,18123,86,613,44,262,0,0,44,262,0.0191003863818619,0.16793893129771
2014,18125,8,154,18,63,0,0,18,63,0.00700389105058366,0.285714285714286
2014,18127,747,2969,727,2044,47,186,774,2230,0.020022266915673,0.347085201793722
2014,18129,69,375,49,197,9,46,58,243,0.0138516787322579,0.238683127572016
2014,18131,10,244,32,44,12,31,44,75,0.00830748781568454,0.586666666666667
2014,18133,138,1821,0,194,12,32,12,226,0.00914202499898871,0.0530973451327434
2014,18135,33,419,41,223,0,18,41,241,0.0136373924852875,0.170124481327801
2014,18137,78,464,77,248,0,0,77,248,0.0129119591815484,0.310483870967742
2014,18139,36,296,50,158,25,32,75,190,0.0161867439086727,0.394736842105263
2014,18141,560,2776,1613,3719,416,844,2029,4563,0.026528298595971,0.444663598509752
2014,18143,35,373,42,146,13,30,55,176,0.0108421117476745,0.3125
2014,18145,238,1304,46,405,24,77,70,482,0.0159049661771985,0.145228215767635
2014,18147,78,409,45,105,0,25,45,130,0.00891632373113855,0.346153846153846
2014,18149,98,537,2,187,0,18,2,205,0.0130133942741065,0.00975609756097561
2014,18151,144,527,108,671,0,26,108,697,0.0302753887585788,0.154949784791966
2014,18153,24,790,11,36,0,5,11,41,0.00273406241664444,0.268292682926829
2014,18155,40,187,2,83,2,11,4,94,0.013399857448325,0.0425531914893617
2014,18157,733,2781,1127,2271,704,1084,1831,3355,0.0343082114735658,0.54575260804769
2014,18159,11,290,41,45,0,2,41,47,0.00424609269130003,0.872340425531915
2014,18161,0,108,31,108,0,5,31,113,0.02253689668927,0.274336283185841
2014,18163,735,2560,702,2348,26,249,728,2597,0.021494785631518,0.280323450134771
2014,18165,31,132,12,87,11,35,23,122,0.0109820865964533,0.188524590163934
2014,18167,317,1588,396,1354,78,194,474,1548,0.0222666532414666,0.306201550387597
2014,18169,8,603,47,162,0,15,47,177,0.00805717407137655,0.265536723163842
2014,18171,20,186,2,31,0,0,2,31,0.00522589345920432,0.0645161290322581
2014,18173,355,1290,197,530,41,134,238,664,0.0162121249114925,0.358433734939759
2014,18175,85,565,28,179,0,15,28,194,0.0102320675105485,0.144329896907216
2014,18177,187,942,259,1223,13,27,272,1250,0.0268493856860555,0.2176
2014,18179,131,497,37,171,0,12,37,183,0.00976052056109659,0.202185792349727
2014,18181,150,579,18,101,11,86,29,187,0.0110402644940371,0.155080213903743
2014,18183,209,926,69,261,0,8,69,269,0.0118241758241758,0.256505576208178
2014,19001,46,268,24,56,0,2,24,58,0.0107149455015703,0.413793103448276
2014,19003,4,65,15,23,1,11,16,34,0.0119131044148563,0.470588235294118
2014,19005,27,155,13,210,20,58,33,268,0.0268510169321711,0.123134328358209
2014,19007,53,238,10,195,0,0,10,195,0.0216378162450067,0.0512820512820513
2014,19009,19,118,2,10,0,5,2,15,0.00348432055749129,0.133333333333333
2014,19011,118,555,26,74,0,12,26,86,0.00488275705444842,0.302325581395349
2014,19013,453,1552,374,1186,131,240,505,1426,0.0172524348194302,0.35413744740533
2014,19015,300,925,87,205,0,33,87,238,0.0131086142322097,0.365546218487395
2014,19017,149,498,62,197,27,59,89,256,0.0160140122607281,0.34765625
2014,19019,76,286,38,127,7,48,45,175,0.0125890223724912,0.257142857142857
2014,19021,100,333,106,351,5,146,111,497,0.0382131324004306,0.223340040241449
2014,19023,76,282,4,29,0,6,4,35,0.00333619292727099,0.114285714285714
2014,19025,107,548,2,32,1,3,3,35,0.00488008923591746,0.0857142857142857
2014,19027,82,395,56,140,0,12,56,152,0.0107314317989269,0.368421052631579
2014,19029,66,251,7,52,8,19,15,71,0.00735827546896051,0.211267605633803
2014,19031,67,337,3,55,0,0,3,55,0.00428615960099751,0.0545454545454545
2014,19033,281,835,163,335,2,7,165,342,0.0110383113320208,0.482456140350877
2014,19035,28,279,35,65,7,26,42,91,0.0105666511843939,0.461538461538462
2014,19037,30,136,16,76,2,16,18,92,0.0108070010572066,0.195652173913043
2014,19039,17,117,0,106,0,15,0,121,0.0196908055329536,0
2014,19041,103,291,69,153,0,37,69,190,0.0163300386764074,0.363157894736842
2014,19043,36,261,39,154,3,8,42,162,0.0128418549346017,0.259259259259259
2014,19045,183,495,104,607,16,56,120,663,0.0197756964743781,0.180995475113122
2014,19047,53,206,16,103,12,54,28,157,0.0140003566969859,0.178343949044586
2014,19049,1373,2703,714,1149,41,124,755,1273,0.027090870397957,0.593087195600943
2014,19051,14,216,1,61,0,2,1,63,0.0113965267727931,0.0158730158730159
2014,19053,66,219,22,35,0,0,22,35,0.00685199686765858,0.628571428571429
2014,19055,48,407,27,87,0,0,27,87,0.00724275724275724,0.310344827586207
2014,19057,81,624,93,450,33,83,126,533,0.0191231343283582,0.236397748592871
2014,19059,70,221,98,185,4,4,102,189,0.0149916712937257,0.53968253968254
2014,19061,271,820,467,1703,164,206,631,1909,0.0302152579930358,0.330539549502357
2014,19063,24,108,25,261,8,18,33,279,0.0407656341320865,0.118279569892473
2014,19065,78,454,42,148,0,5,42,153,0.0109020949123557,0.274509803921569
2014,19067,62,244,48,312,2,44,50,356,0.0318198069360029,0.140449438202247
2014,19069,49,159,37,75,0,0,37,75,0.0101474766608037,0.493333333333333
2014,19071,11,62,14,61,5,15,19,76,0.0148698884758364,0.25
2014,19073,25,313,0,76,4,16,4,92,0.0142238713667285,0.0434782608695652
2014,19075,84,259,15,40,0,2,15,42,0.00487861540248577,0.357142857142857
2014,19077,14,163,44,77,2,11,46,88,0.0114867510768829,0.522727272727273
2014,19079,34,348,45,163,2,3,47,166,0.0155722326454034,0.283132530120482
2014,19081,39,214,13,27,8,15,21,42,0.00529901589704769,0.5
2014,19083,69,313,17,101,2,2,19,103,0.00848644640355936,0.184466019417476
2014,19085,28,174,38,117,0,23,38,140,0.0137768155874828,0.271428571428571
2014,19087,94,487,37,207,4,4,41,211,0.015427359801126,0.194312796208531
2014,19089,15,121,0,89,0,0,0,89,0.0137388082741587,0
2014,19091,42,196,7,96,0,21,7,117,0.0172362993517973,0.0598290598290598
2014,19093,31,109,10,57,0,0,10,57,0.0114205570026047,0.175438596491228
2014,19095,88,508,50,248,0,0,50,248,0.0218540712019739,0.201612903225806
2014,19097,83,383,29,123,0,8,29,131,0.0094755877034358,0.221374045801527
2014,19099,109,1053,36,281,4,27,40,308,0.0118891376515093,0.12987012987013
2014,19101,78,248,150,260,135,151,285,411,0.034278565471226,0.693430656934307
2014,19103,960,2899,1657,2675,556,755,2213,3430,0.0427366401275869,0.645189504373178
2014,19105,60,565,108,173,0,30,108,203,0.0138642261986067,0.532019704433498
2014,19107,32,198,0,13,0,4,0,17,0.00234192037470726,0
2014,19109,71,343,17,94,1,10,18,104,0.00953341277843982,0.173076923076923
2014,19111,21,297,119,390,65,82,184,472,0.0188966290335495,0.389830508474576
2014,19113,821,3015,1002,2492,217,387,1219,2879,0.0202865054926471,0.423410906564779
2014,19115,36,161,13,48,0,10,13,58,0.00759062949875671,0.224137931034483
2014,19117,0,113,27,170,9,20,36,190,0.0311730926989336,0.189473684210526
2014,19119,60,141,20,115,0,6,20,121,0.0159001314060447,0.165289256198347
2014,19121,82,505,3,92,0,51,3,143,0.0135712252064155,0.020979020979021
2014,19123,66,364,20,253,0,10,20,263,0.0175169841481284,0.0760456273764259
2014,19125,243,645,182,330,4,17,186,347,0.0160343791876531,0.536023054755043
2014,19127,207,728,90,328,11,89,101,417,0.0153551570497478,0.24220623501199
2014,19129,74,282,96,205,0,9,96,214,0.0209188660801564,0.448598130841121
2014,19131,27,131,9,79,4,4,13,83,0.0112298741712894,0.156626506024096
2014,19133,17,193,28,97,0,0,28,97,0.0147103427358204,0.288659793814433
2014,19135,64,198,11,67,0,9,11,76,0.0138081395348837,0.144736842105263
2014,19137,26,207,64,140,0,0,64,140,0.0188172043010753,0.457142857142857
2014,19139,96,576,66,358,22,75,88,433,0.01530846738554,0.203233256351039
2014,19141,93,386,11,183,28,36,39,219,0.022165991902834,0.178082191780822
2014,19143,13,76,24,82,0,2,24,84,0.0189274447949527,0.285714285714286
2014,19145,70,467,102,347,0,4,102,351,0.0309879050057385,0.290598290598291
2014,19147,45,195,14,60,0,1,14,61,0.00957613814756672,0.229508196721311
2014,19149,59,250,26,204,13,40,39,244,0.0144335995267672,0.159836065573771
2014,19151,36,135,8,80,0,10,8,90,0.0175541252194266,0.0888888888888889
2014,19153,2614,7420,2676,6781,498,1307,3174,8088,0.0277085938436767,0.392433234421365
2014,19155,234,969,521,1820,32,155,553,1975,0.0317207927789021,0.28
2014,19157,52,266,127,234,27,49,154,283,0.0232119422572178,0.54416961130742
2014,19159,47,91,12,18,0,24,12,42,0.0118176702307259,0.285714285714286
2014,19161,40,214,29,53,0,3,29,56,0.00770818995182381,0.517857142857143
2014,19163,379,1183,1563,3911,217,454,1780,4365,0.0385992837246319,0.407789232531501
2014,19165,89,194,38,100,1,8,39,108,0.0127088726759237,0.361111111111111
2014,19167,37,215,74,355,0,78,74,433,0.0212713696207506,0.170900692840647
2014,19169,445,1683,939,1198,639,706,1578,1904,0.0396559265199009,0.828781512605042
2014,19171,51,221,10,109,4,4,14,113,0.00944105606149219,0.123893805309735
2014,19173,7,118,3,85,2,32,5,117,0.0263632266786841,0.0427350427350427
2014,19175,35,279,22,71,2,14,24,85,0.00993454885460496,0.282352941176471
2014,19177,16,130,21,86,0,2,21,88,0.0167491435097069,0.238636363636364
2014,19179,86,442,97,393,30,61,127,454,0.0188381742738589,0.279735682819383
2014,19181,448,1575,98,300,56,71,154,371,0.0121583535426362,0.415094339622642
2014,19183,96,456,66,230,0,0,66,230,0.0153333333333333,0.28695652173913
2014,19185,2,119,17,53,0,5,17,58,0.013148945817275,0.293103448275862
2014,19187,144,1049,94,557,73,92,167,649,0.0257121350184224,0.257318952234206
2014,19189,19,128,50,209,0,0,50,209,0.0279748360326596,0.239234449760766
2014,19191,39,286,90,187,2,23,92,210,0.015495867768595,0.438095238095238
2014,19193,148,795,490,1593,14,163,504,1756,0.0270983472477277,0.287015945330296
2014,19195,22,143,8,59,0,1,8,60,0.0111815132314573,0.133333333333333
2014,19197,13,172,17,144,0,18,17,162,0.0178512396694215,0.104938271604938
2014,20001,89,370,12,53,0,0,12,53,0.0059270856631626,0.226415094339623
2014,20003,51,423,8,97,0,0,8,97,0.0179496669133975,0.0824742268041237
2014,20005,45,161,5,32,0,20,5,52,0.00507762913777951,0.0961538461538462
2014,20007,11,79,3,62,0,2,3,64,0.0184066724187518,0.046875
2014,20009,100,553,77,404,5,13,82,417,0.0227545563680017,0.196642685851319
2014,20011,16,235,24,98,0,0,24,98,0.0100740131578947,0.244897959183673
2014,20013,90,274,7,124,1,13,8,137,0.0203173661574967,0.0583941605839416
2014,20015,566,2258,200,703,28,38,228,741,0.017436114640689,0.307692307692308
2014,20017,40,172,8,18,0,6,8,24,0.0122137404580153,0.333333333333333
2014,20019,17,68,10,99,0,4,10,103,0.0393430099312452,0.0970873786407767
2014,20021,40,162,33,265,0,9,33,274,0.0190172126596335,0.12043795620438
2014,20023,2,43,0,44,12,12,12,56,0.0282258064516129,0.214285714285714
2014,20025,16,47,25,62,0,3,25,65,0.0419896640826873,0.384615384615385
2014,20027,18,130,17,162,57,72,74,234,0.0395136778115502,0.316239316239316
2014,20029,19,136,27,69,0,30,27,99,0.0154349859681946,0.272727272727273
2014,20031,35,213,19,150,3,14,22,164,0.027563025210084,0.134146341463415
2014,20033,4,33,0,6,0,0,0,6,0.00449775112443778,0
2014,20035,98,893,120,619,10,21,130,640,0.0273084144051886,0.203125
