cbsa_code,cbsa_name,year,patents_issued
33740,"Monroe, LA",2001,15
27780,"Johnstown, PA",2001,9
39660,"Rapid City, SD",2001,8
41780,"Sandusky, OH",2001,8
17420,"Cleveland, TN",2001,10
48660,"Wichita Falls, TX",2001,11
13900,"Bismarck, ND",2001,11
48540,"Wheeling, WV-OH",2001,12
29420,"Lake Havasu City-Kingman, AZ",2001,16
37380,"Palm Coast, FL",2001,5
31460,"Madera-Chowchilla, CA",2001,5
21060,"Elizabethtown, KY",2001,7
36980,"Owensboro, KY",2001,8
32580,"McAllen-Edinburg-Mission, TX",2001,6
41540,"Salisbury, MD",2001,16
16180,"Carson City, NV",2001,7
27860,"Jonesboro, AR",2001,5
22520,"Florence-Muscle Shoals, AL",2001,16
25620,"Hattiesburg, MS",2001,11
34620,"Muncie, IN",2001,7
11020,"Altoona, PA",2001,6
49700,"Yuba City, CA",2001,9
10500,"Albany, GA",2001,6
22140,"Farmington, NM",2001,7
25500,"Harrisonburg, VA",2001,2
32900,"Merced, CA",2001,9
40580,"Rocky Mount, NC",2001,3
16940,"Cheyenne, WY",2001,4
15180,"Brownsville-Harlingen, TX",2001,6
38540,"Pocatello, ID",2001,5
47220,"Vineland-Millville-Bridgeton, NJ",2001,9
37700,"Pascagoula, MS",2001,8
10780,"Alexandria, LA",2001,7
40660,"Rome, GA",2001,7
26300,"Hot Springs, AR",2001,4
16020,"Cape Girardeau-Jackson, MO-IL",2001,6
48300,"Wenatchee-East Wenatchee, WA",2001,7
44600,"Steubenville-Weirton, OH-WV",2001,8
11500,"Anniston-Oxford, AL",2001,3
30340,"Lewiston-Auburn, ME",2001,8
15260,"Brunswick, GA",2001,6
27620,"Jefferson City, MO",2001,8
49740,"Yuma, AZ",2001,4
45500,"Texarkana, TX-Texarkana, AR",2001,6
10180,"Abilene, TX",2001,5
36140,"Ocean City, NJ",2001,8
20020,"Dothan, AL",2001,9
47580,"Warner Robins, GA",2001,6
19180,"Danville, IL",2001,9
30620,"Lima, OH",2001,11
44940,"Sumter, SC",2001,3
47020,"Victoria, TX",2001,4
23460,"Gadsden, AL",2001,6
46660,"Valdosta, GA",2001,1
27340,"Jacksonville, NC",2001,1
19060,"Cumberland, MD-WV",2001,7
21820,"Fairbanks, AK",2001,6
10380,"Aguadilla-Isabela-San Sebasti?n, PR",2001,0
19260,"Danville, VA",2001,4
24500,"Great Falls, MT",2001,5
16220,"Casper, WY",2001,2
32420,"Mayag?ez, PR",2001,3
25260,"Hanford-Corcoran, CA",2001,1
41660,"San Angelo, TX",2001,3
20940,"El Centro, CA",2001,4
24140,"Goldsboro, NC",2001,1
30020,"Lawton, OK",2001,2
30300,"Lewiston, ID-WA",2001,3
29700,"Laredo, TX",2001,1
38220,"Pine Bluff, AR",2001,3
25980,"Hinesville-Fort Stewart, GA",2001,1
38660,"Ponce, PR",2001,0
41900,"San Germ?n-Cabo Rojo, PR",2001,0
25020,"Guayama, PR",2001,0
49500,"Yauco, PR",2001,0
21940,"Fajardo, PR",2001,0
18500,"Corning, NY",2001,109
33220,"Midland, MI",2001,149
45860,"Torrington, CT",2001,132
20340,"Duncan, OK",2001,54
47700,"Warsaw, IN",2001,30
30100,"Lebanon, NH-VT",2001,56
18180,"Concord, NH",2001,55
12780,"Bartlesville, OK",2001,98
31060,"Los Alamos, NM",2001,43
46020,"Truckee-Grass Valley, CA",2001,48
14580,"Bozeman, MT",2001,26
10540,"Albany-Lebanon, OR",2001,21
23820,"Gardnerville Ranchos, NV",2001,28
49300,"Wooster, OH",2001,22
28060,"Kalispell, MT",2001,43
24820,"Greenville, OH",2001,29
10300,"Adrian, MI",2001,28
39420,"Pullman, WA",2001,19
36860,"Ottawa-Streator, IL",2001,20
39860,"Red Wing, MN",2001,12
10880,"Allegan, MI",2001,23
44380,"Statesville-Mooresville, NC",2001,27
36940,"Owatonna, MN",2001,13
13180,"Beaver Dam, WI",2001,22
48580,"Whitewater, WI",2001,23
48740,"Willimantic, CT",2001,28
44660,"Stillwater, OK",2001,19
45900,"Traverse City, MI",2001,23
18260,"Cookeville, TN",2001,22
32260,"Marshalltown, IA",2001,10
22060,"Faribault-Northfield, MN",2001,13
28300,"Keene, NH",2001,23
27220,"Jackson, WY-ID",2001,6
31820,"Manitowoc, WI",2001,24
25940,"Hilton Head Island-Beaufort, SC",2001,13
20700,"East Stroudsburg, PA",2001,21
20820,"Effingham, IL",2001,16
28580,"Key West, FL",2001,20
48020,"Watertown-Fort Atkinson, WI",2001,17
12180,"Auburn, NY",2001,8
37800,"Pella, IA",2001,13
48820,"Willmar, MN",2001,6
29660,"Laramie, WY",2001,10
40620,"Rolla, MO",2001,7
38620,"Ponca City, OK",2001,13
27980,"Kahului-Wailuku, HI",2001,5
26340,"Houghton, MI",2001,10
11900,"Athens, OH",2001,13
17200,"Claremont, NH",2001,15
23300,"Freeport, IL",2001,10
35420,"New Philadelphia-Dover, OH",2001,16
14660,"Brainerd, MN",2001,15
22300,"Findlay, OH",2001,12
43380,"Sidney, OH",2001,19
42860,"Seneca, SC",2001,17
44260,"Starkville, MS",2001,16
12660,"Baraboo, WI",2001,14
25900,"Hilo, HI",2001,16
48060,"Watertown-Fort Drum, NY",2001,23
29060,"Laconia, NH",2001,10
12740,"Barre, VT",2001,9
36020,"Oak Harbor, WA",2001,4
36820,"Oskaloosa, IA",2001,4
34140,"Moscow, ID",2001,9
47540,"Wapakoneta, OH",2001,20
16540,"Chambersburg, PA",2001,12
14940,"Brigham City, UT",2001,13
26460,"Hudson, NY",2001,10
42380,"Sayre, PA",2001,11
26780,"Hutchinson, MN",2001,7
46180,"Tupelo, MS",2001,7
42580,"Seaford, DE",2001,13
43860,"Southern Pines-Pinehurst, NC",2001,16
44420,"Staunton-Waynesboro, VA",2001,14
40300,"Rochelle, IL",2001,8
12860,"Batavia, NY",2001,15
46380,"Ukiah, CA",2001,10
40860,"Rutland, VT",2001,8
27460,"Jamestown-Dunkirk-Fredonia, NY",2001,16
29300,"LaGrange, GA",2001,19
19300,"Daphne-Fairhope-Foley, AL",2001,9
32100,"Marquette, MI",2001,4
20620,"East Liverpool-Salem, OH",2001,11
45640,"Thomasville-Lexington, NC",2001,5
39060,"Pottsville, PA",2001,10
28340,"Kendallville, IN",2001,17
12140,"Auburn, IN",2001,9
15100,"Brookings, SD",2001,6
35100,"New Bern, NC",2001,11
35340,"New Iberia, LA",2001,12
40080,"Richmond-Berea, KY",2001,8
13540,"Bennington, VT",2001,11
26860,"Indiana, PA",2001,17
24180,"Granbury, TX",2001,6
30740,"Lincolnton, NC",2001,12
47460,"Walla Walla, WA",2001,11
21700,"Eureka-Arcata-Fortuna, CA",2001,6
23900,"Gettysburg, PA",2001,12
45380,"Taylorville, IL",2001,12
41820,"Sanford, NC",2001,7
35500,"Newton, IA",2001,10
38020,"Phoenix Lake-Cedar Ridge, CA",2001,8
27540,"Jasper, IN",2001,6
35260,"New Castle, PA",2001,9
13940,"Blackfoot, ID",2001,11
34700,"Muscatine, IA",2001,10
49100,"Winona, MN",2001,8
29580,"Lancaster, SC",2001,6
10820,"Alexandria, MN",2001,6
32060,"Marion-Herrin, IL",2001,5
36300,"Ogdensburg-Massena, NY",2001,9
24740,"Greenville, MS",2001,7
37020,"Owosso, MI",2001,4
18660,"Cortland, NY",2001,7
20780,"Edwards, CO",2001,7
23660,"Galesburg, IL",2001,8
24420,"Grants Pass, OR",2001,12
30500,"Lexington Park, MD",2001,7
39980,"Richmond, IN",2001,11
11980,"Athens, TX",2001,6
13340,"Bellefontaine, OH",2001,5
32740,"Meadville, PA",2001,4
37820,"Pendleton-Hermiston, OR",2001,0
48940,"Wilmington, OH",2001,5
10700,"Albertville, AL",2001,10
11420,"Angola, IN",2001,13
36900,"Ottumwa, IA",2001,3
11220,"Amsterdam, NY",2001,9
43420,"Sierra Vista-Douglas, AZ",2001,9
16380,"Celina, OH",2001,10
36460,"Olean, NY",2001,8
38820,"Port Angeles, WA",2001,3
26140,"Homosassa Springs, FL",2001,4
38500,"Plymouth, IN",2001,16
27420,"Jamestown, ND",2001,3
28260,"Kearney, NE",2001,6
32270,"Marshfield-Wisconsin Rapids, WI",2001,7
44580,"Sterling, IL",2001,9
11660,"Arkadelphia, AR",2001,18
11780,"Ashtabula, OH",2001,9
13260,"Bedford, IN",2001,1
46300,"Twin Falls, ID",2001,4
20420,"Durango, CO",2001,5
35940,"Norwalk, OH",2001,5
18820,"Crawfordsville, IN",2001,3
43140,"Shelby, NC",2001,8
46100,"Tullahoma, TN",2001,4
19220,"Danville, KY",2001,5
11740,"Ashland, OH",2001,5
22260,"Fergus Falls, MN",2001,2
26480,"Humboldt, TN",2001,6
32700,"McPherson, KS",2001,4
39500,"Quincy, IL-MO",2001,23
43740,"Somerset, PA",2001,9
18100,"Columbus, NE",2001,7
40820,"Ruston, LA",2001,2
24620,"Greeneville, TN",2001,4
12380,"Austin, MN",2001,6
24940,"Greenwood, SC",2001,1
37060,"Oxford, MS",2001,1
36340,"Oil City, PA",2001,7
40500,"Rockland, ME",2001,5
25720,"Heber, UT",2001,4
43540,"Silverthorne, CO",2001,3
14100,"Bloomsburg-Berwick, PA",2001,5
14340,"Boone, IA",2001,3
16060,"Carbondale, IL",2001,4
41580,"Salisbury, NC",2001,2
12300,"Augusta-Waterville, ME",2001,5
31940,"Marinette, WI-MI",2001,2
34340,"Mount Airy, NC",2001,5
18980,"Cullman, AL",2001,3
26220,"Hood River, OR",2001,1
34020,"Morgan City, LA",2001,9
42980,"Seymour, IN",2001,3
25340,"Harriman, TN",2001,5
34380,"Mount Pleasant, MI",2001,4
34540,"Mount Vernon, OH",2001,5
38460,"Plattsburgh, NY",2001,7
11620,"Ardmore, OK",2001,3
15460,"Burlington, IA-IL",2001,12
28820,"Kinston, NC",2001,5
33820,"Monroe, WI",2001,2
18220,"Connersville, IN",2001,13
23620,"Gainesville, TX",2001,3
20380,"Dunn, NC",2001,7
44620,"Stevens Point, WI",2001,10
20660,"Easton, MD",2001,2
30660,"Lincoln, IL",2001,1
37140,"Paducah, KY-IL",2001,9
26540,"Huntington, IN",2001,6
40700,"Roseburg, OR",2001,11
35740,"Norfolk, NE",2001,3
38100,"Picayune, MS",2001,5
26740,"Hutchinson, KS",2001,3
32860,"Menomonie, WI",2001,4
14380,"Boone, NC",2001,6
16660,"Charleston-Mattoon, IL",2001,5
38420,"Platteville, WI",2001,9
47420,"Wahpeton, ND-MN",2001,7
15620,"Cadillac, MI",2001,11
24700,"Greensburg, IN",2001,2
31920,"Marble Falls, TX",2001,5
42700,"Sebring, FL",2001,3
10140,"Aberdeen, WA",2001,4
24100,"Gloversville, NY",2001,1
36580,"Oneonta, NY",2001,1
41460,"Salina, KS",2001,3
42940,"Sevierville, TN",2001,6
10220,"Ada, OK",2001,0
40180,"Riverton, WY",2001,7
44780,"Sturgis, MI",2001,5
24260,"Grand Island, NE",2001,5
25220,"Hammond, LA",2001,2
33420,"Mineral Wells, TX",2001,5
43220,"Shelton, WA",2001,5
19940,"Dixon, IL",2001,1
31980,"Marion, IN",2001,6
46500,"Urbana, OH",2001,2
14700,"Branson, MO",2001,2
22100,"Farmington, MO",2001,3
32940,"Meridian, MS",2001,6
11820,"Astoria, OR",2001,3
19580,"Defiance, OH",2001,3
23140,"Frankfort, IN",2001,3
31380,"Macomb, IL",2001,1
38700,"Pontiac, IL",2001,3
17340,"Clearlake, CA",2001,2
32020,"Marion, OH",2001,3
34180,"Moses Lake, WA",2001,4
34860,"Nacogdoches, TX",2001,6
46980,"Vicksburg, MS",2001,11
47340,"Wabash, IN",2001,7
48980,"Wilson, NC",2001,3
26660,"Huntsville, TX",2001,2
28500,"Kerrville, TX",2001,1
31500,"Madison, IN",2001,5
47980,"Watertown, SD",2001,6
15580,"Butte-Silver Bow, MT",2001,9
17740,"Coldwater, MI",2001,6
33980,"Morehead City, NC",2001,7
40540,"Rock Springs, WY",2001,2
47620,"Warren, PA",2001,5
15860,"Ca?on City, CO",2001,2
34780,"Muskogee, OK",2001,7
37260,"Palatka, FL",2001,5
22800,"Fort Madison-Keokuk, IA-MO",2001,4
38260,"Pittsburg, KS",2001,2
23240,"Fredericksburg, TX",2001,2
28180,"Kapaa, HI",2001,3
29900,"Laurinburg, NC",2001,10
19540,"Decatur, IN",2001,3
21460,"Enterprise-Ozark, AL",2001,3
23340,"Fremont, NE",2001,5
23380,"Fremont, OH",2001,2
28900,"Klamath Falls, OR",2001,3
32180,"Marshall, MO",2001,2
36180,"Ocean Pines, MD",2001,2
44020,"Spirit Lake, IA",2001,4
45660,"Tiffin, OH",2001,3
45700,"Tifton, GA",2001,1
23180,"Frankfort, KY",2001,3
37740,"Payson, AZ",2001,3
13100,"Beatrice, NE",2001,4
21540,"Escanaba, MI",2001,0
41260,"St. Marys, PA",2001,3
49460,"Yankton, SD",2001,3
13220,"Beckley, WV",2001,4
13420,"Bemidji, MN",2001,2
29380,"Lake City, FL",2001,7
36660,"Opelousas-Eunice, LA",2001,8
36700,"Orangeburg, SC",2001,0
10940,"Alma, MI",2001,2
14140,"Bluefield, WV-VA",2001,1
16500,"Centralia, WA",2001,2
17060,"Chillicothe, OH",2001,1
15700,"Cambridge, MD",2001,2
17540,"Clinton, IA",2001,4
32300,"Martinsville, VA",2001,5
16260,"Cedar City, UT",2001,1
20180,"DuBois, PA",2001,7
22580,"Forest City, NC",2001,5
36620,"Ontario, OR-ID",2001,3
18060,"Columbus, MS",2001,3
23860,"Georgetown, SC",2001,4
32980,"Merrill, WI",2001,2
17220,"Clarksburg, WV",2001,3
18460,"Cornelia, GA",2001,4
25740,"Helena, MT",2001,7
30380,"Lewistown, PA",2001,3
32380,"Mason City, IA",2001,6
17940,"Columbia, TN",2001,1
19860,"Dickinson, ND",2001,2
21380,"Emporia, KS",2001,2
38380,"Plainview, TX",2001,3
46460,"Union City, TN-KY",2001,2
14820,"Brevard, NC",2001,5
23940,"Gillette, WY",2001,4
33940,"Montrose, CO",2001,6
23780,"Garden City, KS",2001,2
42900,"Seneca Falls, NY",2001,10
43320,"Show Low, AZ",2001,1
45620,"Thomasville, GA",2001,4
30260,"Lewisburg, PA",2001,4
32220,"Marshall, TX",2001,3
40740,"Roswell, NM",2001,2
45340,"Taos, NM",2001,1
47820,"Washington, NC",2001,4
49060,"Winfield, KS",2001,1
33620,"Moberly, MO",2001,3
44980,"Sunbury, PA",2001,5
15340,"Bucyrus, OH",2001,5
18300,"Coos Bay, OR",2001,1
32140,"Marshall, MN",2001,1
39940,"Rexburg, ID",2001,2
46820,"Vermillion, SD",2001,5
11940,"Athens, TN",2001,3
21580,"Espanola, NM",2001,2
33060,"Miami, OK",2001,7
14620,"Bradford, PA",2001,4
18940,"Crowley, LA",2001,4
22280,"Fernley, NV",2001,0
40780,"Russellville, AR",2001,5
40940,"Safford, AZ",2001,1
22700,"Fort Dodge, IA",2001,0
29860,"Laurel, MS",2001,5
30900,"Logansport, IN",2001,5
10620,"Albemarle, NC",2001,4
17700,"Coffeyville, KS",2001,1
18740,"Coshocton, OH",2001,2
31580,"Madisonville, KY",2001,3
42500,"Scottsburg, IN",2001,4
10020,"Abbeville, LA",2001,3
15420,"Burley, ID",2001,2
22840,"Fort Payne, AL",2001,0
35900,"North Wilkesboro, NC",2001,0
43060,"Shawnee, OK",2001,3
43260,"Sheridan, WY",2001,1
15220,"Brownwood, TX",2001,1
15740,"Cambridge, OH",2001,1
20540,"Dyersburg, TN",2001,1
34500,"Mount Vernon, IL",2001,0
49780,"Zanesville, OH",2001,7
14300,"Bonham, TX",2001,2
19020,"Culpeper, VA",2001,1
20900,"El Campo, TX",2001,4
21740,"Evanston, WY",2001,2
31260,"Lufkin, TX",2001,1
35220,"New Castle, IN",2001,3
39220,"Price, UT",2001,1
46860,"Vernal, UT",2001,2
45540,"The Villages, FL",2001,0
15660,"Calhoun, GA",2001,1
21260,"Ellensburg, WA",2001,2
25300,"Hannibal, MO",2001,3
25580,"Hastings, NE",2001,2
27020,"Iron Mountain, MI-WI",2001,3
32660,"McMinnville, TN",2001,0
35700,"Nogales, AZ",2001,6
37220,"Pahrump, NV",2001,3
42420,"Scottsbluff, NE",2001,3
45740,"Toccoa, GA",2001,0
48180,"Waycross, GA",2001,0
10460,"Alamogordo, NM",2001,1
17380,"Cleveland, MS",2001,0
33500,"Minot, ND",2001,6
13060,"Bay City, TX",2001,3
14780,"Brenham, TX",2001,2
20140,"Dublin, GA",2001,2
25700,"Hays, KS",2001,2
44500,"Stephenville, TX",2001,0
10100,"Aberdeen, SD",2001,1
33580,"Mitchell, SD",2001,3
43940,"Spearfish, SD",2001,2
48780,"Williston, ND",2001,2
14220,"Bogalusa, LA",2001,1
19980,"Dodge City, KS",2001,5
21020,"Elizabeth City, NC",2001,1
33300,"Milledgeville, GA",2001,5
33380,"Minden, LA",2001,4
39780,"Red Bluff, CA",2001,2
43180,"Shelbyville, TN",2001,3
20460,"Durant, OK",2001,4
21220,"Elko, NV",2001,1
21420,"Enid, OK",2001,2
21900,"Fairmont, WV",2001,1
29780,"Las Vegas, NM",2001,3
35580,"New Ulm, MN",2001,1
37540,"Paris, TN",2001,2
11860,"Atchison, KS",2001,2
14180,"Blytheville, AR",2001,1
18900,"Crossville, TN",2001,4
27700,"Jesup, GA",2001,1
13660,"Big Rapids, MI",2001,0
16100,"Carlsbad-Artesia, NM",2001,1
27380,"Jacksonville, TX",2001,3
28620,"Kill Devil Hills, NC",2001,1
11580,"Arcadia, FL",2001,1
16460,"Centralia, IL",2001,1
24460,"Great Bend, KS",2001,2
30060,"Lebanon, MO",2001,0
37500,"Paragould, AR",2001,2
42460,"Scottsboro, AL",2001,0
46780,"Van Wert, OH",2001,3
48220,"Weatherford, OK",2001,0
10760,"Alexander City, AL",2001,1
20980,"El Dorado, AR",2001,0
26260,"Hope, AR",2001,3
31660,"Malone, NY",2001,1
40260,"Roanoke Rapids, NC",2001,3
44860,"Sulphur Springs, TX",2001,6
45180,"Talladega-Sylacauga, AL",2001,1
47780,"Washington, IN",2001,1
45980,"Troy, AL",2001,1
10660,"Albert Lea, MN",2001,3
15900,"Canton, IL",2001,2
25460,"Harrison, AR",2001,3
25780,"Henderson, NC",2001,2
26500,"Huntingdon, PA",2001,0
31620,"Magnolia, AR",2001,1
37940,"Peru, IN",2001,1
42620,"Searcy, AR",2001,2
47660,"Warrensburg, MO",2001,1
25380,"Harrisburg, IL",2001,4
30420,"Lexington, NE",2001,0
38740,"Poplar Bluff, MO",2001,0
41220,"St. Marys, GA",2001,1
43460,"Sikeston, MO",2001,0
10980,"Alpena, MI",2001,2
34300,"Mountain Home, ID",2001,3
37580,"Paris, TX",2001,0
42780,"Selinsgrove, PA",2001,2
43500,"Silver City, NM",2001,2
44340,"Statesboro, GA",2001,4
47080,"Vidalia, GA",2001,0
47920,"Washington Court House, OH",2001,0
48460,"West Plains, MO",2001,2
49380,"Worthington, MN",2001,1
12900,"Batesville, AR",2001,2
16900,"Chester, SC",2001,2
26020,"Hobbs, NM",2001,0
31300,"Lumberton, NC",2001,1
32460,"Mayfield, KY",2001,3
35020,"Natchez, MS-LA",2001,2
42740,"Sedalia, MO",2001,1
45520,"The Dalles, OR",2001,3
47180,"Vincennes, IN",2001,1
24900,"Greenwood, MS",2001,4
26700,"Huron, SD",2001,3
34460,"Mount Sterling, KY",2001,1
37300,"Palestine, TX",2001,2
40760,"Ruidoso, NM",2001,2
43660,"Snyder, TX",2001,2
45140,"Tahlequah, OK",2001,1
47500,"Walterboro, SC",2001,1
15060,"Brookings, OR",2001,1
21640,"Eufaula, AL-GA",2001,0
23500,"Gaffney, SC",2001,0
27940,"Juneau, AK",2001,2
30820,"Lock Haven, PA",2001,0
32500,"Maysville, KY",2001,2
34260,"Mountain Home, AR",2001,0
35860,"North Vernon, IN",2001,4
39260,"Prineville, OR",2001,0
44540,"Sterling, CO",2001,2
45000,"Susanville, CA",2001,2
14420,"Borger, TX",2001,2
23980,"Glasgow, KY",2001,1
29220,"La Follette, TN",2001,0
36060,"Oak Hill, WV",2001,1
43980,"Spencer, IA",2001,2
44740,"Storm Lake, IA",2001,2
44900,"Summerville, GA",2001,3
18340,"Corbin, KY",2001,0
13620,"Berlin, NH-VT",2001,0
18380,"Cordele, GA",2001,2
18420,"Corinth, MS",2001,0
18620,"Corsicana, TX",2001,0
27300,"Jacksonville, IL",2001,1
29980,"Lawrenceburg, TN",2001,1
30220,"Levelland, TX",2001,2
32280,"Martin, TN",2001,3
35140,"Newberry, SC",2001,2
39020,"Portsmouth, OH",2001,0
21120,"Elk City, OK",2001,1
30280,"Lewisburg, TN",2001,1
32540,"McAlester, OK",2001,0
34660,"Murray, KY",2001,0
36380,"Okeechobee, FL",2001,0
42820,"Selma, AL",2001,2
45260,"Tallulah, LA",2001,3
10860,"Alice, TX",2001,0
22980,"Fort Valley, GA",2001,2
35460,"Newport, TN",2001,0
42300,"Sault Ste. Marie, MI",2001,3
30940,"London, KY",2001,0
13700,"Big Spring, TX",2001,2
15780,"Camden, AR",2001,1
19620,"Del Rio, TX",2001,3
21860,"Fairmont, MN",2001,1
21980,"Fallon, NV",2001,1
22620,"Forrest City, AR",2001,0
28380,"Kennett, MO",2001,0
29260,"La Grande, OR",2001,2
32340,"Maryville, MO",2001,1
34220,"Moultrie, GA",2001,0
35820,"North Platte, NE",2001,0
37420,"Pampa, TX",2001,3
38580,"Point Pleasant, WV-OH",2001,3
46260,"Tuskegee, AL",2001,0
13300,"Beeville, TX",2001,1
18860,"Crescent City, CA",2001,2
19760,"DeRidder, LA",2001,2
20060,"Douglas, GA",2001,2
49260,"Woodward, OK",2001,2
16340,"Cedartown, GA",2001,1
22780,"Fort Leonard Wood, MO",2001,0
22820,"Fort Morgan, CO",2001,3
34420,"Mount Pleasant, TX",2001,1
17500,"Clewiston, FL",2001,0
17580,"Clovis, NM",2001,0
24980,"Grenada, MS",2001,0
32620,"McComb, MS",2001,0
33020,"Mexico, MO",2001,0
37660,"Parsons, KS",2001,0
11060,"Altus, OK",2001,1
13500,"Bennettsville, SC",2001,0
15020,"Brookhaven, MS",2001,0
16420,"Central City, KY",2001,1
25100,"Guymon, OK",2001,1
28860,"Kirksville, MO",2001,1
35060,"Natchitoches, LA",2001,2
40460,"Rockingham, NC",2001,5
46420,"Union, SC",2001,1
48100,"Wauchula, FL",2001,1
11140,"Americus, GA",2001,1
15820,"Campbellsville, KY",2001,0
22340,"Fitzgerald, GA",2001,1
28980,"Kodiak, AK",2001,0
15140,"Brownsville, TN",2001,0
19700,"Deming, NM",2001,1
25660,"Havre, MT",2001,0
45580,"Thomaston, GA",2001,0
48500,"West Point, MS",2001,1
11380,"Andrews, TX",2001,2
12460,"Bainbridge, GA",2001,0
12820,"Bastrop, LA",2001,0
19900,"Dillon, SC",2001,0
25820,"Hereford, TX",2001,0
26940,"Indianola, MS",2001,1
38180,"Pierre, SD",2001,2
13860,"Bishop, CA",2001,0
17620,"Coamo, PR",2001,0
20300,"Dumas, TX",2001,0
22860,"Fort Polk South, LA",2001,0
23700,"Gallup, NM",2001,0
30580,"Liberal, KS",2001,1
33180,"Middlesborough, KY",2001,0
43700,"Somerset, KY",2001,0
46620,"Uvalde, TX",2001,0
49540,"Yazoo City, MS",2001,4
28540,"Ketchikan, AK",2001,0
20580,"Eagle Pass, TX",2001,0
29500,"Lamesa, TX",2001,0
38780,"Portales, NM",2001,0
45020,"Sweetwater, TX",2001,0
46900,"Vernon, TX",2001,0
46740,"Valley, AL",2001,0
24380,"Grants, NM",2001,0
27660,"Jennings, LA",2001,1
28780,"Kingsville, TX",2001,0
25760,"Helena-West Helena, AR",2001,0
38200,"Pierre Part, LA",2001,1
40100,"Rio Grande City-Roma, TX",2001,0
17260,"Clarksdale, MS",2001,0
37780,"Pecos, TX",2001,0
39700,"Raymondville, TX",2001,0
42180,"Santa Isabel, PR",2001,0
46580,"Utuado, PR",2001,0
00927,"Non Metro/Micropolitan Statistical Areas, MN",2001,57
00919,"Non Metro/Micropolitan Statistical Areas, IA",2001,112
00955,"Non Metro/Micropolitan Statistical Areas, WI",2001,79
00926,"Non Metro/Micropolitan Statistical Areas, MI",2001,83
00948,"Non Metro/Micropolitan Statistical Areas, TX",2001,61
00917,"Non Metro/Micropolitan Statistical Areas, IL",2001,42
00936,"Non Metro/Micropolitan Statistical Areas, NY",2001,67
00951,"Non Metro/Micropolitan Statistical Areas, VA",2001,54
00918,"Non Metro/Micropolitan Statistical Areas, IN",2001,43
00913,"Non Metro/Micropolitan Statistical Areas, GA",2001,34
00929,"Non Metro/Micropolitan Statistical Areas, MO",2001,52
00908,"Non Metro/Micropolitan Statistical Areas, CO",2001,33
00939,"Non Metro/Micropolitan Statistical Areas, OH",2001,34
00953,"Non Metro/Micropolitan Statistical Areas, WA",2001,24
00920,"Non Metro/Micropolitan Statistical Areas, KS",2001,39
00931,"Non Metro/Micropolitan Statistical Areas, NE",2001,31
00942,"Non Metro/Micropolitan Statistical Areas, PA",2001,36
00947,"Non Metro/Micropolitan Statistical Areas, TN",2001,42
00916,"Non Metro/Micropolitan Statistical Areas, ID",2001,29
00950,"Non Metro/Micropolitan Statistical Areas, VT",2001,36
00937,"Non Metro/Micropolitan Statistical Areas, NC",2001,26
00912,"Non Metro/Micropolitan Statistical Areas, FL",2001,28
00906,"Non Metro/Micropolitan Statistical Areas, CA",2001,29
00921,"Non Metro/Micropolitan Statistical Areas, KY",2001,25
00940,"Non Metro/Micropolitan Statistical Areas, OK",2001,28
00923,"Non Metro/Micropolitan Statistical Areas, ME",2001,25
00930,"Non Metro/Micropolitan Statistical Areas, MT",2001,28
00954,"Non Metro/Micropolitan Statistical Areas, WV",2001,13
00905,"Non Metro/Micropolitan Statistical Areas, AR",2001,17
00956,"Non Metro/Micropolitan Statistical Areas, WY",2001,14
00938,"Non Metro/Micropolitan Statistical Areas, ND",2001,24
00901,"Non Metro/Micropolitan Statistical Areas, AL",2001,12
00928,"Non Metro/Micropolitan Statistical Areas, MS",2001,8
00941,"Non Metro/Micropolitan Statistical Areas, OR",2001,12
00949,"Non Metro/Micropolitan Statistical Areas, UT",2001,6
00946,"Non Metro/Micropolitan Statistical Areas, SD",2001,7
00933,"Non Metro/Micropolitan Statistical Areas, NH",2001,8
00935,"Non Metro/Micropolitan Statistical Areas, NM",2001,8
00902,"Non Metro/Micropolitan Statistical Areas, AK",2001,10
00945,"Non Metro/Micropolitan Statistical Areas, SC",2001,9
00922,"Non Metro/Micropolitan Statistical Areas, LA",2001,13
00925,"Non Metro/Micropolitan Statistical Areas, MA",2001,8
00978,"Non Metro/Micropolitan Statistical Areas, VI",2001,3
00924,"Non Metro/Micropolitan Statistical Areas, MD",2001,3
00932,"Non Metro/Micropolitan Statistical Areas, NV",2001,1
00904,"Non Metro/Micropolitan Statistical Areas, AZ",2001,2
00966,"Non Metro/Micropolitan Statistical Areas, GU",2001,1
00969,"Non Metro/Micropolitan Statistical Areas, MP",2001,0
00972,"Non Metro/Micropolitan Statistical Areas, PR",2001,0
00,"Undetermined Statistical Areas, US",2001,1
25,"Undetermined Statistical Areas, MA",2001,0
36,"Undetermined Statistical Areas, NY",2001,0
06,"Undetermined Statistical Areas, CA",2001,0
42,"Undetermined Statistical Areas, PA",2001,0
51,"Undetermined Statistical Areas, VA",2001,0
12,"Undetermined Statistical Areas, FL",2001,0
17,"Undetermined Statistical Areas, IL",2001,0
32,"Undetermined Statistical Areas, NV",2001,0
34,"Undetermined Statistical Areas, NJ",2001,0
37,"Undetermined Statistical Areas, NC",2001,0
39,"Undetermined Statistical Areas, OH",2001,0
47,"Undetermined Statistical Areas, TN",2001,0
48,"Undetermined Statistical Areas, TX",2001,0
49,"Undetermined Statistical Areas, UT",2001,0
