"","Year","Academic.Institution..Campus.Level..survey.specific.","RDINST","fice","CITY","state","Zip","Total.R.D.Expenditures.in.All.Fields.Sum.","Total.R.D.Expenditures.in.All.Fields.Sum..Flag","Deflated.Total.R.D.Expenditures.in.All.Fields.Sum.","Deflated.Total.R.D.Expenditures.in.All.Fields.Sum..Flag","Business.Financed.R.D.Expenditures.Sum.","Business.Financed.R.D.Expenditures.Sum..Flag","Deflated.Business.Financed.R.D.Expenditures.Sum.","Deflated.Business.Financed.R.D.Expenditures.Sum..Flag","county","fips","cbsacode"
"583",2012,"University of Illinois at Springfield",9333,9333,"Springfield","Illinois","62794",2370,"",2261.23,"","0","","0.00","","17167","17167",44100
"584",2012,"University of Illinois at Urbana-Champaign",1775,1775,"Champaign","Illinois","61820",583754,"",556964.03,"","37433","","35715.10","","17019","17019",16580
"585",2012,"University of Iowa",1892,1892,"Iowa City","Iowa","52242",446429,"",425941.23,"","13892","","13254.46","","19103","19103",26980
"586",2012,"University of Kansas",29001,29001,"Lawrence","Kansas","66044",286262,"",273124.7,"","6861","","6546.13","","20045","20045",29940
"587",2012,"University of Kansas",29001,29001,"Lawrence","Kansas","66044",286262,"",273124.7,"","6861","","6546.13","","20103","20103",28140
"588",2012,"University of Kansas",29001,29001,"Lawrence","Kansas","66044",286262,"",273124.7,"","6861","","6546.13","","20087","20087",45820
"589",2012,"University of Kentucky",8744,8744,"Lexington","Kentucky","40506",360776,"",344219.06,"","13996","","13353.69","","21067","21067",30460
"590",2012,"University of Louisiana at Lafayette",2031,2031,"Lafayette","Louisiana","70504",65275,"",62279.36,"","11835","","11291.86","","22055","22055",29180
"591",2012,"University of Louisiana at Monroe",2020,2020,"Monroe","Louisiana","71209",2469,"",2355.69,"","126","","120.22","","22073","22073",33740
"592",2012,"University of Louisville",1999,1999,"Louisville","Kentucky","40292",196842,"",187808.42,"","8049","","7679.61","","21111","21111",31140
"593",2012,"University of Maine",2053,2053,"Orono","Maine","04469",92135,"",87906.69,"","3299","","3147.60","","23019","23019",12620
"594",2012,"University of Mary Washington",3746,3746,"Fredericksbg","Virginia","22401",907,"",865.38,"","14","","13.36","","51630","51630",47900
"595",2012,"University of Mary Washington",3746,3746,"Fredericksbg","Virginia","22401",907,"",865.38,"","14","","13.36","","51177","51177",47900
"596",2012,"University of Maryland Baltimore",2104,2104,"Baltimore","Maryland","21201",433228,"",413346.05,"","18595","","17741.63","","24510","24510",12580
"597",2012,"University of Maryland Center for Environmental Science",19039,19039,"Cambridge","Maryland","?????",48224,"",46010.88,"","0","","0.00","","18157","18157",29200
"598",2012,"University of Maryland Center for Environmental Science",19039,19039,"Cambridge","Maryland","?????",48224,"",46010.88,"","0","","0.00","","24019","24019",15700
"599",2012,"University of Maryland Eastern Shore",2106,2106,"Princess Anne","Maryland","21853",7309,"",6973.57,"","0","","0.00","","24039","24039",41540
"600",2012,"University of Maryland, Baltimore County",2105,2105,"Baltimore","Maryland","21228",74993,"",71551.38,"","1299","","1239.39","","24510","24510",12580
"601",2012,"University of Maryland, Baltimore County",2105,2105,"Baltimore","Maryland","21228",74993,"",71551.38,"","1299","","1239.39","","24005","24005",12580
"602",2012,"University of Maryland, College Park",2103,2103,"College Park","Maryland","20742",502406,"",479349.3,"","6353","","6061.44","","24033","24033",47900
"603",2012,"University of Massachusetts Amherst",2221,2221,"Amherst","Massachusetts","01003",194775,"",185836.28,"","6485","","6187.39","","25015","25015",44140
"604",2012,"University of Massachusetts Boston",2222,2222,"Boston","Massachusetts","02125",60086,"",57328.5,"","160","","152.66","","25025","25025",14460
"605",2012,"University of Massachusetts Dartmouth",2210,2210,"N Dartmouth","Massachusetts","02747",22732,"",21688.77,"","519","","495.18","","25005","25005",39300
"606",2012,"University of Massachusetts Lowell",2161,2161,"Lowell","Massachusetts","01854",60624,"",57841.81,"","3914","","3734.38","","25017","25017",14460
"607",2012,"University of Massachusetts Medical School",9756,9756,"Worcester","Massachusetts","01655",256090,"",244337.37,"","9749","","9301.59","","25027","25027",49340
"608",2012,"University of Massachusetts, central office",8017,8017,"Boston","Massachusetts","02116",3173,"",3027.38,"","60","","57.25","","25025","25025",14460
"609",2012,"University of Medicine and Dentistry of New Jersey",2620,2620,"Newark","New Jersey","07103",206504,"",197027,"","13627","","13001.62","","34013","34013",35620
"610",2012,"University of Memphis, The",3509,3509,"Memphis","Tennessee","38152",51194,"",48844.58,"","1531","","1460.74","","47157","47157",32820
"611",2012,"University of Miami",1536,1536,"Coral Gables","Florida","33124",365301,"",348536.4,"","22976","","21921.57","","12086","12086",33100
"612",2012,"University of Michigan, Ann Arbor",2325,2325,"Ann Arbor","Michigan","48109",1322711,"",1262008.4,"","41947","","40021.94","","26161","26161",11460
"613",2012,"University of Michigan, Dearborn",2326,2326,"Dearborn","Michigan","48124",6015,"",5738.96,"","865","","825.30","","26163","26163",19820
"614",2012,"University of Minnesota, Duluth",2388,2388,"Duluth","Minnesota","55812",21530,"",20541.93,"","518","","494.23","","27137","27137",20260
"615",2012,"University of Minnesota, Twin Cities",3969,3969,"Minneapolis","Minnesota","55455",826173,"",788257.8,"","29657","","28295.96","","27053","27053",33460
"616",2012,"University of Mississippi, The",8764,8764,"University","Mississippi","38677",121731,"",116144.45,"","3288","","3137.11","","28071","28071",37060
"617",2012,"University of Missouri, Columbia",2516,2516,"Columbia","Missouri","65211",239810,"",228804.5,"","6987","","6666.35","","29019","29019",17860
"618",2012,"University of Missouri, Kansas City",2518,2518,"Kansas City","Missouri","64110",29227,"",27885.7,"","606","","578.19","","29095","29095",28140
"619",2012,"University of Missouri, Saint Louis",2519,2519,"Saint Louis","Missouri","63121",19356,"",18467.7,"","333","","317.72","","29189","29189",41180
"620",2012,"University of Montana, The, Missoula",2536,2536,"Missoula","Montana","59812",59313,"",56590.97,"","939","","895.91","","30063","30063",33540
"621",2012,"University of Nebraska Medical Center",6895,6895,"Omaha","Nebraska","68198",141619,"",135119.74,"","6065","","5786.66","","31055","31055",36540
"622",2012,"University of Nebraska at Kearney",2551,2551,"Kearney","Nebraska","68849",1715,"",1636.29,"","10","","9.54","","31019","31019",28260
"623",2012,"University of Nebraska at Omaha",2554,2554,"Omaha","Nebraska","68182",8376,"",7991.6,"","3","","2.86","","31055","31055",36540
"624",2012,"University of Nebraska-Lincoln",2565,2565,"Lincoln","Nebraska","68588",253321,"",241695.45,"","14235","","13581.72","","31109","31109",30700
"625",2012,"University of Nevada, Las Vegas",2569,2569,"Las Vegas","Nevada","89154",34543,"",32957.73,"","425","","405.50","","32003","32003",29820
"626",2012,"University of Nevada, Reno",2568,2568,"Reno","Nevada","89557",85726,"",81791.81,"","1571","","1498.90","","32031","32031",39900
"627",2012,"University of New England",2050,2050,"Biddeford","Maine","04005",5224,"",4984.26,"","554","","528.58","","23031","23031",38860
"628",2012,"University of New Hampshire",2589,2589,"Durham","New Hampshire","03824",165156,"",157576.57,"","7216","","6884.84","","33017","33017",14460
"629",2012,"University of New Hampshire",2589,2589,"Durham","New Hampshire","03824",165156,"",157576.57,"","7216","","6884.84","","33015","33015",14460
"630",2012,"University of New Haven",1397,1397,"West Haven","Connecticut","06516",2723,"",2598.03,"","14","","13.36","","9009","09009",35300
"631",2012,"University of New Mexico, The",2663,2663,"Albuquerque","New Mexico","87106",220360,"",210247.11,"","2983","","2846.10","","35001","35001",10740
"632",2012,"University of New Orleans, The",2015,2015,"New Orleans","Louisiana","70148",28450,"",27144.36,"","1897","","1809.94","","22071","22071",35380
"633",2012,"University of North Carolina at Asheville, The",2907,2907,"Asheville","North Carolina","28804",3068,"",2927.2,"","0","","0.00","","37021","37021",11700
"634",2012,"University of North Carolina at Chapel Hill, The",2974,2974,"Chapel Hill","North Carolina","27599",884791,"",844185.67,"","26722","","25495.66","","37135","37135",20500
"635",2012,"University of North Carolina at Charlotte, The",2975,2975,"Charlotte","North Carolina","28223",25141,"",23987.21,"","1022","","975.10","","37119","37119",16740
"636",2012,"University of North Carolina at Greensboro, The",2976,2976,"Greensboro","North Carolina","27412",19080,"",18204.37,"","672","","641.16","","37081","37081",24660
"637",2012,"University of North Carolina at Wilmington, The",2984,2984,"Wilmington","North Carolina","28403",19722,"",18816.91,"","240","","228.99","","37129","37129",48900
"638",2012,"University of North Dakota",8794,8794,"Grand Forks","North Dakota","58201",80149,"",76470.76,"","10549","","10064.88","","38035","38035",24220
"639",2012,"University of North Florida",9841,9841,"Jacksonville","Florida","32216",7031,"",6708.33,"","453","","432.21","","12031","12031",27260
"640",2012,"University of North Texas, Denton",3594,3594,"Denton","Texas","76203",46943,"",44788.67,"","1408","","1343.38","","48121","48121",19100
"641",2012,"University of North Texas, Health Science Center",9768,9768,"Fort Worth","Texas","76107",46865,"",44714.24,"","2370","","2261.23","","48439","48439",19100
"642",2012,"University of Northern Colorado",1349,1349,"Greeley","Colorado","80639",2896,"",2763.1,"","21","","20.04","","8123","08123",24540
"643",2012,"University of Northern Iowa",1890,1890,"Cedar Falls","Iowa","50614",3615,"",3449.1,"","105","","100.18","","19013","19013",47940
"644",2012,"University of Notre Dame",1840,1840,"Notre Dame","Indiana","46556",157691,"",150454.16,"","6434","","6138.73","","18141","18141",43780
"645",2012,"University of Oklahoma, The, Norman and Health Science Center",8807,8807,"Norman","Oklahoma","73069",240974,"",229915.08,"","8009","","7641.45","","40027","40027",36420
"646",2012,"University of Oregon",3223,3223,"Eugene","Oregon","97403",105030,"",100209.9,"","1585","","1512.26","","41039","41039",21660
"647",2012,"University of Pennsylvania",3378,3378,"Philadelphia","Pennsylvania","19104",847077,"",808202.46,"","42744","","40782.37","","42101","42101",37980
"648",2012,"University of Pittsburgh, Pittsburgh",8815,8815,"Pittsburgh","Pennsylvania","15213",866638,"",826865.76,"","12060","","11506.54","","42003","42003",38300
"649",2012,"University of Portland",3224,3224,"Portland","Oregon","97203",755,"",720.35,"","23","","21.94","","41051","41051",38900
"650",2012,"University of Puerto Rico at Cayey",7206,7206,"Cayey","Puerto Rico","00633",1916,"",1828.07,"","0","","0.00","","72035","72035",41980
"651",2012,"University of Puerto Rico at Cayey",7206,7206,"Cayey","Puerto Rico","00633",1916,"",1828.07,"","0","","0.00","","72021","72021",41980
"652",2012,"University of Puerto Rico at Humacao",3943,3943,"Humacao","Puerto Rico","00661",1949,"",1859.56,"","0","","0.00","","72069","72069",41980
"653",2012,"University of Puerto Rico at Mayaguez",3944,3944,"Mayaguez","Puerto Rico","00709",32115,"",30641.16,"","1781","","1699.27","","72097","72097",32420
"654",2012,"University of Puerto Rico at Rio Piedras",7108,7108,"Rio Piedras","Puerto Rico","00931",33099,"",31580,"","33","","31.49","","72127","72127",41980
"655",2012,"University of Puerto Rico, Medical Sciences Campus",3945,3945,"San Juan","Puerto Rico","00936",45649,"",43554.05,"","2785","","2657.19","","72127","72127",41980
"656",2012,"University of Redlands",1322,1322,"Redlands","California","92373",1381,"",1317.62,"","0","","0.00","","6071","06071",40140
"657",2012,"University of Redlands",1322,1322,"Redlands","California","92373",1381,"",1317.62,"","0","","0.00","","6065","06065",40140
"658",2012,"University of Rhode Island",3414,3414,"Kingston","Rhode Island","02881",114323,"",109076.42,"","2948","","2812.71","","44009","44009",39300
"659",2012,"University of Richmond",3744,3744,"Richmond","Virginia","23173",4282,"",4085.49,"","49","","46.75","","51760","51760",40060
"660",2012,"University of Rochester",2894,2894,"Rochester","New York","14627",389612,"",371731.7,"","14630","","13958.59","","36055","36055",40380
"661",2012,"University of San Diego",10395,10395,"San Diego","California","92110",4275,"",4078.81,"","2","","1.91","","6073","06073",41740
"662",2012,"University of San Francisco",1325,1325,"San Francisco","California","94117",4301,"",4103.62,"","126","","120.22","","6075","06075",41860
"663",2012,"University of South Alabama",1057,1057,"Mobile","Alabama","36688",40172,"",38328.4,"","1847","","1762.24","","1097","01097",33660
"664",2012,"University of South Carolina, Columbia",3448,3448,"Columbia","South Carolina","29208",214901,"",205038.64,"","6396","","6102.47","","45079","45079",17900
"665",2012,"University of South Dakota, The",3474,3474,"Vermillion","South Dakota","57069",31982,"",30514.26,"","172","","164.11","","46027","46027",46820
"666",2012,"University of South Florida St. Petersburg",9016,9016,"St. Petersburg","Florida","33701",5488,"",5236.14,"","0","","0.00","","12103","12103",45300
"667",2012,"University of South Florida, Tampa",1537,1537,"Tampa","Florida","33620",443206,"",422866.14,"","24368","","23249.69","","12057","12057",45300
"668",2012,"University of Southern California",1328,1328,"Los Angeles","California","90089",623544,"",594927.96,"","28353","","27051.81","","6037","06037",31080
"669",2012,"University of Southern Maine",9762,9762,"Portland","Maine","04103",13915,"",13276.4,"","129","","123.08","","23005","23005",38860
"670",2012,"University of Southern Mississippi, The",2441,2441,"Hattiesburg","Mississippi","39406",60079,"",57321.82,"","4327","","4128.42","","28035","28035",25620
"671",2012,"University of St. Thomas (MN)",2345,2345,"Saint Paul","Minnesota","55105",1030,"",982.73,"","64","","61.06","","27123","27123",33460
"672",2012,"University of Tennessee, The, Chattanooga",3529,3529,"Chattanooga","Tennessee","37403",10896,"",10395.95,"","142","","135.48","","47065","47065",16860
"673",2012,"University of Tennessee, The, Health Science Center",6725,6725,"Memphis","Tennessee","38163",77754,"",74185.67,"","7150","","6821.87","","47157","47157",32820
"674",2012,"University of Tennessee, The, Knoxville",3530,3530,"Knoxville","Tennessee","37996",179252,"",171025.67,"","6144","","5862.04","","47093","47093",28940
"675",2012,"University of Tennessee, The, Knoxville, Institute of Agriculture",7785,7785,"Knoxville","Tennessee","37996",68480,"",65337.28,"","4344","","4144.64","","47093","47093",28940
"676",2012,"University of Tennessee, The, Martin",3531,3531,"Martin","Tennessee","38238",580,"",553.38,"","14","","13.36","","47183","47183",32280
"677",2012,"University of Texas Health Science Center at Houston, The",11618,11618,"Houston","Texas","77025",236250,"",225407.88,"","11214","","10699.36","","48201","48201",26420
"678",2012,"University of Texas Health Science Center at San Antonio, The",3659,3659,"San Antonio","Texas","78284",184298,"",175840.09,"","10833","","10335.85","","48029","48029",41700
"679",2012,"University of Texas M. D. Anderson Cancer Center, The",3657,3657,"Houston","Texas","78712",685814,"",654340.23,"","68414","","65274.31","","48453","48453",12420
"680",2012,"University of Texas M. D. Anderson Cancer Center, The",3657,3657,"Houston","Texas","78712",685814,"",654340.23,"","68414","","65274.31","","48453","48453",12420
"681",2012,"University of Texas Medical Branch, The",4952,4952,"Galveston","Texas","77550",180888,"",172586.59,"","2885","","2752.60","","48167","48167",26420
