"","Year","Academic.Institution..Campus.Level..survey.specific.","RDINST","fice","CITY","state","Zip","Total.R.D.Expenditures.in.All.Fields.Sum.","Total.R.D.Expenditures.in.All.Fields.Sum..Flag","Deflated.Total.R.D.Expenditures.in.All.Fields.Sum.","Deflated.Total.R.D.Expenditures.in.All.Fields.Sum..Flag","Business.Financed.R.D.Expenditures.Sum.","Business.Financed.R.D.Expenditures.Sum..Flag","Deflated.Business.Financed.R.D.Expenditures.Sum.","Deflated.Business.Financed.R.D.Expenditures.Sum..Flag","county","fips","cbsacode"
"2233",2014,"University of Wisconsin-Green Bay",3899,3899,"Green Bay","Wisconsin","54311",1299,"i",1196.9,"i","73","i","67.26","i","55009","55009",24580
"2234",2014,"University of Wisconsin-La Crosse",3919,3919,"La Crosse","Wisconsin","54601",3424,"",3154.89,"","501","","461.62","","55063","55063",29100
"2235",2014,"University of Wisconsin-Madison",3895,3895,"Madison","Wisconsin","53706",1108564,"",1021435.55,"","23056","","21243.90","","55025","55025",31540
"2236",2014,"University of Wisconsin-Milwaukee",3896,3896,"Milwaukee","Wisconsin","53201",60752,"",55977.15,"","1939","","1786.60","","55079","55079",33340
"2237",2014,"University of Wisconsin-Oshkosh",9630,9630,"Oshkosh","Wisconsin","54901",1935,"i",1782.92,"i","0","i","0.00","i","55139","55139",36780
"2238",2014,"University of Wisconsin-Platteville",3921,3921,"Platteville","Wisconsin","53818",1000,"i",921.4,"i","223","i","205.47","i","55065","55065",NA
"2239",2014,"University of Wisconsin-Platteville",3921,3921,"Platteville","Wisconsin","53818",1000,"i",921.4,"i","223","i","205.47","i","55043","55043",38420
"2240",2014,"University of Wisconsin-Platteville",3921,3921,"Platteville","Wisconsin","53818",1000,"i",921.4,"i","223","i","205.47","i","55049","55049",31540
"2241",2014,"University of Wisconsin-Stevens Point",3924,3924,"Stevens Point","Wisconsin","54481",3919,"i",3610.98,"i","66","i","60.81","i","55097","55097",44620
"2242",2014,"University of Wisconsin-Superior",3925,3925,"Superior","Wisconsin","54880",150,"i",138.21,"i","21","i","19.35","i","55031","55031",20260
"2243",2014,"University of Wyoming",3932,3932,"Laramie","Wyoming","82071",51422,"",47380.45,"","2257","","2079.61","","56001","56001",29660
"2244",2014,"University of the District of Columbia",29100,29100,"Washington","District of Columbia","20008",2361,"",2175.44,"","0","","0.00","","11001","11001",47900
"2245",2014,"University of the Pacific",1329,1329,"Stockton","California","95211",4088,"",3766.7,"","122","","112.41","","6077","06077",44700
"2246",2014,"University of the Sciences in Philadelphia",3353,3353,"Philadelphia","Pennsylvania","19104",2922,"",2692.34,"","1085","","999.72","","42101","42101",37980
"2247",2014,"University of the Virgin Islands",8841,8841,"Saint Thomas","Virgin Islands","00802",20371,"",18769.93,"","0","","0.00","","78030","78030",NA
"2248",2014,"Utah State University",3677,3677,"Logan","Utah","84322",169605,"",156274.76,"","4997","","4604.26","","49005","49005",30860
"2249",2014,"Valparaiso University",1842,1842,"Valparaiso","Indiana","46383",1415,"",1303.79,"","1","","0.92","","18127","18127",16980
"2250",2014,"Valparaiso University",1842,1842,"Valparaiso","Indiana","46383",1415,"",1303.79,"","1","","0.92","","18091","18091",33140
"2251",2014,"Valparaiso University",1842,1842,"Valparaiso","Indiana","46383",1415,"",1303.79,"","1","","0.92","","18089","18089",16980
"2252",2014,"Vanderbilt University",3535,3535,"Nashville","Tennessee","37240",683890,"",630139.13,"","30008","","27649.50","","47037","47037",34980
"2253",2014,"Vassar College",2895,2895,"Poughkeepsie","New York","12601",1220,"",1124.11,"","0","","0.00","","36027","36027",35620
"2254",2014,"Villanova University",3388,3388,"Villanova","Pennsylvania","19085",13700,"",12623.24,"","1002","","923.25","","42091","42091",37980
"2255",2014,"Villanova University",3388,3388,"Villanova","Pennsylvania","19085",13700,"",12623.24,"","1002","","923.25","","42045","42045",37980
"2256",2014,"Virginia Commonwealth University",3735,3735,"Richmond","Virginia","23284",201858,"",185992.81,"","7347","","6769.56","","51760","51760",40060
"2257",2014,"Virginia Polytechnic Institute and State University",3754,3754,"Blacksburg","Virginia","24061",513149,"",472817.65,"","28651","","26399.15","","51121","51121",13980
"2258",2014,"Virginia State University",3764,3764,"Petersburg","Virginia","23803",8374,"",7715.84,"","0","","0.00","","51149","51149",40060
"2259",2014,"Virginia State University",3764,3764,"Petersburg","Virginia","23803",8374,"",7715.84,"","0","","0.00","","51053","51053",40060
"2260",2014,"Virginia State University",3764,3764,"Petersburg","Virginia","23803",8374,"",7715.84,"","0","","0.00","","51041","51041",40060
"2261",2014,"Virginia State University",3764,3764,"Petersburg","Virginia","23803",8374,"",7715.84,"","0","","0.00","","51730","51730",40060
"2262",2014,"Wabash College",1844,1844,"Crawfordsvl","Indiana","47933",559,"",515.06,"","0","","0.00","","18011","18011",26900
"2263",2014,"Wabash College",1844,1844,"Crawfordsvl","Indiana","47933",559,"",515.06,"","0","","0.00","","18045","18045",NA
"2264",2014,"Wabash College",1844,1844,"Crawfordsvl","Indiana","47933",559,"",515.06,"","0","","0.00","","18107","18107",18820
"2265",2014,"Wake Forest University",2978,2978,"Winston-Salem","North Carolina","27109",176380,"",162517.28,"","7794","","7181.42","","37067","37067",49180
"2266",2014,"Washington State University",3800,3800,"Pullman","Washington","99164",326414,"",300759.24,"","15713","","14478.02","","53075","53075",39420
"2267",2014,"Washington University in Saint Louis",2520,2520,"St Louis","Missouri","63130",664752,"",612505.3,"","43162","","39769.65","","29510","29510",41180
"2268",2014,"Washington University in Saint Louis",2520,2520,"St Louis","Missouri","63130",664752,"",612505.3,"","43162","","39769.65","","29189","29189",41180
"2269",2014,"Wayne State University",2329,2329,"Detroit","Michigan","48202",218435,"",201266.93,"","3594","","3311.53","","26163","26163",19820
"2270",2014,"Wellesley College",2224,2224,"Wellesley","Massachusetts","02181",10127,"",9331.06,"","262","","241.41","","25021","25021",14460
"2271",2014,"Wesleyan University",1424,1424,"Middletown","Connecticut","06457",7262,"",6691.24,"","169","","155.72","","9007","09007",25540
"2272",2014,"West Chester University of Pennsylvania",3328,3328,"West Chester","Pennsylvania","19383",2793,"",2573.48,"","134","","123.47","","42029","42029",37980
"2273",2014,"West Liberty University",3823,3823,"West Liberty","West Virginia","26074",365,"",336.31,"","32","","29.48","","54069","54069",48540
"2274",2014,"West Texas A&M University",3665,3665,"Canyon","Texas","79016",5407,"",4982.03,"","243","","223.90","","48381","48381",11100
"2275",2014,"West Virginia State University",3826,3826,"Institute","West Virginia","25112",7221,"",6653.46,"","0","","0.00","","54039","54039",16620
"2276",2014,"West Virginia University",3827,3827,"Morgantown","West Virginia","26506",164454,"",151528.61,"","12102","","11150.83","","54061","54061",34060
"2277",2014,"Western Carolina University",2981,2981,"Cullowhee","North Carolina","28723",1048,"",965.63,"","0","","0.00","","37087","37087",11700
"2278",2014,"Western Carolina University",2981,2981,"Cullowhee","North Carolina","28723",1048,"",965.63,"","0","","0.00","","37099","37099",19000
"2279",2014,"Western Illinois University",1780,1780,"Macomb","Illinois","61455",1349,"",1242.97,"","84","","77.40","","17109","17109",31380
"2280",2014,"Western Kentucky University",2002,2002,"Bowling Green","Kentucky","42101",8280,"",7629.23,"","0","","0.00","","21227","21227",14540
"2281",2014,"Western Kentucky University",2002,2002,"Bowling Green","Kentucky","42101",8280,"",7629.23,"","0","","0.00","","21031","21031",14540
"2282",2014,"Western Kentucky University",2002,2002,"Bowling Green","Kentucky","42101",8280,"",7629.23,"","0","","0.00","","21061","21061",14540
"2283",2014,"Western Michigan University and Homer Stryker M.D. School of Medicine",2330,2330,"Kalamazoo","Michigan","49008",18942,"",17453.24,"","1676","","1544.27","","26077","26077",28020
"2284",2014,"Western University of Health Sciences",29133,29133,"Pomona","California","91766",5474,"",5043.77,"","587","","540.86","","6037","06037",31080
"2285",2014,"Western University of Health Sciences",29133,29133,"Pomona","California","91766",5474,"",5043.77,"","587","","540.86","","6071","06071",40140
"2286",2014,"Western Washington University",3802,3802,"Bellingham","Washington","98225",8567,"",7893.67,"","255","","234.96","","53073","53073",13380
"2287",2014,"Wheaton College, Wheaton",1781,1781,"Wheaton","Illinois","60187",1302,"",1199.67,"","17","","15.66","","17043","17043",16980
"2288",2014,"Wheeling Jesuit University",3831,3831,"Wheeling","West Virginia","26003",3253,"",2997.33,"","0","","0.00","","54009","54009",48260
"2289",2014,"Wheeling Jesuit University",3831,3831,"Wheeling","West Virginia","26003",3253,"",2997.33,"","0","","0.00","","54069","54069",48540
"2290",2014,"Wheeling Jesuit University",3831,3831,"Wheeling","West Virginia","26003",3253,"",2997.33,"","0","","0.00","","54051","54051",48540
"2291",2014,"Wichita State University",1950,1950,"Wichita","Kansas","67208",58859,"",54232.93,"","30942","","28510.09","","20173","20173",48620
"2292",2014,"Wiley College",3669,3669,"Marshall","Texas","75670",2220,"",2045.52,"","0","","0.00","","48203","48203",32220
"2293",2014,"Willamette University",3227,3227,"Salem","Oregon","97301",1698,"",1564.54,"","0","","0.00","","41047","41047",41420
"2294",2014,"Williams College",2229,2229,"Williamstown","Massachusetts","01267",4440,"",4091.03,"","0","","0.00","","25003","25003",38340
"2295",2014,"Winthrop University",3456,3456,"Rock Hill","South Carolina","29733",13981,"",12882.15,"","18","","16.59","","45091","45091",16740
"2296",2014,"Woods Hole Oceanographic Institution",2230,2230,"Woods Hole","Massachusetts","02543",220016,"",202723.67,"","8638","","7959.09","","25001","25001",12700
"2297",2014,"Worcester Polytechnic Institute",2233,2233,"Worcester","Massachusetts","01609",29929,"",27576.71,"","925","","852.30","","25027","25027",49340
"2298",2014,"Wright State University",9167,9167,"Dayton","Ohio","45431",54985,"",50663.41,"","1757","","1618.91","","39057","39057",19380
"2299",2014,"Wright State University",9167,9167,"Dayton","Ohio","45431",54985,"",50663.41,"","1757","","1618.91","","39113","39113",19380
"2300",2014,"Xavier University of Louisiana",2032,2032,"New Orleans","Louisiana","70125",9346,"",8611.44,"","0","","0.00","","22071","22071",35380
"2301",2014,"Yale University",1426,1426,"New Haven","Connecticut","06520",772840,"",712098.04,"","37730","","34764.58","","9009","09009",35300
"2302",2014,"Yeshiva University",2903,2903,"New York","New York","10033",306826,"",282710.77,"","2972","","2738.41","","36061","36061",35620
"2303",2014,"Youngstown State University",3145,3145,"Youngstown","Ohio","44555",3464,"",3191.74,"","62","","57.13","","39099","39099",49660
"2304",2015,"A.T. Still University",2477,2477,"Kirksville","Missouri","63501",4571,"",4162.64,"","0","","0.00","","29001","29001",28860
"2305",2015,"Air Force Institute of Technology",3009,3009,"Dayton","Ohio","45433",26866,"",24465.9,"","198","","180.31","","39113","39113",19380
"2306",2015,"Air Force Institute of Technology",3009,3009,"Dayton","Ohio","45433",26866,"",24465.9,"","198","","180.31","","39057","39057",19380
"2307",2015,"Alabama A&M University",1002,1002,"Normal","Alabama","35762",29202,"",26593.21,"","158","","143.88","","1089","01089",26620
"2308",2015,"Alabama State University",1005,1005,"Montgomery","Alabama","36101",2303,"",2097.26,"","0","","0.00","","1101","01101",33860
"2309",2015,"Alaska Pacific University",1061,1061,"Anchorage","Alaska","99508",1246,"",1134.69,"","386","","351.52","","2020","02020",11260
"2310",2015,"Albany College of Pharmacy and Health Sciences",2885,2885,"Albany","New York","12208",2533,"",2306.71,"","634","","577.36","","36001","36001",10580
"2311",2015,"Albany Medical College",2887,2887,"Albany","New York","12208",18043,"",16431.11,"","3423","","3117.20","","36001","36001",10580
"2312",2015,"Albany State University",1544,1544,"Albany","Georgia","31705",1356,"",1234.86,"","56","","51.00","","13095","13095",10500
"2313",2015,"Albany State University",1544,1544,"Albany","Georgia","31705",1356,"",1234.86,"","56","","51.00","","13321","13321",10500
"2314",2015,"Albany State University",1544,1544,"Albany","Georgia","31705",1356,"",1234.86,"","56","","51.00","","13205","13205",NA
"2315",2015,"Alcorn State University",2396,2396,"Lorman","Mississippi","39096",9396,"",8556.6,"","178","","162.10","","28063","28063",NA
"2316",2015,"Alcorn State University",2396,2396,"Lorman","Mississippi","39096",9396,"",8556.6,"","178","","162.10","","28021","28021",46980
"2317",2015,"Alfred University",8775,8775,"Alfred","New York","14802",5193,"",4729.08,"","851","","774.97","","36003","36003",NA
"2318",2015,"American Samoa Community College",10010,10010,"Pago Pago","American Samoa","96799",1337,"",1217.56,"","0","","0.00","","60010","60010",NA
"2319",2015,"American University",1434,1434,"Washington","District of Columbia","20016",58325,"",53114.47,"","721","","656.59","","11001","11001",47900
"2320",2015,"Amherst College",2115,2115,"Amherst","Massachusetts","01002",4412,"",4017.85,"","0","","0.00","","25015","25015",44140
"2321",2015,"Amherst College",2115,2115,"Amherst","Massachusetts","01002",4412,"",4017.85,"","0","","0.00","","25011","25011",24640
"2322",2015,"Appalachian State University",2906,2906,"Boone","North Carolina","28608",3878,"",3531.55,"","350","","318.73","","37189","37189",14380
"2323",2015,"Arizona State University",1081,1081,"Tempe","Arizona","85287",458412,"",417459.25,"","14312","","13033.42","","4013","04013",38060
"2324",2015,"Arkansas State University, Jonesboro",1090,8701,"State Univ","Arkansas","72467",8453,"",7697.84,"","9","","8.20","","5031","05031",27860
"2325",2015,"Auburn University, Auburn",1009,1009,"Auburn Univ","Alabama","36849",135899,"",123758.31,"","6165","","5614.24","","1081","01081",12220
"2326",2015,"Auburn University, Auburn",1009,1009,"Auburn Univ","Alabama","36849",135899,"",123758.31,"","6165","","5614.24","","1123","01123",NA
"2327",2015,"Augsburg College",2334,2334,"Minneapolis","Minnesota","55454",1193,"",1086.42,"","5","","4.55","","27053","27053",33460
"2328",2015,"Augusta University",102017,102017,"Augusta","Georgia","30912",67737,"",61685.64,"","2778","","2529.82","","13245","13245",12260
"2329",2015,"Augustana College, Sioux Falls",3458,3458,"Sioux Falls","South Dakota","57197",782,"",712.14,"","95","","86.51","","46099","46099",43620
"2330",2015,"Austin Peay State University",3478,3478,"Clarksville","Tennessee","37044",2113,"",1924.23,"","71","","64.66","","47125","47125",17300
"2331",2015,"Azusa Pacific University",1117,1117,"Azusa","California","91702",7521,"",6849.1,"","2","","1.82","","6037","06037",31080
"2332",2015,"Ball State University",1786,1786,"Muncie","Indiana","47306",10548,"",9605.68,"","522","","475.37","","18035","18035",34620
"2333",2015,"Barnard College",2708,2708,"New York","New York","10027",2916,"",2655.5,"","126","","114.74","","36061","36061",35620
"2334",2015,"Barry University",1466,1466,"Miami","Florida","33161",762,"",693.93,"","314","","285.95","","12086","12086",33100
"2335",2015,"Bastyr University",29361,29361,"Seattle","Washington","98105",1409,"",1283.13,"","4","","3.64","","53033","53033",42660
"2336",2015,"Bates College",2036,2036,"Lewiston","Maine","04240",2791,"",2541.66,"","19","","17.30","","23001","23001",30340
"2337",2015,"Baylor College of Medicine",4949,4949,"Houston","Texas","77030",520220,"",473745.56,"","16083","","14646.21","","48201","48201",26420
"2338",2015,"Baylor University",3545,6967,"Waco","Texas","76798",24642,"",22440.58,"","1719","","1565.43","","48309","48309",47380
"2339",2015,"Benedict College",3420,3420,"Columbia","South Carolina","29204",1373,"",1250.34,"","0","","0.00","","45079","45079",17900
"2340",2015,"Black Hills State University",3459,3459,"Spearfish","South Dakota","57783",2430,"",2212.91,"","25","","22.77","","46081","46081",43940
"2341",2015,"Black Hills State University",3459,3459,"Spearfish","South Dakota","57783",2430,"",2212.91,"","25","","22.77","","46019","46019",NA
"2342",2015,"Boise State University",1616,1616,"Boise","Idaho","83725",31341,"",28541.12,"","247","","224.93","","16001","16001",14260
"2343",2015,"Boston College",2128,2128,"Chestnut Hill","Massachusetts","02167",47761,"",43494.22,"","303","","275.93","","25017","25017",14460
"2344",2015,"Boston University",2130,2130,"Boston","Massachusetts","02215",388336,"",353643.57,"","9964","","9073.85","","25021","25021",14460
"2345",2015,"Boston University",2130,2130,"Boston","Massachusetts","02215",388336,"",353643.57,"","9964","","9073.85","","25025","25025",14460
"2346",2015,"Bowdoin College",2038,2038,"Brunswick","Maine","04011",2991,"",2723.8,"","2","","1.82","","23005","23005",38860
"2347",2015,"Bowdoin College",2038,2038,"Brunswick","Maine","04011",2991,"",2723.8,"","2","","1.82","","23023","23023",38860
"2348",2015,"Bowie State University",2062,2062,"Bowie","Maryland","20715",1497,"",1363.26,"","0","","0.00","","24033","24033",47900
"2349",2015,"Bowling Green State University",8796,8796,"Bowling Green","Ohio","43402",7995,"",7280.76,"","63","","57.37","","39173","39173",45780
"2350",2015,"Bradley University",1641,1641,"Peoria","Illinois","61625",1499,"",1365.09,"","800","","728.53","","17143","17143",37900
"2351",2015,"Brandeis University",2133,2133,"Waltham","Massachusetts","02254",74700,"",68026.59,"","5393","","4911.21","","25017","25017",14460
"2352",2015,"Brigham Young University, Provo",12305,12305,"Provo","Utah","84601",39126,"",35630.63,"","4468","","4068.85","","49049","49049",39340
"2353",2015,"Brown University",3401,3401,"Providence","Rhode Island","02912",342040,"",311483.47,"","3197","","2911.39","","44007","44007",39300
"2354",2015,"Bryn Mawr College",3237,3237,"Bryn Mawr","Pennsylvania","19010",11692,"",10647.48,"","2","","1.82","","42091","42091",37980
"2355",2015,"Bryn Mawr College",3237,3237,"Bryn Mawr","Pennsylvania","19010",11692,"",10647.48,"","2","","1.82","","42045","42045",37980
"2356",2015,"Bucknell University",3238,3238,"Lewisburg","Pennsylvania","17837",4140,"",3770.15,"","434","","395.23","","42119","42119",30260
"2357",2015,"CUNY, Baruch College",4766,4766,"New York","New York","10010",2451,"",2232.04,"","135","","122.94","","36061","36061",35620
"2358",2015,"CUNY, Brooklyn College",2687,2687,"Brooklyn","New York","11210",9091,"",8278.85,"","191","","173.94","","36047","36047",35620
"2359",2015,"CUNY, City College",2688,2688,"New York","New York","10031",53223,"",48468.26,"","1683","","1532.65","","36061","36061",35620
"2360",2015,"CUNY, College of Staten Island",4760,29040,"Staten Island","New York","10301",3060,"",2786.63,"","282","","256.81","","36085","36085",35620
"2361",2015,"CUNY, Graduate Center",4063,4063,"New York","New York","10036",6175,"",5623.35,"","5","","4.55","","36061","36061",35620
"2362",2015,"CUNY, Hunter College",2689,2689,"New York","New York","10021",36368,"",33119.02,"","212","","193.06","","36061","36061",35620
"2363",2015,"CUNY, John Jay C. of Criminal Justice",2693,2693,"New York","New York","10019",8689,"",7912.76,"","2371","","2159.18","","36061","36061",35620
"2364",2015,"CUNY, Lehman College",7022,7022,"Bronx","New York","10468",3130,"",2850.38,"","51","","46.44","","36005","36005",35620
"2365",2015,"CUNY, Medgar Evers College",10097,10097,"Brooklyn","New York","11225",970,"",883.34,"","0","","0.00","","36047","36047",35620
"2366",2015,"CUNY, Queens College",2690,2690,"Flushing","New York","11367",19092,"",17386.39,"","193","","175.76","","36081","36081",35620
"2367",2015,"CUNY, The Advanced Science Research Center",102060,102060,"New York","New York","10031",569,"",518.17,"","0","","0.00","","36061","36061",35620
"2368",2015,"CUNY, York College",4759,4759,"Jamaica","New York","11451",716,"",652.04,"","0","","0.00","","36081","36081",35620
"2369",2015,"CUNY, system office",2686,2686,"New York","New York","10021",1782,"",1622.8,"","0","","0.00","","36061","36061",35620
"2370",2015,"California Institute of Technology",1131,1131,"Pasadena","California","91125",374424,"",340974.41,"","13054","","11887.81","","6037","06037",31080
"2371",2015,"California Maritime Academy, The",1134,1134,"Vallejo","California","94590",1542,"",1404.24,"","1359","","1237.59","","6095","06095",46700
"2372",2015,"California Polytechnic State University, San Luis Obispo",1143,1143,"Sn Luis Obispo","California","93407",16312,"",14854.75,"","1163","","1059.10","","6079","06079",42020
"2373",2015,"California State Polytechnic University, Pomona",1144,1144,"Pomona","California","91768",4611,"",4199.07,"","410","","373.37","","6037","06037",31080
"2374",2015,"California State University, Bakersfield",7993,7993,"Bakersfield","California","93311",3192,"",2906.84,"","22","","20.03","","6029","06029",12540
"2375",2015,"California State University, Channel Islands",39803,39803,"Camarillo","California","93012",1949,"",1774.88,"","0","","0.00","","6111","06111",37100
"2376",2015,"California State University, Chico",1146,1146,"Chico","California","95929",1837,"",1672.89,"","65","","59.19","","6007","06007",17020
"2377",2015,"California State University, Dominguez Hills",1141,1141,"Carson","California","90747",2557,"",2328.57,"","0","","0.00","","6037","06037",31080
"2378",2015,"California State University, Fresno",1147,1147,"Fresno","California","93740",8624,"",7853.57,"","176","","160.28","","6019","06019",23420
"2379",2015,"California State University, Fullerton",1137,1137,"Fullerton","California","92634",5611,"",5109.73,"","93","","84.69","","06059","06059",31080
"2380",2015,"California State University, Long Beach",1139,1139,"Long Beach","California","90840",8830,"",8041.16,"","599","","545.49","","6037","06037",31080
"2381",2015,"California State University, Los Angeles",1140,1140,"Los Angeles","California","90032",5010,"",4562.43,"","0","","0.00","","6037","06037",31080
"2382",2015,"California State University, Monterey Bay",30114,30114,"Seaside","California","93995",5492,"",5001.37,"","19","","17.30","","06053","06053",41500
"2383",2015,"California State University, Northridge",1153,1153,"Northridge","California","91330",13333,"",12141.88,"","135","","122.94","","6037","06037",31080
"2384",2015,"California State University, Sacramento",1150,1150,"Sacramento","California","95819",17930,"",16328.2,"","699","","636.55","","6067","06067",40900
"2385",2015,"California State University, San Bernardino",1142,1142,"Sn Bernardino","California","92407",15317,"",13948.64,"","52","","47.35","","6071","06071",40140
"2386",2015,"California State University, San Marcos",30113,30113,"San Marcos","California","92096",6432,"",5857.39,"","3","","2.73","","6073","06073",41740
"2387",2015,"California State University, Stanislaus",1157,1157,"Turlock","California","95380",1080,"",983.52,"","371","","337.86","","6099","06099",33700
"2388",2015,"California State University, Stanislaus",1157,1157,"Turlock","California","95380",1080,"",983.52,"","371","","337.86","","6047","06047",32900
"2389",2015,"Calvin College",2241,2241,"Grand Rapids","Michigan","49506",2430,"i",2212.91,"i","56","i","51.00","i","26081","26081",24340
"2390",2015,"Carleton College",2340,2340,"Northfield","Minnesota","55057",6746,"",6143.34,"","0","","0.00","","27131","27131",22060
"2391",2015,"Carleton College",2340,2340,"Northfield","Minnesota","55057",6746,"",6143.34,"","0","","0.00","","27037","27037",33460
"2392",2015,"Carleton College",2340,2340,"Northfield","Minnesota","55057",6746,"",6143.34,"","0","","0.00","","27049","27049",39860
"2393",2015,"Carnegie Mellon University",3242,3242,"Pittsburgh","Pennsylvania","15213",242004,"",220384.3,"","22833","","20793.19","","42003","42003",38300
"2394",2015,"Case Western Reserve University",3024,3024,"Cleveland","Ohio","44106",401527,"",365656.13,"","10782","","9818.78","","39035","39035",17460
"2395",2015,"Catholic University of America, The",1437,1437,"Washington","District of Columbia","20064",24265,"",22097.26,"","503","","458.06","","11001","11001",47900
"2396",2015,"Central Connecticut State University",1378,1378,"New Britain","Connecticut","06050",1259,"",1146.53,"","8","","7.29","","9003","09003",25540
"2397",2015,"Central Michigan University",2243,2243,"Mt Pleasant","Michigan","48859",12880,"",11729.35,"","180","","163.92","","26073","26073",34380
"2398",2015,"Central State University",3026,3026,"Wilberforce","Ohio","45384",1508,"",1373.28,"","0","","0.00","","39057","39057",19380
"2399",2015,"Central Washington University",3771,3771,"Ellensburg","Washington","98926",2581,"",2350.42,"","203","","184.86","","53037","53037",21260
"2400",2015,"Chapman University",1164,1164,"Orange","California","92666",5353,"",4874.78,"","89","","81.05","","06059","06059",31080
"2401",2015,"Charles R. Drew University of Medicine and Science",166,166,"Los Angeles","California","90059",14128,"",12865.86,"","0","","0.00","","6037","06037",31080
"2402",2015,"Christopher Newport University",3706,3706,"Newport News","Virginia","23606",1208,"",1100.08,"","43","","39.16","","51700","51700",47260
"2403",2015,"Claflin University",3424,3424,"Orangeburg","South Carolina","29115",1255,"",1142.88,"","34","","30.96","","45075","45075",36700
"2404",2015,"Claremont Graduate University",1169,1169,"Claremont","California","91711",10146,"i",9239.6,"i","62","i","56.46","i","6037","06037",31080
"2405",2015,"Clark Atlanta University",1559,1559,"Atlanta","Georgia","30314",9945,"",9056.55,"","58","","52.82","","13121","13121",12060
"2406",2015,"Clark University",2139,2139,"Worcester","Massachusetts","01610",7050,"",6420.18,"","365","","332.39","","25027","25027",49340
"2407",2015,"Clarkson University",2699,2699,"Potsdam","New York","13676",13406,"",12208.36,"","1509","","1374.19","","36089","36089",36300
"2408",2015,"Clemson University",3425,3425,"Clemson","South Carolina","29634",171215,"",155919.32,"","18265","","16633.28","","45077","45077",24860
"2409",2015,"Cleveland State University",3032,3032,"Cleveland","Ohio","44115",57662,"",52510.7,"","4069","","3705.49","","39035","39035",17460
"2410",2015,"Coastal Carolina University",3451,3451,"Conway","South Carolina","29526",1862,"",1695.66,"","0","","0.00","","45051","45051",34820
"2411",2015,"Colby College",2039,2039,"Waterville","Maine","04901",1748,"",1591.84,"","0","","0.00","","23011","23011",12300
"2412",2015,"Cold Spring Harbor Laboratory",34563,34563,"Cold Spring Har","New York","11724",84653,"",77090.43,"","3906","","3557.05","","36103","36103",35620
"2413",2015,"Cold Spring Harbor Laboratory",34563,34563,"Cold Spring Har","New York","11724",84653,"",77090.43,"","3906","","3557.05","","36059","36059",35620
"2414",2015,"Colgate University",2701,2701,"Hamilton","New York","13346",2721,"",2477.92,"","0","","0.00","","36053","36053",45060
"2415",2015,"College of Charleston",3428,3428,"Charleston","South Carolina","29424",10607,"",9659.41,"","407","","370.64","","45019","45019",16700
"2416",2015,"College of Saint Benedict",2341,2341,"Saint Joseph","Minnesota","56374",1179,"",1073.67,"","0","","0.00","","27145","27145",41060
"2417",2015,"College of William and Mary",8828,8828,"Williamsburg","Virginia","23185",61554,"",56055,"","1262","","1149.26","","51830","51830",47260
"2418",2015,"College of William and Mary",8828,8828,"Williamsburg","Virginia","23185",61554,"",56055,"","1262","","1149.26","","51036","51036",40060
"2419",2015,"College of William and Mary",8828,8828,"Williamsburg","Virginia","23185",61554,"",56055,"","1262","","1149.26","","51199","51199",47260
"2420",2015,"College of William and Mary",8828,8828,"Williamsburg","Virginia","23185",61554,"",56055,"","1262","","1149.26","","51095","51095",47260
"2421",2015,"College of Wooster, The",3037,3037,"Wooster","Ohio","44691",1245,"i",1133.78,"i","0","i","0.00","i","39005","39005",11740
"2422",2015,"College of Wooster, The",3037,3037,"Wooster","Ohio","44691",1245,"i",1133.78,"i","0","i","0.00","i","39169","39169",49300
"2423",2015,"Colorado College",1347,1347,"Colorado Spg","Colorado","80903",2247,"",2046.26,"","0","","0.00","","8041","08041",17820
"2424",2015,"Colorado School of Mines",1348,1348,"Golden","Colorado","80401",58349,"",53136.33,"","16570","","15089.70","","8059","08059",19740
"2425",2015,"Colorado State University, Fort Collins",1350,1350,"Fort Collins","Colorado","80523",317219,"",288879.88,"","11345","","10331.48","","8069","08069",22660
"2426",2015,"Columbia University in the City of New York",2707,2707,"New York","New York","10027",868159,"",790601.04,"","39629","","36088.70","","36061","36061",35620
"2427",2015,"Columbia University, Teachers College",3979,3979,"New York","New York","10027",23269,"",21190.24,"","299","","272.29","","36061","36061",35620
"2428",2015,"Commonwealth Medical College, The",667004,667004,"Scranton","Pennsylvania","18509",2171,"",1977.05,"","16","","14.57","","42069","42069",42540
"2429",2015,"Connecticut College",1379,1379,"New London","Connecticut","06320",1900,"",1730.26,"","0","","0.00","","9011","09011",35980
"2430",2015,"Cornell University",8779,8779,"Ithaca","New York","14850",954412,"",869148.53,"","40690","","37054.91","","36109","36109",27060
"2431",2015,"Creighton University",2542,2542,"Omaha","Nebraska","68178",23825,"",21696.57,"","3435","","3128.13","","31055","31055",36540
"2432",2015,"Dakota State University",3463,3463,"Madison","South Dakota","57042",1152,"",1049.08,"","118","","107.46","","46079","46079",NA
"2433",2015,"Dakota State University",3463,3463,"Madison","South Dakota","57042",1152,"",1049.08,"","118","","107.46","","46099","46099",43620
"2434",2015,"Dakota State University",3463,3463,"Madison","South Dakota","57042",1152,"",1049.08,"","118","","107.46","","46087","46087",43620
"2435",2015,"Dartmouth College",2573,2573,"Hanover","New Hampshire","03755",209646,"",190917.04,"","6621","","6029.51","","33009","33009",17200
