GeoType,ID Code,U.S. Regional Title,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
Micropolitan Statistical Area,223860,"Georgetown, SC",1,4,3,2,0,2,2,1,0,1,2,7,6,6,7,5,49
Micropolitan Statistical Area,232980,"Merrill, WI",3,2,3,3,2,3,6,2,2,3,3,4,2,3,4,4,49
Micropolitan Statistical Area,217220,"Clarksburg, WV",2,3,1,6,3,2,3,4,7,2,4,4,2,2,1,2,48
Micropolitan Statistical Area,218460,"Cornelia, GA",1,4,2,4,5,1,0,1,2,3,5,5,5,2,3,5,48
Micropolitan Statistical Area,225740,"Helena, MT",1,7,4,3,2,2,4,0,5,2,3,3,6,0,3,3,48
Micropolitan Statistical Area,230380,"Lewistown, PA",5,3,0,3,3,2,3,3,2,5,2,2,4,5,3,3,48
Micropolitan Statistical Area,232380,"Mason City, IA",4,6,4,2,1,1,4,0,0,0,2,2,7,0,7,8,48
Micropolitan Statistical Area,217940,"Columbia, TN",2,1,4,1,3,2,5,2,2,2,6,2,3,2,5,5,47
Micropolitan Statistical Area,219860,"Dickinson, ND",3,2,4,0,1,2,5,5,1,1,5,2,3,7,2,4,47
Micropolitan Statistical Area,221380,"Emporia, KS",0,2,8,4,5,4,4,2,3,1,4,0,3,3,1,3,47
Micropolitan Statistical Area,238380,"Plainview, TX",4,3,3,4,2,4,6,2,1,4,4,0,0,0,7,3,47
Micropolitan Statistical Area,246460,"Union City, TN-KY",1,2,1,0,2,2,6,0,1,0,2,7,1,7,8,7,47
Micropolitan Statistical Area,214820,"Brevard, NC",1,5,5,4,1,2,2,4,1,2,5,1,1,6,2,3,45
Micropolitan Statistical Area,223940,"Gillette, WY",5,4,0,1,4,1,3,5,3,2,3,4,6,1,2,1,45
Micropolitan Statistical Area,233940,"Montrose, CO",5,6,2,4,3,1,1,2,2,1,4,5,2,2,1,4,45
Micropolitan Statistical Area,223780,"Garden City, KS",5,2,2,1,2,1,2,3,1,5,2,2,3,6,4,3,44
Micropolitan Statistical Area,242900,"Seneca Falls, NY",5,10,2,3,2,5,1,0,1,3,1,1,2,1,2,5,44
Micropolitan Statistical Area,243320,"Show Low, AZ",3,1,4,2,3,1,6,2,0,4,2,3,4,5,3,2,44
Micropolitan Statistical Area,245620,"Thomasville, GA",6,4,4,7,5,2,3,1,1,3,0,2,2,2,2,0,44
Micropolitan Statistical Area,230260,"Lewisburg, PA",4,4,6,3,2,0,2,0,2,3,3,3,2,3,1,5,43
Micropolitan Statistical Area,232220,"Marshall, TX",1,3,4,2,2,2,2,1,3,0,2,1,4,9,2,5,43
Micropolitan Statistical Area,240740,"Roswell, NM",5,2,3,2,6,1,1,2,1,0,4,5,2,5,3,1,43
Micropolitan Statistical Area,245340,"Taos, NM",1,1,1,3,5,4,7,2,3,1,3,2,3,6,0,1,43
Micropolitan Statistical Area,247820,"Washington, NC",3,4,3,0,6,1,3,2,1,1,0,3,3,5,4,4,43
Micropolitan Statistical Area,249060,"Winfield, KS",2,1,0,5,3,5,0,3,2,3,5,4,2,3,4,1,43
Micropolitan Statistical Area,233620,"Moberly, MO",11,3,3,5,0,4,4,1,0,1,1,1,1,2,2,3,42
Micropolitan Statistical Area,244980,"Sunbury, PA",3,5,2,2,2,2,2,0,4,2,5,1,3,3,3,3,42
Micropolitan Statistical Area,215340,"Bucyrus, OH",3,5,4,5,0,2,3,1,3,3,4,1,1,3,1,2,41
Micropolitan Statistical Area,218300,"Coos Bay, OR",3,1,5,2,2,2,3,2,2,3,3,3,3,3,3,1,41
Micropolitan Statistical Area,232140,"Marshall, MN",5,1,4,2,4,2,1,3,2,3,4,2,2,1,2,3,41
Micropolitan Statistical Area,239940,"Rexburg, ID",0,2,1,1,2,0,0,3,1,0,3,4,4,9,7,4,41
Micropolitan Statistical Area,246820,"Vermillion, SD",4,5,3,5,1,2,4,3,2,2,1,1,2,1,0,5,41
Micropolitan Statistical Area,211940,"Athens, TN",5,3,2,2,3,5,2,5,0,1,1,1,2,2,2,4,40
Micropolitan Statistical Area,221580,"Espanola, NM",3,2,3,5,3,1,2,2,4,0,5,1,1,4,2,2,40
Micropolitan Statistical Area,233060,"Miami, OK",1,7,1,6,0,3,5,2,1,3,1,1,2,1,5,1,40
Micropolitan Statistical Area,214620,"Bradford, PA",3,4,1,0,5,4,2,3,2,3,1,2,3,1,4,1,39
Micropolitan Statistical Area,218940,"Crowley, LA",1,4,3,0,2,2,3,1,3,3,4,1,1,1,3,7,39
Micropolitan Statistical Area,222280,"Fernley, NV",1,0,3,3,2,4,5,1,4,2,2,3,2,3,1,3,39
Micropolitan Statistical Area,240780,"Russellville, AR",4,5,4,4,1,1,2,1,1,3,0,1,4,1,2,5,39
Micropolitan Statistical Area,240940,"Safford, AZ",0,1,1,1,2,4,0,2,8,1,5,4,4,2,1,3,39
Micropolitan Statistical Area,222700,"Fort Dodge, IA",0,0,3,1,2,2,2,4,6,2,3,4,2,1,3,3,38
Micropolitan Statistical Area,229860,"Laurel, MS",2,5,7,4,1,1,2,0,2,3,4,1,3,0,1,2,38
Micropolitan Statistical Area,230900,"Logansport, IN",3,5,3,0,3,5,1,3,1,5,1,2,1,3,0,2,38
Micropolitan Statistical Area,210620,"Albemarle, NC",0,4,4,2,5,1,0,1,1,1,1,0,4,5,3,5,37
Micropolitan Statistical Area,217700,"Coffeyville, KS",6,1,4,1,2,0,1,2,2,0,1,3,2,5,5,2,37
Micropolitan Statistical Area,218740,"Coshocton, OH",1,2,3,2,2,1,2,4,5,3,2,3,2,1,2,2,37
Micropolitan Statistical Area,231580,"Madisonville, KY",4,3,5,1,1,2,4,1,4,1,1,1,3,2,3,1,37
Micropolitan Statistical Area,242500,"Scottsburg, IN",6,4,4,5,1,3,5,1,0,2,0,0,1,2,2,1,37
Micropolitan Statistical Area,210020,"Abbeville, LA",11,3,3,2,1,3,1,1,0,2,1,3,3,1,0,1,36
Micropolitan Statistical Area,215420,"Burley, ID",2,2,1,2,3,2,1,2,3,3,2,4,1,2,1,5,36
Micropolitan Statistical Area,222840,"Fort Payne, AL",0,0,8,6,4,1,3,1,0,2,2,2,2,2,2,1,36
Micropolitan Statistical Area,235900,"North Wilkesboro, NC",4,0,1,0,6,2,1,0,3,3,3,2,2,5,2,2,36
Micropolitan Statistical Area,243060,"Shawnee, OK",2,3,3,2,1,2,2,2,2,5,6,1,0,0,3,2,36
Micropolitan Statistical Area,243260,"Sheridan, WY",0,1,3,1,3,1,0,0,2,3,3,2,4,6,5,2,36
Micropolitan Statistical Area,215220,"Brownwood, TX",1,1,3,5,1,2,1,5,1,2,2,2,2,4,1,2,35
Micropolitan Statistical Area,215740,"Cambridge, OH",0,1,4,2,3,0,1,2,6,2,5,4,1,2,1,1,35
Micropolitan Statistical Area,220540,"Dyersburg, TN",2,1,6,2,0,0,0,0,1,0,3,4,1,4,9,2,35
Micropolitan Statistical Area,234500,"Mount Vernon, IL",4,0,2,1,4,4,0,0,1,1,2,1,1,3,8,3,35
Micropolitan Statistical Area,249780,"Zanesville, OH",3,7,3,5,1,5,0,0,3,0,1,0,0,3,3,1,35
Micropolitan Statistical Area,214300,"Bonham, TX",0,2,2,3,2,3,2,2,1,1,2,2,1,3,4,4,34
Micropolitan Statistical Area,219020,"Culpeper, VA",2,1,0,3,1,2,4,1,3,3,0,1,2,1,4,6,34
Micropolitan Statistical Area,220900,"El Campo, TX",3,4,2,4,1,4,5,1,0,2,3,1,2,1,1,0,34
Micropolitan Statistical Area,221740,"Evanston, WY",0,2,2,4,1,1,2,0,4,2,2,6,3,4,0,1,34
Micropolitan Statistical Area,231260,"Lufkin, TX",2,1,2,4,1,1,1,1,3,2,1,3,5,2,2,3,34
Micropolitan Statistical Area,235220,"New Castle, IN",3,3,5,3,3,1,1,0,2,2,0,2,2,0,2,5,34
Micropolitan Statistical Area,239220,"Price, UT",2,1,2,0,3,1,0,2,0,4,1,6,3,5,1,3,34
Micropolitan Statistical Area,246860,"Vernal, UT",0,2,1,2,2,0,2,8,1,3,2,1,1,1,3,5,34
Micropolitan Statistical Area,245540,"The Villages, FL",2,0,2,3,4,3,3,2,1,1,3,2,1,3,4,5,34
Micropolitan Statistical Area,215660,"Calhoun, GA",2,1,2,3,1,2,4,1,1,0,2,5,1,3,3,2,33
Micropolitan Statistical Area,221260,"Ellensburg, WA",3,2,0,1,1,1,2,3,2,1,3,3,1,3,1,6,33
Micropolitan Statistical Area,225300,"Hannibal, MO",5,3,3,1,2,2,0,0,0,1,4,2,5,4,1,0,33
Micropolitan Statistical Area,225580,"Hastings, NE",2,2,3,3,1,2,2,3,3,4,1,0,3,1,1,2,33
Micropolitan Statistical Area,227020,"Iron Mountain, MI-WI",2,3,1,2,0,1,4,1,3,1,3,2,1,2,2,5,33
Micropolitan Statistical Area,232660,"McMinnville, TN",2,0,2,3,2,1,3,3,2,2,2,3,1,0,3,4,33
Micropolitan Statistical Area,235700,"Nogales, AZ",1,6,4,3,2,1,4,2,4,0,0,1,2,2,1,0,33
Micropolitan Statistical Area,237220,"Pahrump, NV",1,3,2,4,1,0,3,1,2,1,3,0,5,2,1,4,33
Micropolitan Statistical Area,242420,"Scottsbluff, NE",7,3,3,1,1,0,1,1,0,2,1,1,1,4,4,3,33
Micropolitan Statistical Area,245740,"Toccoa, GA",4,0,2,2,6,6,0,4,4,0,0,2,1,1,0,1,33
Micropolitan Statistical Area,248180,"Waycross, GA",0,0,1,1,4,3,9,4,2,1,2,1,0,2,1,2,33
Micropolitan Statistical Area,210460,"Alamogordo, NM",3,1,1,2,0,0,4,1,2,0,2,4,2,2,6,2,32
Micropolitan Statistical Area,217380,"Cleveland, MS",7,0,0,0,1,1,1,4,2,3,0,2,0,3,6,2,32
Micropolitan Statistical Area,233500,"Minot, ND",2,6,1,0,2,2,2,0,2,1,1,0,5,2,3,3,32
Micropolitan Statistical Area,213060,"Bay City, TX",1,3,2,1,1,4,3,3,0,1,1,4,1,2,3,1,31
Micropolitan Statistical Area,214780,"Brenham, TX",3,2,5,0,0,2,1,2,1,1,4,2,4,0,3,1,31
Micropolitan Statistical Area,220140,"Dublin, GA",3,2,4,2,2,3,1,1,0,1,2,1,2,3,4,0,31
Micropolitan Statistical Area,225700,"Hays, KS",0,2,2,1,1,2,3,2,1,0,1,2,7,3,3,1,31
Micropolitan Statistical Area,244500,"Stephenville, TX",4,0,1,4,3,0,0,2,3,1,1,1,4,2,2,3,31
Micropolitan Statistical Area,210100,"Aberdeen, SD",1,1,2,2,2,3,4,0,2,0,0,1,3,2,2,5,30
Micropolitan Statistical Area,233580,"Mitchell, SD",3,3,1,1,2,0,2,1,0,1,4,1,3,5,2,1,30
Micropolitan Statistical Area,243940,"Spearfish, SD",1,2,1,2,0,1,4,4,2,2,1,3,2,2,1,2,30
Micropolitan Statistical Area,248780,"Williston, ND",3,2,2,2,1,4,1,0,3,0,0,2,5,0,0,5,30
Micropolitan Statistical Area,214220,"Bogalusa, LA",0,1,1,1,5,1,4,1,0,2,2,2,3,3,1,2,29
Micropolitan Statistical Area,219980,"Dodge City, KS",1,5,1,2,1,4,0,2,2,1,0,0,2,2,3,3,29
Micropolitan Statistical Area,221020,"Elizabeth City, NC",0,1,2,2,0,2,0,2,0,0,2,3,3,1,4,7,29
Micropolitan Statistical Area,233300,"Milledgeville, GA",5,5,4,4,0,0,1,1,0,1,1,3,0,3,1,0,29
Micropolitan Statistical Area,233380,"Minden, LA",1,4,1,3,3,1,0,3,2,1,2,0,3,5,0,0,29
Micropolitan Statistical Area,239780,"Red Bluff, CA",1,2,1,1,0,0,0,1,3,1,2,2,3,4,5,3,29
Micropolitan Statistical Area,243180,"Shelbyville, TN",0,3,2,0,3,0,2,2,1,2,3,5,2,2,1,1,29
Micropolitan Statistical Area,220460,"Durant, OK",1,4,4,2,3,1,3,1,0,2,1,1,1,0,2,2,28
Micropolitan Statistical Area,221220,"Elko, NV",2,1,4,1,5,0,1,2,1,0,0,3,2,0,3,3,28
Micropolitan Statistical Area,221420,"Enid, OK",2,2,0,1,2,2,1,0,3,0,3,1,4,1,4,2,28
Micropolitan Statistical Area,221900,"Fairmont, WV",2,1,1,0,2,0,2,1,0,3,2,1,3,4,5,1,28
Micropolitan Statistical Area,229780,"Las Vegas, NM",2,3,0,2,4,2,3,4,4,0,2,1,1,1,0,0,28
Micropolitan Statistical Area,235580,"New Ulm, MN",4,1,3,1,3,3,1,2,1,4,1,1,1,0,1,1,28
Micropolitan Statistical Area,237540,"Paris, TN",3,2,4,3,1,1,4,0,3,2,1,1,0,1,1,1,28
Micropolitan Statistical Area,211860,"Atchison, KS",2,2,0,5,4,3,5,2,0,0,0,2,0,0,1,1,27
Micropolitan Statistical Area,214180,"Blytheville, AR",3,1,3,3,1,1,0,0,1,1,2,1,2,4,2,2,27
Micropolitan Statistical Area,218900,"Crossville, TN",0,4,0,4,2,3,3,1,2,2,1,0,1,3,0,1,27
Micropolitan Statistical Area,227700,"Jesup, GA",1,1,0,2,3,2,7,3,2,1,1,0,1,2,0,1,27
Micropolitan Statistical Area,213660,"Big Rapids, MI",2,0,7,1,1,1,4,1,1,1,4,2,1,0,0,0,26
Micropolitan Statistical Area,216100,"Carlsbad-Artesia, NM",1,1,1,0,3,2,3,3,2,0,0,1,1,5,1,2,26
Micropolitan Statistical Area,227380,"Jacksonville, TX",5,3,4,2,3,1,2,0,2,1,0,0,2,0,1,0,26
Micropolitan Statistical Area,228620,"Kill Devil Hills, NC",2,1,0,2,2,3,1,1,1,0,0,0,5,4,3,1,26
Micropolitan Statistical Area,211580,"Arcadia, FL",2,1,1,2,3,2,4,1,0,0,1,1,3,2,2,0,25
Micropolitan Statistical Area,216460,"Centralia, IL",3,1,0,0,0,1,0,0,1,5,1,2,3,2,4,2,25
Micropolitan Statistical Area,224460,"Great Bend, KS",4,2,3,0,1,3,2,1,0,0,2,2,1,3,1,0,25
Micropolitan Statistical Area,230060,"Lebanon, MO",2,0,2,1,3,4,1,0,1,1,0,3,2,1,3,1,25
Micropolitan Statistical Area,237500,"Paragould, AR",8,2,1,2,0,1,2,0,2,0,4,0,1,2,0,0,25
Micropolitan Statistical Area,242460,"Scottsboro, AL",4,0,1,2,0,1,2,2,1,0,2,4,1,1,2,2,25
Micropolitan Statistical Area,246780,"Van Wert, OH",1,3,3,3,1,1,1,2,1,1,1,1,1,0,1,4,25
Micropolitan Statistical Area,248220,"Weatherford, OK",1,0,4,3,1,0,2,0,0,0,2,0,1,2,1,8,25
Micropolitan Statistical Area,210760,"Alexander City, AL",1,1,2,0,0,0,2,0,3,5,3,0,2,2,3,2,24
Micropolitan Statistical Area,220980,"El Dorado, AR",1,0,4,3,0,0,0,3,3,0,0,2,2,0,1,5,24
Micropolitan Statistical Area,226260,"Hope, AR",2,3,6,2,0,0,0,1,0,0,2,1,0,2,1,4,24
Micropolitan Statistical Area,231660,"Malone, NY",3,1,2,1,3,4,1,1,0,1,2,1,0,1,2,1,24
Micropolitan Statistical Area,240260,"Roanoke Rapids, NC",2,3,3,1,3,4,1,1,0,0,1,2,0,1,1,1,24
Micropolitan Statistical Area,244860,"Sulphur Springs, TX",1,6,0,0,0,1,3,1,1,0,0,0,3,4,2,2,24
Micropolitan Statistical Area,245180,"Talladega-Sylacauga, AL",2,1,0,2,2,1,1,0,0,0,2,0,1,2,5,5,24
Micropolitan Statistical Area,247780,"Washington, IN",1,1,0,1,1,1,0,0,1,2,2,6,4,1,1,2,24
Micropolitan Statistical Area,245980,"Troy, AL",1,1,4,0,4,2,1,0,0,2,2,1,5,0,0,2,24
Micropolitan Statistical Area,210660,"Albert Lea, MN",1,3,2,5,2,2,0,1,1,0,2,1,0,0,2,1,23
Micropolitan Statistical Area,215900,"Canton, IL",0,2,5,1,1,0,0,3,0,1,2,2,1,0,5,0,23
Micropolitan Statistical Area,225460,"Harrison, AR",1,3,3,3,4,0,1,2,1,2,2,0,0,0,1,0,23
Micropolitan Statistical Area,225780,"Henderson, NC",1,2,0,3,1,3,1,0,4,1,5,1,0,0,1,0,23
Micropolitan Statistical Area,226500,"Huntingdon, PA",1,0,1,2,1,0,1,1,0,1,1,0,1,4,3,6,23
Micropolitan Statistical Area,231620,"Magnolia, AR",4,1,1,4,0,3,1,1,1,1,1,1,1,0,2,1,23
Micropolitan Statistical Area,237940,"Peru, IN",2,1,0,1,3,2,2,1,1,0,1,1,4,0,2,2,23
Micropolitan Statistical Area,242620,"Searcy, AR",4,2,2,2,1,0,2,4,1,0,1,1,1,1,1,0,23
Micropolitan Statistical Area,247660,"Warrensburg, MO",1,1,1,3,1,0,0,1,1,3,0,2,2,1,5,1,23
Micropolitan Statistical Area,225380,"Harrisburg, IL",2,4,1,1,0,1,1,1,1,2,2,1,1,2,1,1,22
Micropolitan Statistical Area,230420,"Lexington, NE",1,0,1,0,1,0,0,0,0,3,3,6,6,0,1,0,22
Micropolitan Statistical Area,238740,"Poplar Bluff, MO",3,0,4,2,5,2,1,0,1,0,1,2,1,0,0,0,22
Micropolitan Statistical Area,241220,"St. Marys, GA",1,1,1,1,0,2,0,2,0,2,1,2,1,3,3,2,22
Micropolitan Statistical Area,243460,"Sikeston, MO",1,0,1,0,2,4,2,0,1,3,1,0,2,1,3,1,22
Micropolitan Statistical Area,210980,"Alpena, MI",0,2,2,2,3,0,1,1,1,0,3,0,1,0,1,4,21
Micropolitan Statistical Area,234300,"Mountain Home, ID",2,3,0,0,1,1,0,3,0,0,4,2,1,0,2,2,21
Micropolitan Statistical Area,237580,"Paris, TX",2,0,0,3,0,1,2,0,3,0,0,2,2,2,2,2,21
Micropolitan Statistical Area,242780,"Selinsgrove, PA",0,2,0,3,6,2,1,0,0,1,0,1,0,1,2,2,21
Micropolitan Statistical Area,243500,"Silver City, NM",0,2,0,2,2,1,1,1,1,2,0,3,1,3,1,1,21
Micropolitan Statistical Area,244340,"Statesboro, GA",4,4,0,1,1,1,1,1,1,1,0,1,1,2,2,0,21
Micropolitan Statistical Area,247080,"Vidalia, GA",5,0,0,2,1,0,0,4,4,2,0,0,0,1,1,1,21
Micropolitan Statistical Area,247920,"Washington Court House, OH",1,0,1,2,1,1,2,1,3,3,1,0,2,1,2,0,21
Micropolitan Statistical Area,248460,"West Plains, MO",1,2,2,2,2,2,1,3,1,0,1,1,0,0,2,1,21
Micropolitan Statistical Area,249380,"Worthington, MN",4,1,0,0,2,0,2,1,0,0,2,3,1,1,2,2,21
Micropolitan Statistical Area,212900,"Batesville, AR",0,2,2,2,0,2,1,2,0,0,1,0,1,1,3,3,20
Micropolitan Statistical Area,216900,"Chester, SC",2,2,0,0,1,1,1,0,1,1,0,0,2,3,2,4,20
Micropolitan Statistical Area,226020,"Hobbs, NM",3,0,3,3,1,2,2,1,1,0,0,1,0,1,0,2,20
Micropolitan Statistical Area,231300,"Lumberton, NC",1,1,1,2,1,2,1,1,1,2,0,0,2,2,1,2,20
Micropolitan Statistical Area,232460,"Mayfield, KY",1,3,4,3,1,0,1,1,0,0,0,0,3,1,1,1,20
Micropolitan Statistical Area,235020,"Natchez, MS-LA",3,2,3,3,1,1,3,0,1,1,0,0,0,1,0,1,20
Micropolitan Statistical Area,242740,"Sedalia, MO",1,1,0,2,2,0,6,0,0,0,0,1,1,2,4,0,20
Micropolitan Statistical Area,245520,"The Dalles, OR",2,3,0,0,5,2,3,1,0,0,0,0,1,2,1,0,20
Micropolitan Statistical Area,247180,"Vincennes, IN",2,1,1,2,1,0,0,0,0,1,0,1,3,4,2,2,20
Micropolitan Statistical Area,224900,"Greenwood, MS",2,4,1,2,2,1,2,1,1,0,0,0,0,1,0,2,19
Micropolitan Statistical Area,226700,"Huron, SD",1,3,0,1,0,1,1,1,0,1,0,2,1,4,2,1,19
Micropolitan Statistical Area,234460,"Mount Sterling, KY",2,1,0,1,1,3,1,1,1,3,0,0,2,0,2,1,19
Micropolitan Statistical Area,237300,"Palestine, TX",1,2,2,0,2,0,1,0,1,0,3,3,3,0,1,0,19
Micropolitan Statistical Area,240760,"Ruidoso, NM",0,2,4,2,0,0,0,1,0,1,2,4,0,1,0,2,19
Micropolitan Statistical Area,243660,"Snyder, TX",3,2,1,0,0,1,0,0,2,0,0,1,1,2,4,2,19
Micropolitan Statistical Area,245140,"Tahlequah, OK",1,1,0,1,0,1,3,0,2,2,4,1,0,1,1,1,19
Micropolitan Statistical Area,247500,"Walterboro, SC",2,1,1,4,1,1,0,1,1,1,1,2,0,0,2,1,19
Micropolitan Statistical Area,215060,"Brookings, OR",3,1,2,1,0,0,0,3,0,1,1,3,1,0,1,1,18
Micropolitan Statistical Area,221640,"Eufaula, AL-GA",0,0,1,0,4,0,1,1,0,1,4,1,1,4,0,0,18
Micropolitan Statistical Area,223500,"Gaffney, SC",2,0,1,3,1,1,3,0,0,0,1,2,2,0,0,2,18
Micropolitan Statistical Area,227940,"Juneau, AK",0,2,2,1,3,0,1,1,1,0,1,0,3,0,2,1,18
Micropolitan Statistical Area,230820,"Lock Haven, PA",2,0,1,1,2,2,3,2,0,3,0,0,0,0,1,1,18
Micropolitan Statistical Area,232500,"Maysville, KY",1,2,1,1,3,1,2,1,1,0,1,2,1,0,0,1,18
Micropolitan Statistical Area,234260,"Mountain Home, AR",0,0,0,0,4,2,1,3,2,0,2,1,2,0,0,1,18
Micropolitan Statistical Area,235860,"North Vernon, IN",3,4,0,2,0,0,2,0,0,1,2,0,1,1,1,1,18
Micropolitan Statistical Area,239260,"Prineville, OR",1,0,1,2,2,0,1,1,0,2,0,1,3,2,1,1,18
Micropolitan Statistical Area,244540,"Sterling, CO",0,2,1,1,1,0,0,0,1,0,1,1,3,2,3,2,18
Micropolitan Statistical Area,245000,"Susanville, CA",2,2,1,4,0,1,2,0,0,0,3,0,1,1,0,1,18
Micropolitan Statistical Area,214420,"Borger, TX",2,2,4,2,0,0,0,0,2,1,0,2,1,0,0,1,17
Micropolitan Statistical Area,223980,"Glasgow, KY",1,1,2,1,1,0,2,0,0,1,1,0,1,3,1,2,17
Micropolitan Statistical Area,229220,"La Follette, TN",1,0,3,2,0,0,0,0,0,2,0,3,0,1,2,3,17
Micropolitan Statistical Area,236060,"Oak Hill, WV",1,1,1,0,1,1,0,1,1,3,2,0,1,1,3,0,17
Micropolitan Statistical Area,243980,"Spencer, IA",2,2,1,0,2,0,1,1,0,0,2,1,0,2,1,2,17
Micropolitan Statistical Area,244740,"Storm Lake, IA",2,2,2,1,0,1,0,1,1,0,1,0,0,1,3,2,17
Micropolitan Statistical Area,244900,"Summerville, GA",1,3,1,0,1,0,1,2,1,2,2,2,0,1,0,0,17
Micropolitan Statistical Area,218340,"Corbin, KY",2,0,2,2,1,1,2,1,0,0,0,1,1,2,1,1,17
Micropolitan Statistical Area,213620,"Berlin, NH-VT",1,0,0,4,2,0,2,1,1,0,0,1,0,1,2,1,16
Micropolitan Statistical Area,218380,"Cordele, GA",1,2,2,3,1,0,1,0,1,0,0,1,2,1,1,0,16
Micropolitan Statistical Area,218420,"Corinth, MS",2,0,1,1,1,0,0,1,0,0,2,3,3,1,0,1,16
Micropolitan Statistical Area,218620,"Corsicana, TX",2,0,2,2,0,1,1,2,0,0,0,1,0,0,1,4,16
Micropolitan Statistical Area,227300,"Jacksonville, IL",1,1,1,2,0,1,2,1,0,0,1,1,1,0,1,3,16
Micropolitan Statistical Area,229980,"Lawrenceburg, TN",4,1,2,0,3,1,1,2,1,0,1,0,0,0,0,0,16
Micropolitan Statistical Area,230220,"Levelland, TX",3,2,3,2,1,1,0,0,0,0,0,0,1,1,2,0,16
Micropolitan Statistical Area,232280,"Martin, TN",1,3,5,0,1,0,0,1,1,1,1,1,0,1,0,0,16
Micropolitan Statistical Area,235140,"Newberry, SC",2,2,5,1,0,0,1,0,0,1,0,0,0,1,1,2,16
Micropolitan Statistical Area,239020,"Portsmouth, OH",1,0,1,1,0,2,2,1,1,2,2,0,1,1,1,0,16
Micropolitan Statistical Area,221120,"Elk City, OK",0,1,0,3,0,0,1,0,1,0,1,0,2,3,2,1,15
Micropolitan Statistical Area,230280,"Lewisburg, TN",1,1,1,0,1,2,0,0,3,0,0,1,2,0,1,2,15
Micropolitan Statistical Area,232540,"McAlester, OK",0,0,0,2,0,1,0,0,1,2,2,0,2,2,3,0,15
Micropolitan Statistical Area,234660,"Murray, KY",0,0,1,2,1,1,0,3,0,0,1,1,0,1,2,2,15
Micropolitan Statistical Area,236380,"Okeechobee, FL",2,0,0,1,1,1,1,1,1,0,2,1,2,1,0,1,15
Micropolitan Statistical Area,242820,"Selma, AL",4,2,0,2,0,1,1,1,1,0,1,0,1,1,0,0,15
Micropolitan Statistical Area,245260,"Tallulah, LA",3,3,1,0,2,0,0,2,1,0,2,0,1,0,0,0,15
Micropolitan Statistical Area,210860,"Alice, TX",0,0,2,1,2,0,1,0,2,2,1,0,1,2,0,0,14
Micropolitan Statistical Area,222980,"Fort Valley, GA",1,2,4,2,0,1,1,0,1,0,0,1,0,1,0,0,14
Micropolitan Statistical Area,235460,"Newport, TN",3,0,0,1,0,0,0,0,1,0,2,1,0,1,2,3,14
Micropolitan Statistical Area,242300,"Sault Ste. Marie, MI",3,3,3,0,1,2,1,0,0,0,0,1,0,0,0,0,14
Micropolitan Statistical Area,230940,"London, KY",0,0,0,2,0,1,0,1,1,0,4,1,1,1,0,2,14
Micropolitan Statistical Area,213700,"Big Spring, TX",0,2,0,1,0,1,0,0,0,0,1,2,1,1,2,2,13
Micropolitan Statistical Area,215780,"Camden, AR",1,1,3,0,0,1,0,0,2,0,0,1,1,0,1,2,13
Micropolitan Statistical Area,219620,"Del Rio, TX",4,3,1,1,1,1,0,0,1,0,1,0,0,0,0,0,13
Micropolitan Statistical Area,221860,"Fairmont, MN",2,1,1,1,1,1,0,0,0,0,2,2,1,0,1,0,13
Micropolitan Statistical Area,221980,"Fallon, NV",1,1,0,1,1,0,1,0,0,2,2,0,1,0,0,3,13
Micropolitan Statistical Area,222620,"Forrest City, AR",0,0,0,0,0,1,0,0,0,0,1,1,0,1,8,1,13
Micropolitan Statistical Area,228380,"Kennett, MO",0,0,0,0,0,7,1,0,1,0,2,0,0,0,0,2,13
Micropolitan Statistical Area,229260,"La Grande, OR",3,2,0,1,1,0,0,2,1,0,0,1,0,1,1,0,13
Micropolitan Statistical Area,232340,"Maryville, MO",1,1,0,1,0,0,0,0,1,0,1,4,2,1,1,0,13
Micropolitan Statistical Area,234220,"Moultrie, GA",0,0,0,0,0,1,1,0,1,1,2,2,1,3,0,1,13
Micropolitan Statistical Area,235820,"North Platte, NE",0,0,4,1,2,1,0,0,0,0,0,0,1,1,2,1,13
Micropolitan Statistical Area,237420,"Pampa, TX",3,3,1,1,1,1,0,0,0,0,1,0,1,0,0,1,13
Micropolitan Statistical Area,238580,"Point Pleasant, WV-OH",1,3,2,0,0,1,1,1,1,0,1,1,0,1,0,0,13
Micropolitan Statistical Area,246260,"Tuskegee, AL",1,0,0,1,0,1,1,0,0,1,0,2,0,5,0,1,13
Micropolitan Statistical Area,213300,"Beeville, TX",1,1,0,3,0,1,0,2,2,1,2,0,0,0,0,0,13
Micropolitan Statistical Area,218860,"Crescent City, CA",1,2,0,0,0,1,0,0,0,0,1,2,1,1,2,1,12
Micropolitan Statistical Area,219760,"DeRidder, LA",2,2,0,0,0,2,0,0,0,0,0,1,2,0,1,2,12
Micropolitan Statistical Area,220060,"Douglas, GA",0,2,2,1,0,1,2,0,0,0,0,0,0,0,1,3,12
Micropolitan Statistical Area,249260,"Woodward, OK",3,2,1,2,0,2,0,0,0,0,1,0,0,0,0,1,12
Micropolitan Statistical Area,216340,"Cedartown, GA",0,1,1,0,0,0,2,3,0,1,0,1,1,1,0,0,11
